strain,strain_name,segment,date,host,country,subtype,virus,G_duplication
KU950464,RSVA/Homo_sapiens/USA/TH_10654/2014,,2014-02-19,Human,USA,A,Human_orthopneumovirus,True
KU950511,RSVA/Homo_sapiens/USA/TH_10218/2012,,2012-09-27,Human,USA,A,Human_orthopneumovirus,True
KU950696,RSVA/Homo_sapiens/USA/TH_10283/2012,,2012-12-19,Human,USA,A,Human_orthopneumovirus,True
KU950519,RSVA/Homo_sapiens/USA/TH_10629/2013,,2013-10-29,Human,USA,A,Human_orthopneumovirus,True
KU316139,RSVA/Homo_sapiens/USA/94I_091A_01_01/1994-XX-XX,,1994-XX-XX,Human,USA,A,Human_orthopneumovirus,False
KU950474,RSVA/Homo_sapiens/USA/TH_10098/2012,,2012-10-16,Human,USA,A,Human_orthopneumovirus,True
KU950518,RSVA/Homo_sapiens/USA/TH_10536/2013,,2013-10-09,Human,USA,A,Human_orthopneumovirus,True
KU950655,RSVA/Homo_sapiens/USA/TH_10293/2012,,2012-12-27,Human,USA,A,Human_orthopneumovirus,True
KU950483,RSVA/Homo_sapiens/USA/TH_10534/2013,,2013-08-20,Human,USA,A,Human_orthopneumovirus,True
KU950677,RSVA/Homo_sapiens/USA/TH_10148/2012,,2012-09-11,Human,USA,A,Human_orthopneumovirus,True
KU950456,RSVA/Homo_sapiens/USA/TH_10594/2013,,2013-08-07,Human,USA,A,Human_orthopneumovirus,True
KU316138,RSVA/Homo_sapiens/USA/87E_083_01/1987-XX-XX,,1987-XX-XX,Human,USA,A,Human_orthopneumovirus,False
KU316092,RSVA/Homo_sapiens/USA/91E_610_01/1991-XX-XX,,1991-XX-XX,Human,USA,A,Human_orthopneumovirus,False
KU950615,RSVA/Homo_sapiens/USA/TH_10150/2012,,2012-12-17,Human,USA,A,Human_orthopneumovirus,True
KU950541,RSVA/Homo_sapiens/USA/TH_10318/2013,,2013-01-04,Human,USA,A,Human_orthopneumovirus,False
KU950469,RSVA/Homo_sapiens/USA/TH_10067/2012,,2012-09-11,Human,USA,A,Human_orthopneumovirus,False
KU950480,RSVA/Homo_sapiens/USA/TH_10272/2012,,2012-12-10,Human,USA,A,Human_orthopneumovirus,True
KU950680,RSVA/Homo_sapiens/USA/TH_10195/2012,,2012-11-29,Human,USA,A,Human_orthopneumovirus,True
KU950666,RSVA/Homo_sapiens/USA/TH_10657/2013,,2013-11-04,Human,USA,A,Human_orthopneumovirus,True
KU950487,RSVA/Homo_sapiens/USA/TH_10334/2012,,2012-11-07,Human,USA,A,Human_orthopneumovirus,False
KU950617,RSVA/Homo_sapiens/USA/TH_10229/2012,,2012-12-19,Human,USA,A,Human_orthopneumovirus,True
KU950540,RSVA/Homo_sapiens/USA/TH_10323/2013,,2013-11-26,Human,USA,A,Human_orthopneumovirus,True
KU839639,RSVA/Homo_sapiens/USA/TH_61/2013,,2013-12-17,Human,USA,A,Human_orthopneumovirus,True
KU950493,RSVA/Homo_sapiens/USA/TH_10126/2012,,2012-09-12,Human,USA,A,Human_orthopneumovirus,True
KU950499,RSVA/Homo_sapiens/USA/TH_10470/2013,,2013-10-04,Human,USA,A,Human_orthopneumovirus,True
KU950671,RSVA/Homo_sapiens/USA/TH_10344/2012,,2012-11-08,Human,USA,A,Human_orthopneumovirus,True
KU950627,RSVA/Homo_sapiens/USA/TH_10569/2013,,2013-10-25,Human,USA,A,Human_orthopneumovirus,True
KU950639,RSVA/Homo_sapiens/USA/TH_10398/2013,,2013-10-17,Human,USA,A,Human_orthopneumovirus,True
KU950651,RSVA/Homo_sapiens/USA/TH_10147/2012,,2012-11-12,Human,USA,A,Human_orthopneumovirus,True
KU950624,RSVA/Homo_sapiens/USA/TH_10337/2013,,2013-01-23,Human,USA,A,Human_orthopneumovirus,False
KU950507,RSVA/Homo_sapiens/USA/TH_10481/2012,,2012-08-27,Human,USA,A,Human_orthopneumovirus,False
KU950564,RSVA/Homo_sapiens/USA/TH_10234/2012,,2012-09-12,Human,USA,A,Human_orthopneumovirus,False
KU316125,RSVA/Homo_sapiens/USA/84I_266A_01_01/1984-XX-XX,,1984-XX-XX,Human,USA,A,Human_orthopneumovirus,False
KU950585,RSVB/Homo_sapiens/USA/TH_10613/2013,,2013-06-20,Human,USA,A,Human_orthopneumovirus,True
KU950634,RSVA/Homo_sapiens/USA/TH_10291/2012,,2012-09-17,Human,USA,A,Human_orthopneumovirus,False
KU950563,RSVA/Homo_sapiens/USA/TH_10175/2012,,2012-10-29,Human,USA,A,Human_orthopneumovirus,False
KU316133,RSVA/Homo_sapiens/USA/90E_035_01/1990-XX-XX,,1990-XX-XX,Human,USA,A,Human_orthopneumovirus,False
KU950523,RSVA/Homo_sapiens/USA/TH_10656/2014,,2014-03-26,Human,USA,A,Human_orthopneumovirus,True
KU950521,RSVA/Homo_sapiens/USA/TH_10149/2012,,2012-08-15,Human,USA,A,Human_orthopneumovirus,True
KU950528,RSVA/Homo_sapiens/USA/TH_10217/2013,,2013-01-14,Human,USA,A,Human_orthopneumovirus,False
KU950646,RSVA/Homo_sapiens/USA/TH_10080/2012,,2012-11-21,Human,USA,A,Human_orthopneumovirus,False
KU950670,RSVA/Homo_sapiens/USA/TH_10220/2012,,2012-11-19,Human,USA,A,Human_orthopneumovirus,True
KU950694,RSVA/Homo_sapiens/USA/TH_10233/2012,,2012-10-22,Human,USA,A,Human_orthopneumovirus,True
KU950455,RSVA/Homo_sapiens/USA/TH_10477/2013,,2013-09-24,Human,USA,A,Human_orthopneumovirus,True
KU839624,RSVA/Homo_sapiens/USA/TH_27/2013,,2013-11-11,Human,USA,A,Human_orthopneumovirus,True
KU950664,RSVA/Homo_sapiens/USA/TH_10110/2012,,2012-10-29,Human,USA,A,Human_orthopneumovirus,True
KU950620,RSVA/Homo_sapiens/USA/TH_10196/2012,,2012-10-04,Human,USA,A,Human_orthopneumovirus,False
KU950579,RSVA/Homo_sapiens/USA/TH_10103/2012,,2012-10-09,Human,USA,A,Human_orthopneumovirus,False
KU950529,RSVA/Homo_sapiens/USA/TH_10116/2012,,2012-09-28,Human,USA,A,Human_orthopneumovirus,False
KU950560,RSVA/Homo_sapiens/USA/TH_10631/2013,,2013-11-05,Human,USA,A,Human_orthopneumovirus,True
KU950509,RSVA/Homo_sapiens/USA/TH_10221/2012,,2012-12-11,Human,USA,A,Human_orthopneumovirus,True
KU950501,RSVA/Homo_sapiens/USA/TH_10212/2013,,2013-01-10,Human,USA,A,Human_orthopneumovirus,False
KU950486,RSVA/Homo_sapiens/USA/TH_10280/2012,,2012-11-20,Human,USA,A,Human_orthopneumovirus,True
KU950573,RSVA/Homo_sapiens/USA/TH_10681/2006,,2006-01-07,Human,USA,A,Human_orthopneumovirus,False
KU950685,RSVA/Homo_sapiens/USA/TH_10509/2013,,2013-09-27,Human,USA,A,Human_orthopneumovirus,True
KU950595,RSVA/Homo_sapiens/USA/TH_10313/2012,,2012-12-21,Human,USA,A,Human_orthopneumovirus,False
KU950538,RSVA/Homo_sapiens/USA/TH_10201/2012,,2012-10-25,Human,USA,A,Human_orthopneumovirus,False
KU950544,RSVA/Homo_sapiens/USA/TH_10438/2013,,2013-12-17,Human,USA,A,Human_orthopneumovirus,True
KU950667,RSVA/Homo_sapiens/USA/TH_10104/2012,,2012-10-05,Human,USA,A,Human_orthopneumovirus,False
KU950652,RSVA/Homo_sapiens/USA/TH_10144/2012,,2012-09-10,Human,USA,A,Human_orthopneumovirus,False
KU950554,RSVA/Homo_sapiens/USA/TH_10143/2012,,2012-11-02,Human,USA,A,Human_orthopneumovirus,False
KU950556,RSVA/Homo_sapiens/USA/TH_10305/2012,,2012-12-04,Human,USA,A,Human_orthopneumovirus,True
KU950623,RSVA/Homo_sapiens/USA/TH_10606/2013,,2013-08-14,Human,USA,A,Human_orthopneumovirus,True
KU950608,RSVA/Homo_sapiens/USA/TH_10508/2013,,2013-10-15,Human,USA,A,Human_orthopneumovirus,True
KU950537,RSVA/Homo_sapiens/USA/TH_10505/2014,,2014-01-08,Human,USA,A,Human_orthopneumovirus,True
KU950520,RSVA/Homo_sapiens/USA/TH_10531/2013,,2013-06-20,Human,USA,A,Human_orthopneumovirus,True
KU950522,RSVA/Homo_sapiens/USA/TH_10117/2012,,2012-11-13,Human,USA,A,Human_orthopneumovirus,False
KU950686,RSVA/Homo_sapiens/USA/TH_10506/2014,,2014-01-10,Human,USA,A,Human_orthopneumovirus,True
KU950673,RSVA/Homo_sapiens/USA/TH_10236/2012,,2012-09-12,Human,USA,A,Human_orthopneumovirus,True
KU950536,RSVA/Homo_sapiens/USA/TH_10141/2012,,2012-08-16,Human,USA,A,Human_orthopneumovirus,False
KU950616,RSVA/Homo_sapiens/USA/TH_10226/2012,,2012-09-24,Human,USA,A,Human_orthopneumovirus,False
KU950502,RSVA/Homo_sapiens/USA/TH_10155/2012,,2012-09-24,Human,USA,A,Human_orthopneumovirus,True
KU950692,RSVA/Homo_sapiens/USA/TH_10327/2012,,2012-09-26,Human,USA,A,Human_orthopneumovirus,True
KU950610,RSVA/Homo_sapiens/USA/TH_10260/2013,,2013-01-07,Human,USA,A,Human_orthopneumovirus,True
KU950631,RSVA/Homo_sapiens/USA/TH_10093/2012,,2012-09-21,Human,USA,A,Human_orthopneumovirus,True
KU950609,RSVA/Homo_sapiens/USA/TH_10095/2012,,2012-10-22,Human,USA,A,Human_orthopneumovirus,False
KU950598,RSVA/Homo_sapiens/USA/TH_10618/2013,,2013-10-07,Human,USA,A,Human_orthopneumovirus,True
KU950632,RSVA/Homo_sapiens/USA/TH_10156/2012,,2012-10-19,Human,USA,A,Human_orthopneumovirus,False
KU950626,RSVA/Homo_sapiens/USA/TH_10207/2013,,2013-01-28,Human,USA,A,Human_orthopneumovirus,False
KU950550,RSVA/Homo_sapiens/USA/TH_10287/2012,,2012-10-02,Human,USA,A,Human_orthopneumovirus,True
KU839626,RSVA/Homo_sapiens/USA/TH_32/2013,,2013-11-05,Human,USA,A,Human_orthopneumovirus,True
KU950583,RSVA/Homo_sapiens/USA/TH_10507/2013,,2013-07-12,Human,USA,A,Human_orthopneumovirus,True
KU950658,RSVA/Homo_sapiens/USA/TH_10146/2012,,2012-09-12,Human,USA,A,Human_orthopneumovirus,False
KU950549,RSVA/Homo_sapiens/USA/TH_10630/2013,,2013-11-05,Human,USA,A,Human_orthopneumovirus,True
KU950674,RSVA/Homo_sapiens/USA/TH_10311/2012,,2012-10-31,Human,USA,A,Human_orthopneumovirus,True
KU950470,RSVA/Homo_sapiens/USA/TH_10464/2013,,2013-10-09,Human,USA,A,Human_orthopneumovirus,True
KU950527,RSVA/Homo_sapiens/USA/TH_10533/2013,,2013-08-26,Human,USA,A,Human_orthopneumovirus,True
KU950561,RSVB/Homo_sapiens/USA/TH_10667/2006,,2006-01-05,Human,USA,A,Human_orthopneumovirus,False
KU950596,RSVA/Homo_sapiens/USA/TH_10603/2013,,2013-11-25,Human,USA,A,Human_orthopneumovirus,True
KU950638,RSVA/Homo_sapiens/USA/TH_10552/2013,,2013-11-26,Human,USA,A,Human_orthopneumovirus,True
KU950459,RSVA/Homo_sapiens/USA/TH_10487/2013,,2013-12-19,Human,USA,A,Human_orthopneumovirus,True
KU950645,RSVA/Homo_sapiens/USA/TH_10202/2013,,2013-01-17,Human,USA,A,Human_orthopneumovirus,False
KU950650,RSVA/Homo_sapiens/USA/TH_10367/2013,,2013-09-23,Human,USA,A,Human_orthopneumovirus,True
KU950581,RSVA/Homo_sapiens/USA/TH_10159/2012,,2012-11-08,Human,USA,A,Human_orthopneumovirus,True
MN306045,SC0850,,2019-XX-XX,Human,USA,A,Human_orthopneumovirus,True
MN306048,SC0885,,2019-XX-XX,Human,USA,A,Human_orthopneumovirus,True
MN306050,SC1053,,2019-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MN306054,SC9450,,2019-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MN310477,SC0276,,2018-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MN306017,SC0135,,2018-XX-XX,Human,USA,A,Human_orthopneumovirus,True
MN306021,SC0237,,2018-XX-XX,Human,USA,A,Human_orthopneumovirus,True
MN306029,SC0398,,2019-XX-XX,Human,USA,A,Human_orthopneumovirus,True
MN306030,SC0410,,2019-XX-XX,Human,USA,A,Human_orthopneumovirus,True
MN306031,SC0460,,2019-XX-XX,Human,USA,A,Human_orthopneumovirus,True
KX765920,RSVA/Homo_sapiens/NZL/LJRSV66/2012,,2012-08-28,Human,New_Zealand,A,Human_orthopneumovirus,False
MH383066,JF204,,2014-11-28,Human,Lebanon,A,Human_orthopneumovirus,False
KX655615,RSVA/Homo_sapiens/JOR/A0430/2012,,2012-02-21,Human,Jordan,A,Human_orthopneumovirus,False
KX655616,RSVA/Homo_sapiens/JOR/A0444/2012,,2012-02-27,Human,Jordan,A,Human_orthopneumovirus,False
KX655617,RSVA/Homo_sapiens/JOR/A0154/2011,,2011-02-21,Human,Jordan,A,Human_orthopneumovirus,False
KX655618,RSVA/Homo_sapiens/JOR/A0429/2012,,2012-02-21,Human,Jordan,A,Human_orthopneumovirus,False
KX655619,RSVA/Homo_sapiens/JOR/C2358/2012,,2012-01-26,Human,Jordan,A,Human_orthopneumovirus,False
KX655620,RSVA/Homo_sapiens/JOR/D3491/2012,,2012-04-12,Human,Jordan,A,Human_orthopneumovirus,False
KX655621,RSVA/Homo_sapiens/JOR/B1554/2012,,2012-04-04,Human,Jordan,A,Human_orthopneumovirus,False
KX655622,RSVA/Homo_sapiens/JOR/D3145/2011,,2011-03-02,Human,Jordan,A,Human_orthopneumovirus,False
KX655623,RSVA/Homo_sapiens/JOR/B1148/2011,,2011-02-02,Human,Jordan,A,Human_orthopneumovirus,False
KX655626,RSVA/Homo_sapiens/JOR/D3721/2013,,2013-02-17,Human,Jordan,A,Human_orthopneumovirus,True
KX655627,RSVA/Homo_sapiens/JOR/C2347/2012,,2012-01-17,Human,Jordan,A,Human_orthopneumovirus,False
KX655628,RSVA/Homo_sapiens/JOR/A0080/2011,,2011-01-24,Human,Jordan,A,Human_orthopneumovirus,False
KX655630,RSVA/Homo_sapiens/JOR/B1429/2012,,2012-01-30,Human,Jordan,A,Human_orthopneumovirus,False
KX655631,RSVA/Homo_sapiens/JOR/C2186/2011,,2011-03-08,Human,Jordan,A,Human_orthopneumovirus,False
KX655632,RSVA/Homo_sapiens/JOR/B1543/2012,,2012-03-29,Human,Jordan,A,Human_orthopneumovirus,False
KX655634,RSVA/Homo_sapiens/JOR/D3424/2012,,2012-02-28,Human,Jordan,A,Human_orthopneumovirus,False
KX655635,RSVA/Homo_sapiens/JOR/A0384/2012,,2012-01-22,Human,Jordan,A,Human_orthopneumovirus,False
KX655636,RSVA/Homo_sapiens/JOR/B1191/2011,,2011-02-27,Human,Jordan,A,Human_orthopneumovirus,False
KX655637,RSVA/Homo_sapiens/JOR/C2109/2011,,2011-01-24,Human,Jordan,A,Human_orthopneumovirus,False
KX655638,RSVA/Homo_sapiens/JOR/A0398/2012,,2012-01-31,Human,Jordan,A,Human_orthopneumovirus,False
KX655639,RSVA/Homo_sapiens/JOR/A0125/2011,,2011-02-08,Human,Jordan,A,Human_orthopneumovirus,False
KX655640,RSVA/Homo_sapiens/JOR/D3681/2013,,2013-01-16,Human,Jordan,A,Human_orthopneumovirus,True
KX655643,RSVA/Homo_sapiens/JOR/D3156/2011,,2011-03-14,Human,Jordan,A,Human_orthopneumovirus,False
KX655644,RSVA/Homo_sapiens/JOR/A0614/2012,,2012-10-23,Human,Jordan,A,Human_orthopneumovirus,True
KX655647,RSVA/Homo_sapiens/JOR/A0400/2012,,2012-01-31,Human,Jordan,A,Human_orthopneumovirus,False
KX655650,RSVA/Homo_sapiens/JOR/C2147/2011,,2011-02-09,Human,Jordan,A,Human_orthopneumovirus,False
KX655651,RSVA/Homo_sapiens/JOR/D3370/2012,,2012-02-05,Human,Jordan,A,Human_orthopneumovirus,False
KX655652,RSVA/Homo_sapiens/JOR/B1525/2012,,2012-03-19,Human,Jordan,A,Human_orthopneumovirus,False
KX655656,RSVA/Homo_sapiens/JOR/D3007/2010,,2010-03-22,Human,Jordan,A,Human_orthopneumovirus,False
KX655657,RSVA/Homo_sapiens/JOR/D3040/2010,,2010-06-15,Human,Jordan,A,Human_orthopneumovirus,False
KX655658,RSVA/Homo_sapiens/JOR/C2659/2012,,2012-12-31,Human,Jordan,A,Human_orthopneumovirus,False
KX655659,RSVA/Homo_sapiens/JOR/D3090/2011,,2011-01-19,Human,Jordan,A,Human_orthopneumovirus,False
KX655662,RSVA/Homo_sapiens/JOR/D3317/2011,,2011-12-19,Human,Jordan,A,Human_orthopneumovirus,False
KX655663,RSVA/Homo_sapiens/JOR/D3416/2012,,2012-02-28,Human,Jordan,A,Human_orthopneumovirus,False
KX655665,RSVA/Homo_sapiens/JOR/C2769/2013,,2013-03-26,Human,Jordan,A,Human_orthopneumovirus,False
KX655666,RSVA/Homo_sapiens/JOR/D3141/2011,,2011-03-01,Human,Jordan,A,Human_orthopneumovirus,False
KX655667,RSVA/Homo_sapiens/JOR/C2408/2012,,2012-02-20,Human,Jordan,A,Human_orthopneumovirus,False
KX655670,RSVA/Homo_sapiens/JOR/B1464/2012,,2012-02-12,Human,Jordan,A,Human_orthopneumovirus,False
KX655672,RSVA/Homo_sapiens/JOR/C2356/2012,,2012-01-26,Human,Jordan,A,Human_orthopneumovirus,False
KX655673,RSVA/Homo_sapiens/JOR/C2201/2011,,2011-03-20,Human,Jordan,A,Human_orthopneumovirus,False
KX655675,RSVA/Homo_sapiens/JOR/D3431/2012,,2012-03-06,Human,Jordan,A,Human_orthopneumovirus,True
KX655676,RSVA/Homo_sapiens/JOR/B1432/2012,,2012-01-30,Human,Jordan,A,Human_orthopneumovirus,False
KX655677,RSVA/Homo_sapiens/JOR/B1391/2012,,2012-01-08,Human,Jordan,A,Human_orthopneumovirus,False
KX655678,RSVA/Homo_sapiens/JOR/A0108/2011,,2011-02-06,Human,Jordan,A,Human_orthopneumovirus,False
KX655679,RSVA/Homo_sapiens/JOR/B1035/2010,,2010-05-05,Human,Jordan,A,Human_orthopneumovirus,False
KX655680,RSVA/Homo_sapiens/JOR/B1442/2012,,2012-02-09,Human,Jordan,A,Human_orthopneumovirus,False
KX655682,RSVA/Homo_sapiens/JOR/B1515/2012,,2012-03-13,Human,Jordan,A,Human_orthopneumovirus,False
KX655687,RSVA/Homo_sapiens/JOR/B1185/2011,,2011-02-20,Human,Jordan,A,Human_orthopneumovirus,False
KX655689,RSVA/Homo_sapiens/JOR/B1454/2012,,2012-02-12,Human,Jordan,A,Human_orthopneumovirus,False
KX655691,RSVA/Homo_sapiens/JOR/D3371/2012,,2012-02-05,Human,Jordan,A,Human_orthopneumovirus,False
KX655692,RSVA/Homo_sapiens/JOR/C2196/2011,,2011-03-20,Human,Jordan,A,Human_orthopneumovirus,False
KX655694,RSVA/Homo_sapiens/JOR/A0215/2011,,2011-04-18,Human,Jordan,A,Human_orthopneumovirus,True
KX655695,RSVA/Homo_sapiens/JOR/C2354/2012,,2012-01-23,Human,Jordan,A,Human_orthopneumovirus,False
KX655696,RSVA/Homo_sapiens/JOR/C2121/2011,,2011-01-26,Human,Jordan,A,Human_orthopneumovirus,False
KX655697,RSVA/Homo_sapiens/JOR/A0417/2012,,2012-02-16,Human,Jordan,A,Human_orthopneumovirus,False
KX655699,RSVA/Homo_sapiens/JOR/D3332/2012,,2012-01-09,Human,Jordan,A,Human_orthopneumovirus,False
KX765886,RSVA/Homo_sapiens/NZL/LJRSV01/2015,,2015-06-18,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765887,RSVA/Homo_sapiens/NZL/LJRSV05/2015,,2015-06-28,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765891,RSVA/Homo_sapiens/NZL/LJRSV44/2013,,2013-08-01,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765894,RSVA/Homo_sapiens/NZL/LJRSV84/2011,,2011-09-18,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765896,RSVA/Homo_sapiens/NZL/LJRSV81/2011,,2011-09-16,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765898,RSVA/Homo_sapiens/NZL/LJRSV12/2015,,2015-07-08,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765901,RSVA/Homo_sapiens/NZL/LJRSV54/2012,,2012-07-23,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765902,RSVA/Homo_sapiens/NZL/LJRSV33/2014,,2014-07-30,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765904,RSVA/Homo_sapiens/NZL/LJRSV39/2013,,2013-06-18,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765910,RSVA/Homo_sapiens/NZL/LJRSV69/2011,,2011-06-23,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765911,RSVA/Homo_sapiens/NZL/LJRSV75/2011,,2011-07-17,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765913,RSVA/Homo_sapiens/NZL/LJRSV55/2012,,2012-07-29,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765914,RSVA/Homo_sapiens/NZL/LJRSV03/2015,,2015-06-22,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765915,RSVA/Homo_sapiens/NZL/LJRSV27/2014,,2014-06-11,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765916,RSVA/Homo_sapiens/NZL/LJRSV02/2015,,2015-06-19,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765917,RSVA/Homo_sapiens/NZL/LJRSV28/2014,,2014-06-16,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765918,RSVA/Homo_sapiens/NZL/LJRSV77/2011,,2011-07-09,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765919,RSVA/Homo_sapiens/NZL/LJRSV37/2013,,2013-06-09,Human,New_Zealand,A,Human_orthopneumovirus,True
MG642063,RSVA/Homo_sapiens/USA/MCRSV_226/1982-XX-XX,,1982-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642070,RSVA/Homo_sapiens/USA/MCRSV_247/1986-XX-XX,,1986-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642071,RSVA/Homo_sapiens/USA/MCRSV_238/1984-XX-XX,,1984-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642074,RSVA/Homo_sapiens/USA/MCRSV_209/1980-XX-XX,,1980-XX-XX,Human,USA,A,Human_orthopneumovirus,False
KY782635,LZ01/09,,2009-09-01,Human,China,A,Human_orthopneumovirus,False
KY967362,SC2892,,2015-XX-XX,Human,USA,A,Human_orthopneumovirus,False
KY967363,SC2745,,2015-XX-XX,Human,USA,A,Human_orthopneumovirus,False
KY982516,RSVA/Homo_sapiens/USA/LA2_76/2013,,2013-01-24,Human,USA,A,Human_orthopneumovirus,True
KY982517,RSVA/Homo_sapiens/USA/LA2_03/2013,,2013-01-03,Human,USA,A,Human_orthopneumovirus,True
KY460517,TW_00026_2010,,2010-10-01,Human,Taiwan,A,Human_orthopneumovirus,False
KX765925,RSVA/Homo_sapiens/NZL/LJRSV13/2015,,2015-07-09,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765926,RSVA/Homo_sapiens/NZL/LJRSV59/2012,,2012-08-05,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765928,RSVA/Homo_sapiens/NZL/LJRSV83/2011,,2011-09-18,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765931,RSVA/Homo_sapiens/NZL/LJRSV70/2011,,2011-06-23,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765932,RSVA/Homo_sapiens/NZL/LJRSV06/2015,,2015-06-28,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765933,RSVA/Homo_sapiens/NZL/LJRSV58/2012,,2012-08-01,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765934,RSVA/Homo_sapiens/NZL/LJRSV65/2012,,2012-08-23,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765936,RSVA/Homo_sapiens/NZL/LJRSV62/2012,,2012-08-07,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765971,RSVA/Homo_sapiens/NZL/LJRSV45/2013,,2013-08-01,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765972,RSVA/Homo_sapiens/NZL/LJRSV41/2013,,2013-07-01,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765974,RSVA/Homo_sapiens/NZL/LJRSV35/2013,,2013-04-30,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765977,RSVA/Homo_sapiens/NZL/LJRSV18/2014,,2014-02-12,Human,New_Zealand,A,Human_orthopneumovirus,True
MG642030,RSVA/Homo_sapiens/USA/MCRSV_256/1988-XX-XX,,1988-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642031,RSVA/Homo_sapiens/USA/MCRSV_236/1982-XX-XX,,1982-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642032,RSVA/Homo_sapiens/USA/MCRSV_221/1980-XX-XX,,1980-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642033,RSVA/Homo_sapiens/USA/MCRSV_265/1994-XX-XX,,1994-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642034,RSVA/Homo_sapiens/USA/MCRSV_244/1985-XX-XX,,1985-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642035,RSVA/Homo_sapiens/USA/MCRSV_240/1984-XX-XX,,1984-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642040,RSVA/Homo_sapiens/USA/MCRSV_214/1980-XX-XX,,1980-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642048,RSVA/Homo_sapiens/USA/MCRSV_258/1990-XX-XX,,1990-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642050,RSVA/Homo_sapiens/USA/MCRSV_261/1994-XX-XX,,1994-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642052,RSVA/Homo_sapiens/USA/MCRSV_263/1994-XX-XX,,1994-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642055,RSVA/Homo_sapiens/USA/MCRSV_259/1990-XX-XX,,1990-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642056,RSVA/Homo_sapiens/USA/MCRSV_229/1982-XX-XX,,1982-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642058,RSVA/Homo_sapiens/USA/MCRSV_218/1980-XX-XX,,1980-XX-XX,Human,USA,A,Human_orthopneumovirus,False
MG642061,RSVA/Homo_sapiens/USA/MCRSV_262/1994-XX-XX,,1994-XX-XX,Human,USA,A,Human_orthopneumovirus,False
KX765937,RSVA/Homo_sapiens/NZL/LJRSV52/2012,,2012-07-16,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765938,RSVA/Homo_sapiens/NZL/LJRSV74/2011,,2011-07-06,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765939,RSVA/Homo_sapiens/NZL/LJRSV38/2013,,2013-06-11,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765940,RSVA/Homo_sapiens/NZL/LJRSV47/2013,,2013-08-26,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765941,RSVA/Homo_sapiens/NZL/LJRSV04/2015,,2015-06-24,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765942,RSVA/Homo_sapiens/NZL/LJRSV80/2011,,2011-09-05,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765944,RSVA/Homo_sapiens/NZL/LJRSV08/2015,,2015-06-29,Human,New_Zealand,A,Human_orthopneumovirus,True
KX765946,RSVA/Homo_sapiens/NZL/LJRSV57/2012,,2012-07-30,Human,New_Zealand,A,Human_orthopneumovirus,False
KX765948,RSVA/Homo_sapiens/NZL/LJRSV17/2015,,2015-07-10,Human,New_Zealand,A,Human_orthopneumovirus,True
