strain	strain_name	date	segment	country	host
D63467.1	Influenza C virus (C/Yamagata/64) HE gene for hemagglutinin-esterase, complete cds	1964-XX-XX	HE		D63467.1
D63468.1	Influenza C virus (C/Sapporo/71) HE gene for hemagglutinin-esterase, complete cds	1971-XX-XX	HE		D63468.1
D63469.1	Influenza C virus (C/Aomori/74) HE gene for hemagglutinin-esterase, complete cds	1974-XX-XX	HE		D63469.1
D63470.1	Influenza C virus (C/Kanagawa/1/76) HE gene for hemagglutinin-esterase, complete cds	1976-XX-XX	HE		D63470.1
D63471.1	Influenza C virus (C/Miyagi/77) HE gene for hemagglutinin-esterase, complete cds	1977-XX-XX	HE		D63471.1
D63472.1	Influenza C virus (C/Kyoto/1/79) HE gene for hemagglutinin-esterase, complete cds	1979-XX-XX	HE		D63472.1
D63473.1	Influenza C virus (C/Yamagata/3/88) HE gene for hemagglutinin-esterase, complete cds	1988-XX-XX	HE		D63473.1
D63503.1	Influenza C virus (C/Yamagata/4/88) HE gene for hemagglutinin-esterase, complete cds	1988-XX-XX	HE		D63503.1
D28967.1	Influenza C virus (C/Yamagata/7/88) HE gene for hemagglutinin esterase, partial cds	1988-XX-XX	HE		D28967.1
D28968.1	Influenza C virus (C/Yamagata/8/88) HE gene for hemagglutinin esterase, partial cds	1988-XX-XX	HE		D28968.1
D28969.1	Influenza C virus (C/Yamagata/9/88) HE gene for hemagglutinin esterase, partial cds	1988-XX-XX	HE		D28969.1
D28970.1	Influenza C virus (C/Aichi/1/81) HE gene for hemagglutinin esterase, partial cds	1981-XX-XX	HE		D28970.1
D28971.1	Influenza C virus (C/Yamagata/26/81) HE gene for hemagglutinin esterase, partial cds	1981-XX-XX	HE		D28971.1
D30697.1	Influenza C virus (C/Nara/2/85) HE gene, complete cds	1985-XX-XX	HE		D30697.1
K01689.1	Influenza C/California/78, hemagglutinin (seg 4), cDNA	1978-XX-XX	HE		K01689.1
M11637.1	Influenza C/Taylor/1233/47 hemagglutinin-esterase RNA (seg 4), 3' end	1947-XX-XX	HE		M11637.1
M11638.1	Influenza C/Ann Arbor/1/50 hemagglutinin-esterase RNA (seg 4), 3' end	1950-XX-XX	HE		M11638.1
M11639.1	Influenza C/Great Lakes/1167/54 hemagglutinin-esterase RNA (seg 4), 3' end	1954-XX-XX	HE		M11639.1
M11640.1	Influenza C/Mississippi/80 hemagglutinin-esterase RNA (seg 4), 3' end	1980-XX-XX	HE		M11640.1
M11641.1	Influenza C/Yamagata/10/81 hemagglutinin-esterase RNA (seg 4), 3' end	1981-XX-XX	HE		M11641.1
M11642.1	Influenza C/England/892/83 hemagglutinin-esterase RNA (seg 4), 3' end	1983-XX-XX	HE		M11642.1
M11643.1	Influenza C/pig/Beijing/10/81 hemagglutinin-esterase RNA (seg 4), 3' end	1981-XX-XX	HE		M11643.1
M11644.1	Influenza C/pig/Beijing/115/81 hemagglutinin-esterase RNA (seg 4), 3' end	1981-XX-XX	HE		M11644.1
M11645.1	Influenza C/pig/Beijing/439/82 hemagglutinin-esterase RNA (seg 4), 3' end	1982-XX-XX	HE		M11645.1
M17868.1	Influenza C/Johannesburg/66 hemagglutinin esterase RNA (seg 4), complete cds	1966-XX-XX	HE		M17868.1
M25361.1	Influenza C/Kyoto/41/82, hemagglutinin-esterase (seg 4), RNA	1982-XX-XX	HE		M25361.1
M25362.1	Influenza C/Nara/82, hemagglutinin-esterase (seg 4), RNA	1982-XX-XX	HE		M25362.1
M25363.1	Influenza C/Hyogo/1/83, hemagglutinin-esterase (seg 4), RNA	1983-XX-XX	HE		M25363.1
