strain	strain_name	segment	date	host	country	subtype	virus
MZ515922	OX02_8663_D02	NA	2018-10-23	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515923	OX01A_8438_V02	NA	2019-11-14	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515927	OX02_8234_D02	NA	2018-11-20	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515928	OX01A_8459_V02	NA	2019-12-09	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515929	OX02_8371_V01	NA	2018-12-13	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515931	UU02_0159_V01	NA	2019-12-23	Human	Netherlands	A	Human_orthopneumovirus
MZ515933	OX02_8937_D02	NA	2018-12-15	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515939	UU02_0016_V01	NA	2017-12-14	Human	Netherlands	A	Human_orthopneumovirus
MZ515940	SE01A_0108_V02	NA	2019-12-19	Human	Spain	A	Human_orthopneumovirus
MZ515941	SE01A_0163_V02	NA	2019-12-09	Human	Spain	A	Human_orthopneumovirus
MZ515942	OX02_9801_V01	NA	2019-12-13	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515943	SE01A_0045_V02	NA	2018-12-26	Human	Spain	A	Human_orthopneumovirus
MZ515945	UU02_0061_V01	NA	2018-12-11	Human	Netherlands	A	Human_orthopneumovirus
MZ515948	OX02_8390_D02	NA	2018-11-15	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515951	OX02_8513_D02	NA	2018-11-14	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515954	OX02_8566_D02	NA	2018-11-14	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515956	SE02_0003_V01	NA	2019-01-03	Human	Spain	A	Human_orthopneumovirus
MZ515957	UU02_0163_V01	NA	2019-12-27	Human	Netherlands	A	Human_orthopneumovirus
MZ515959	OX02_8987_V01	NA	2018-12-04	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515961	SE01A_0107_V02	NA	2020-01-08	Human	Spain	A	Human_orthopneumovirus
MZ515962	SE02_0021_D03	NA	2019-12-31	Human	Spain	A	Human_orthopneumovirus
MZ515963	SE02_0018_V01	NA	2019-12-12	Human	Spain	A	Human_orthopneumovirus
MZ515964	OX02_8382_D02	NA	2018-11-21	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515966	OX02_8323_V01	NA	2018-11-22	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515967	UU01A_0073_V02	NA	2018-12-13	Human	Netherlands	A	Human_orthopneumovirus
MZ515969	OX02_8936_V01	NA	2019-01-04	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515971	UU01A_0141_V02	NA	2019-12-04	Human	Netherlands	A	Human_orthopneumovirus
MZ515973	UU03_0060_V02	NA	2017-12-11	Human	Netherlands	A	Human_orthopneumovirus
MZ515980	OX02_8474_D02	NA	2018-12-05	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515984	SE01A_0071_V02	NA	2019-01-16	Human	Spain	A	Human_orthopneumovirus
MZ515985	UU02_0205_V01	NA	2019-12-05	Human	Netherlands	A	Human_orthopneumovirus
MZ515986	OX02_9216_D09	NA	2019-12-11	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515987	SE02_0015_D02	NA	2019-11-20	Human	Spain	A	Human_orthopneumovirus
MZ515989	OX02_8433_V01	NA	2018-11-13	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515992	OX02_8047_V01	NA	2018-11-16	Human	United_Kingdom	A	Human_orthopneumovirus
MZ515993	OX02_9767_D06	NA	2020-01-28	Human	United_Kingdom	A	Human_orthopneumovirus
MZ151852	RSVA/Novosibirsk/8.62Hp/2020	NA	2020-01-30	Human	Russia	A	Human_orthopneumovirus
MZ151854	RSVA/Novosibirsk/8.46Hl/2020	NA	2020-01-27	Human	Russia	A	Human_orthopneumovirus
MZ151855	RSVA/Novosibirsk/7.63Hl/2020	NA	2020-01-24	Human	Russia	A	Human_orthopneumovirus
OK649681	HRSV/A/Texas.USA/121301029/2012-XX-XX	NA	2012-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649682	HRSV/A/Texas.USA/121301033/2012-XX-XX	NA	2012-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649683	HRSV/A/Texas.USA/121301319/2014-XX-XX	NA	2014-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649684	HRSV/A/Texas.USA/121301343/2015-XX-XX	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
