strain,begin,length,end,BLAST,BLAST score,refseq,reverse complement,ORF1 type,ORF1 type support,ORF1 subtype,ORF1 subtype support,ORF2 type,ORF2 type support,ORF2 subtype,ORF2 subtype support
MG495082|HuBD2012GII.P22_GII.2,284,7139,7437,Norovirus GII,,NC_029646.1,FALSE,GII.PNA5,100,,,GII.22,100,,
MG495083|HuBD2012GII.P22_GII.2,232,7200,7452,Norovirus GII,,NC_029646.1,FALSE,GII.P25,100,,,GII.25 (GII.22),100,,
MG495084|HuUS2013GII.P24_GII.2,222,7249,7479,Norovirus GII,,NC_029646.1,FALSE,GII.P24,100,,,GII.24,100,,
MG495085|HuUS2013GII.P24_GII.2,227,7204,7439,Norovirus GII,,NC_029646.1,FALSE,GII.P24,100,,,GII.24,100,,
MG551869|HuGT2012GII.P23_GII.2,206,7307,7516,Norovirus GII,,NC_029646.1,FALSE,GII.P23,100,,,GII.23,100,,
LC228948|HuGIIJP2014GII.P16_GI,23,7500,7506,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145786|HuGII.2Akita8_2012_JP,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145787|HuGII.2Miyagi1_2012_J,5,7485,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145788|HuGII.2Niigata5_2012_,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145789|HuGII.2Fukui1_2012_JP,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145790|HuGII.2Fukui2_2012_JP,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145791|HuGII.2Saitama4_2012_,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145792|HuGII.2Saitama5_2012_,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145794|HuGII.2Hiroshimacity2,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145795|HuGII.2Hiroshimacity1,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145796|HuGII.2Ehime1_2012_JP,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145797|HuGII.2Ehime2_2012_JP,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145798|HuGII.2Aomori7_2014_J,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145799|HuGII.2Akita7_2014_JP,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145800|HuGII.2Akita8_2014_JP,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145801|HuGII.2Miyagi2_2014_J,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145802|HuGII.2Osaka4_2014_JP,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145803|HuGII.2Osaka5_2014_JP,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145804|HuGII.2Hiroshima6_201,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145805|HuGII.2Hiroshimacity5,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145806|HuGII.2Hiroshimacity6,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145807|HuGII.2Ehime4_2014_JP,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145808|HuGII.2Ehime5_2014_JP,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
LC145793|HuGII.2Osakacity5_201,5,7482,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG572182|SDJN170450|NA|2017_03,1,7518,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.1,100,,
KU306738|HuNI2005GII.PNA3_GII.,215,7233,7456,Norovirus GII,,NC_029646.1,FALSE,GII.P26,100,,,GII.26,100,,
KY225989|HuPE2013GII.P24_GII.2,220,7214,7442,Norovirus GII,,NC_029646.1,FALSE,GII.P24,100,,,GII.24,100,,
MG495077|HuPE2012GII.PNA1_GII.,215,7259,7479,Norovirus GII,,NC_029646.1,FALSE,GII.P27,100,,,GII.27,100,,
MG495078|HuPE2012GII.PNA1_GII.,221,7237,7463,Norovirus GII,,NC_029646.1,FALSE,GII.P27,100,,,GII.27,100,,
MG495079|HuPE2013GII.PNA2_GII.,224,7224,7456,Norovirus GII,,NC_029646.1,FALSE,GII.PNA1,100,,,GII.NA1,100,,
MG495080|HuPE2011GII.P23_GII.2,31,7395,7446,Norovirus GII,,NC_029646.1,FALSE,GII.P23,100,,,GII.23,100,,
MG495081|HuPE2014GII.P24_GII.2,222,7241,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P24,100,,,GII.24,100,,
KR232647|HuEC2011GII.P23_GII.2,215,7259,7479,Norovirus GII,,NC_029646.1,FALSE,GII.P23,100,,,GII.23,100,,
MG706448|HuGII.PNA4_GII.NA4PNV,1,7525,7518,Norovirus GII,,NC_029646.1,FALSE,GII.PNA2,100,,,GII.NA2,100,,
MG745985|GZ60|NA|2017_01_10|Hu,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745986|GZ72|NA|2017_01_10|Hu,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745987|GZ78|NA|2017_01_10|Hu,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745988|GZ1519|NA|2017_01_04|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745989|GZ1520|NA|2017_01_04|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745990|GZ1528|NA|2017_01_05|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745991|GZ1619|NA|2017_01_05|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745992|GZ1621|NA|2017_01_05|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745993|GZ2043|NA|2017_01_10|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745994|GZ2113|NA|2017_01_10|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745995|GZ28487|NA|2016_12_27,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745996|GZ28491|NA|2016_12_27,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745997|GZ28577|NA|2016_12_23,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745998|GZ28587|NA|2016_12_23,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG745999|GZ28626|NA|2016_12_26,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746000|GZ29003|NA|2016_12_30,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746001|JSNJ12108|NA|2016_12_,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746002|JSNJ121057|NA|2016_12,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746003|FJ16235606|NA|2016_12,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746004|FJ16235609|NA|2016_12,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746005|BJSYL53|NA|2017_02_24,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746006|BJSYL75|NA|2017_03_07,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746007|CQ006|NA|2017_01_05|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746008|CQ031|NA|2016_11_30|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746009|CQ035|NA|2016_12_21|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746010|BJHDG3|NA|2016_12_04|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746011|GX170034_1|NA|2017_01,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746012|GX170034_4|NA|2017_01,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746013|GZ24140|NA|2016_11_15,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746014|GZ24890|NA|2016_11_21,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746015|GZ27188|NA|2016_12_12,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746016|HNCD2701|NA|2016_12_2,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746017|HNCD7|NA|2016_12_12|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746018|JNCH4|NA|2017_05_20|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746019|JNCH8|NA|2017_05_20|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746020|JN_II8|NA|2017_05_20|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746021|JSWXJINYQ|NA|2017_02_,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746022|JSYZ25|NA|2017_01_11|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746023|JSYZ35|NA|2017_01_11|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746032|SZ45|NA|2017_02_13|Hu,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746033|SZ123|NA|2016_10_09|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746034|SZ127|NA|2017_02_26|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746035|SZ136|NA|2016_10_10|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746036|SZ190|NA|2016_11_25|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746037|SZ205|NA|2016_11_30|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746038|SZ325|NA|2016_12_29|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746039|HNXT01|NA|2017_04_10|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746040|BJHD1608Y123|NA|2016_,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746024|HNLD01|NA|2017_04_06|,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746025|LNDL00401|NA|2017_04_,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746026|LNLY502|NA|2017_06_13,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746027|CQ1|NA|2016_12_01|Hum,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746028|CQ5|NA|2016_12_05|Hum,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746029|SC1|NA|2016_12_16|Hum,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746030|SHDJN30|NA|2017_02_21,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746031|LNSY3|NA|2017_03_05|H,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746041|BJFT359|NA|2017_04_14,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746042|BJFT385|NA|2017_04_17,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746043|BJFT463|NA|2017_04_28,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746044|BJFT640|NA|2017_05_26,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MG746045|BJFT694|NA|2017_06_08,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MH130046|HuBD2011GI.Pg_GI.7Dha,1,7734,7643,Norovirus GI,,NC_001959.2,FALSE,GI.PNA2,100,,,GI.7,100,,
KY424344|HuGII.6BethesdaD21201,24,7509,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KY424328|HuGII.4RockvilleD1201,36,7529,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KY424329|HuGII.4RockvilleD7201,36,7529,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KY424330|HuGII.4RockvilleD1420,36,7529,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KY424331|HuGII.4RockvilleD2120,36,7529,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KY424332|HuGII.4MD104_21987US|,36,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Camberwell_1994,100,GII.4,100,Camberwell_1994,99
KY424333|HuGII.4MD104_51987US|,36,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Camberwell_1994,100,GII.4,100,Camberwell_1994,99
KY424334|HuGII.4MD104_71987US|,36,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Camberwell_1994,100,GII.4,100,Camberwell_1994,99
KY424335|HuGII.4MD104_81987US|,36,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Camberwell_1994,100,GII.4,100,Camberwell_1994,99
KY424336|HuGII.4MD104_91987US|,36,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Camberwell_1994,100,GII.4,100,Camberwell_1994,100
KY424337|HuGII.4MD143_41987US|,36,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Camberwell_1994,100,GII.4,100,Camberwell_1994,98
KY424338|HuGII.4MD143_71987US|,36,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Camberwell_1994,100,GII.4,100,Camberwell_1994,100
KY424339|HuGII.4MD04_1A1988US|,36,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Camberwell_1994,99,GII.4,100,Camberwell_1994,100
KY424340|HuGII.4MD04_7A1988US|,36,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Camberwell_1994,100,GII.4,100,Camberwell_1994,100
KY424341|HuGII.6BethesdaD12012,24,7509,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KY424342|HuGII.6BethesdaD72012,24,7509,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KY424343|HuGII.6BethesdaD14201,24,7509,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KY424345|HuGII.6HenrytonH11971,21,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P6,76,,,GII.6,100,,
KY424346|HuGII.6HenrytonH21971,21,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P6,80,,,GII.6,100,,
KY424347|HuGII.6HenrytonH31971,21,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P6,88,,,GII.6,100,,
KY424348|HuGII.6HenrytonH41971,21,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P6,84,,,GII.6,100,,
KY424349|HuGII.17GaithersburgD,33,7527,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
KY424350|HuGII.17GaithersburgD,33,7527,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
MF352142|GIIHuDE2014GII.P26_GI,23,7497,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P26,100,,,GII.26,100,,
MF352143|GIIHuDE2015GII.P26_GI,23,7497,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P26,100,,,GII.26,100,,
MF352144|GIIHuDE2017GII.P26_GI,23,7497,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P26,100,,,GII.26,100,,
MG572719|GIIHuDE2015GII.P26_GI,23,7497,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P26,100,,,GII.26,100,,
MG572730|GIIHuDE2015GII.P26_GI,23,7497,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P26,100,,,GII.26,100,,
MG572731|GIIHuDE2015GII.P26_GI,23,7497,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P26,100,,,GII.26,100,,
MG572732|GIIHuDE2017GII.P26_GI,23,7497,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P26,100,,,GII.26,100,,
MH218699|NORO_39_26_08_2014|NA,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218700|NORO_40_1_01_09_2014|,1,7571,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218701|NORO_42_01_09_2014|NA,1,7546,7502,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218702|NORO_43_02_07_2014|NA,1,7517,7475,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218703|NORO_45_31_07_2014|NA,1,7552,7508,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218704|NORO_46_24_08_2014|NA,1,7569,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218705|NORO_47_29_07_2014|NA,1,7563,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218706|NORO_48_1_01_07_2014|,1,7568,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218707|NORO_49_15_10_2014|NA,1,7517,7475,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218708|NORO_50_30_07_2014|NA,1,7568,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218709|NORO_52_1_16_07_2014|,1,7517,7475,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218710|NORO_53_19_07_2014|NA,1,7517,7475,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218711|NORO_54_1_08_09_2014|,1,7551,7497,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218712|NORO_55_15_02_2014|NA,1,7555,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218713|NORO_58_25_07_2014|NA,1,7517,7475,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,99,GII.4,100,Sydney_2012,100
MH218714|NORO_58_1_13_10_2015|,1,7513,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,99,GII.4,100,Sydney_2012,100
MH218715|NORO_59_08_07_2014|NA,1,7566,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218716|NORO_60_28_09_2014|NA,1,7536,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218717|NORO_63_4_07_10_2015|,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218718|NORO_68_6_28_08_2014|,1,7546,7501,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218719|NORO_68_7_18_03_2015|,1,7550,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218720|NORO_79_05_07_2014|NA,1,7710,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P2,100,,,GI.2,100,,
MH218721|NORO_80_24_09_2014|NA,1,7704,7618,Norovirus GI,,NC_001959.2,FALSE,GI.P13 (GI.Pd),100,,,GI.3,91,,
MH218722|NORO_81_10_10_2014|NA,1,7745,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P3,100,,,GI.3,100,,
MH218723|NORO_82_21_10_2014|NA,1,7778,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P13 (GI.Pd),100,,,GI.3,90,,
MH218724|NORO_83_31_10_2014|NA,1,7745,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P3,100,,,GI.3,100,,
MH218725|NORO_84_04_11_2014|NA,1,7745,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P3,97,,,GI.3,100,,
MH218726|NORO_85_14_11_2014|NA,1,7745,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P3,99,,,GI.3,100,,
MH218727|NORO_87_18_02_2015|NA,1,7745,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P3,99,,,GI.3,100,,
MH218728|NORO_89_01_04_2015|NA,1,7732,7652,Norovirus GI,,NC_001959.2,FALSE,GI.P3,100,,,GI.3,100,,
MH218729|NORO_90_22_06_2015|NA,1,7745,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P3,97,,,GI.3,100,,
MH218730|NORO_91_26_02_2015|NA,1,7737,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P14 (GI.Pf),100,,,GI.3,100,,
MH218731|NORO_92_31_01_2015|NA,1,7498,7499,Norovirus GII,,NC_029646.1,FALSE,GII.P33 (GII.Pg),100,,,GII.1,100,,
MH218732|NORO_93_03_12_2014|NA,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218733|NORO_94_23_10_2014|NA,1,7550,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.2,100,,
MH218734|NORO_95_25_01_2015|NA,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
MH218735|NORO_96_09_03_2015|NA,1,7537,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
MH218736|NORO_97_02_05_2015|NA,1,7537,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
MH218737|NORO_98_16_06_2015|NA,1,7537,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
MH218738|NORO_99_09_06_2014|NA,1,7563,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH188080|UNKNOWN_MH188080|NA|2,413,7044,7414,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218583|NORO_113_04_09_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
LC258403|HuGIIJP2017GII.P17_GI,26,7420,7421,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
MH218570|NORO_100_30_06_2014|N,1,7563,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218571|NORO_101_30_06_2014|N,1,7555,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218572|NORO_102_02_07_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218573|NORO_103_1_07_07_2014,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218574|NORO_104_07_07_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218575|NORO_105_05_07_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218576|NORO_106_10_07_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218577|NORO_107_11_07_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218578|NORO_108_17_07_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218579|NORO_109_18_07_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218580|NORO_110_06_08_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218581|NORO_111_05_08_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
