strain,begin,length,end,BLAST,BLAST score,refseq,reverse complement,ORF1 type,ORF1 type support,ORF1 subtype,ORF1 subtype support,ORF2 type,ORF2 type support,ORF2 subtype,ORF2 subtype support
JN400600|UNKNOWN_JN400600|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KJ194500|NV_Amsterdam_1_1995|N,11,7527,7506,Norovirus GII,,NC_029646.1,FALSE,GII.P3,100,,,GII.3,100,,
JN400620|UNKNOWN_JN400620|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409303|HuGII204782010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KF306213|HuGII.3Jingzhou201340,1,7578,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P12,99,,,GII.3,100,,
KC409301|HuGII204692010VNM|NA|,1,7535,7491,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409257|HuGII201592009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JX989073|HuGII.4GZ2010_L26Guan,3,7557,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400624|UNKNOWN_JN400624|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC175381|HuNorwalk102962010VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175373|HuNorwalk102222009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175375|HuNorwalk102352009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
FJ537134|HuGII.4CHDC51911974US,1,7580,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P39 (GII.P1),100,,,GII.4,100,Could not assign,
KC175395|HuNorwalk200442009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409241|HuGII104052010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409293|HuGII203652010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC597144|HuGII.3HK461977CHN|NA,477,7008,7445,Norovirus GII,,NC_029646.1,FALSE,GII.P41 (GII.Pg),100,,,GII.3,100,,
JN400621|UNKNOWN_JN400621|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409312|HuGII302012009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC597141|HuGII.3NIHIC8.32011US,1,6485,6427,Norovirus GII,,NC_029646.1,FALSE,GII.P29 (GII.Pa),99,,,GII.3,100,,
KC597145|HuGII.12NIHIC62010USA,1,5524,5548,Norovirus GII,,NC_029646.1,FALSE,GII.P33 (GII.Pg),100,,,GII.12,94,,
KC409283|HuGII202332009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409287|HuGII202712009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JQ613571|HuGII.4MirandaNSW817L,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409311|HuGII301992009VNM|NA|,5,7512,7474,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Apeldoorn_2007,100,GII.4,100,Apeldoorn_2007,100
KC409292|HuGII203572009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JQ613569|HuGII.g_GII.12Gunneda,1,7523,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P33 (GII.Pg),100,,,GII.12,100,,
KC175382|HuNorwalk103132010VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC409280|HuGII202172009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175386|HuNorwalk103782010VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JN400604|UNKNOWN_JN400604|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC597140|HuGII.3NIHIC8.12011US,62,7376,7410,Norovirus GII,,NC_029646.1,FALSE,Could not assign,,,,GII.3,100,,
KC175407|HuNorwalk201352009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,92,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409275|HuGII202022009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175349|HuNorwalk100792009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,92,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409269|HuGII201872009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KJ194504|NV_Amsterdam_1994|NA|,1,7535,7504,Norovirus GII,,NC_029646.1,FALSE,GII.P3,100,,,GII.3,100,,
GQ845024|HuGII.4NSW287R2007AUS,1,7562,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JQ911595|HuGII100022009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175376|HuNorwalk102362009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175363|HuNorwalk101732009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JX126913|HuGII.4Ohio7G2012USA|,1,7559,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Farmington_Hills_2002,100,GII.4,100,Farmington_Hills_2002,100
FJ514242|HuGII_4CUK_32008KR|NA,1,7559,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409238|HuGII101012009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409296|HuGII204132010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175346|HuNorwalk100742009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,99,GII.4,100,Den_Haag_2006b,100
JQ622197|HuGII_4CBNU2KR2007|NA,1,7583,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175323|HuGII.4Hong_KongCUHK3,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KC409298|HuGII204482010VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409258|HuGII201612009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400614|UNKNOWN_JN400614|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
HQ009513|HuGII.4JB_15KOR2008|N,1,7558,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Apeldoorn_2007,100,GII.4,100,Apeldoorn_2007,100
KC409302|HuGII204772010VNM|NA|,1,7533,7489,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC175357|HuNorwalk101482009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409259|HuGII201622009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400623|UNKNOWN_JN400623|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
JX459906|HuGII.4MirandaNSW850K,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175367|HuNorwalk101822009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409278|HuGII202082009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175388|HuNorwalk200082009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JQ613570|HuGII.4RockdaleNSW006,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,98,GII.4,100,New_Orleans_2009,100
KC175404|HuNorwalk201222009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175362|HuNorwalk101692009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175399|HuNorwalk200692009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
FJ537137|HuGII.4CHDC41081987US,1,7580,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,77,Bristol_1993,94,GII.4,100,Bristol_1993,89
KC409318|HuGII302662009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC409254|HuGII201532009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JQ911597|HuGII100122009VNM|NA|,4,7510,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175394|HuNorwalk200352009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JN400606|UNKNOWN_JN400606|NA|2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175389|HuNorwalk200102009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,99,GII.4,100,Den_Haag_2006b,100
KC409307|HuGII300452009VNM|NA|,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175396|HuNorwalk200472009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC175401|HuNorwalk200932009VNM,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AY502023|HuNoVFarmington_Hills,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Farmington_Hills_2002,100,GII.4,100,Farmington_Hills_2002,100
EU310927|HuHoustonTCH1862002US,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Lanzou_2002,100,GII.4,100,Lanzou_2002,100
AB083781|YURI_32073|NA|NA|Huma,1,7535,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,US95_96,100,GII.4,100,US95_96,99
DQ658413|HuGII.4MD_20042004US|,1,7558,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Farmington_Hills_2002,99,GII.4,100,Farmington_Hills_2002,100
AY502020|HuNoVCS_G12002USA|NA|,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Farmington_Hills_2002,99,GII.4,100,Farmington_Hills_2002,100
AB045603|UNKNOWN_AB045603|NA|N,1,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P12,100,,,GII.12,100,,
KJ649705|GIIHuHKG2013GII.4CUHK,1,7564,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KJ196276|SaitamaT80|NA|2002|Hu,1,7491,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P12,100,,,GII.13,100,,
KJ196278|SendaiYG99|NA|2007|Hu,1,7529,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.14,100,,
KJ196295|MusashimurayamaTAKAsa,1,7543,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.7,100,,
KJ196299|SaitamaT18|NA|2001|Hu,1,7517,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P12,100,,,GII.12,100,,
KJ196287|ShimadaASC96|NA|2010|,1,7568,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KJ196297|FukuokaKK282|NA|2007|,1,7529,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.14,100,,
KJ196292|ShimizuKK2866|NA|2007,1,7745,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P3,100,,,GI.3,100,,
KJ196284|KawasakiYO284|NA|2007,1,7491,7501,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.21,100,,
KJ196288|SaitamaT52|NA|2002|Hu,1,7512,7509,Norovirus GII,,NC_029646.1,FALSE,GII.P5,100,,,GII.5,100,,
KJ196293|Fukuyama1|NA|2012|Hum,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KJ196281|Fukuyama5|NA|2012|Hum,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KJ196282|SaitamaT15|NA|2001|Hu,1,7517,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P12,100,,,GII.12,100,,
KJ196286|SaitamaT87|NA|2002|Hu,1,7535,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.17,100,,
KJ196291|YuzawaGira2HS|NA|2011,1,7543,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P28,100,,,GVIII.1 (GII.23),100,,
KJ196280|Fukuyama2|NA|2012|Hum,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KJ196289|Taipei109|NA|2012|Hum,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KJ196279|Fukuyama3|NA|2012|Hum,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KJ196285|Taipei108|NA|2012|Hum,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KJ196294|SaitamaKU16|NA|2000|H,1,7521,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P12,100,,,GII.12,100,,
KJ196296|Taipei105|NA|2012|Hum,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KJ196277|SaitamaT49|NA|2001|Hu,1,7554,7509,Norovirus GII,,NC_029646.1,FALSE,GII.P40 (GII.P22),100,,,GII.5,100,,
KM198503|HuGIIC20332010VNM|NA|,17,7366,7376,Norovirus GII,,NC_029646.1,FALSE,GII.P33 (GII.Pg),100,,,GII.12,100,,
KM198497|HuGII102362009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198587|HuGII201532009VNM|NA|,5,7414,7376,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198523|HuGII102042009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198508|HuGII200662009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198551|HuGII201082009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,91,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198505|HuGII204602010VNM|NA|,5,7425,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198517|HuGII303992010VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198498|HuGII200882009VNM|NA|,5,7440,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KM198586|HuGII304002010VNM|NA|,5,7422,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198548|HuGII201072009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198511|HuGIIC2H_242011VNM|NA,5,7425,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198502|HuGII101362009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,91,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198558|HuGII302572009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198522|HuGII201502009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198559|HuGII101292009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198566|HuGII200932009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198487|HuGII101102009VNM|NA|,23,7425,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198486|HuGIIC2H_182011VNM|NA,29,7419,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198535|HuGII200922009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198546|HuGII200672009VNM|NA|,5,7414,7376,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198516|HuGII102852010VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KM198553|HuGII303812010VNM|NA|,5,7425,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198570|HuGII201462009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198588|HuGII100372009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198504|HuGII201512009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,99,GII.4,100,Den_Haag_2006b,100
KM198495|HuGII101932009VNM|NA|,18,7430,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198582|HuGII301922010VNM|NA|,10,7438,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198581|HuGII100032009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198485|HuGII101482009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198540|HuGII201452009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198534|HuGII304432010VNM|NA|,5,7440,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KM198493|HuGII304682010VNM|NA|,17,7413,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198510|HuGII100122009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198567|HuGII102552009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198496|HuGII204192010VNM|NA|,5,7425,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198507|HuGIIC20072010VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KM198571|HuGII201232009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198560|HuGIIC2H_502011VNM|NA,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198484|HuGII302122009VNM|NA|,5,7425,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198576|HuGIIC2H_432011VNM|NA,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198550|HuGII100782009VNM|NA|,5,7434,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198494|HuGII102472009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198580|HuGII102232009VNM|NA|,25,7423,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198577|HuGII101452009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198541|HuGII201882009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198519|HuGII300822009VNM|NA|,5,7440,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KM198513|HuGII204942010VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,91,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198520|HuGII101582009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC576910|HuGII.6S9c1976SEN|NA|,22,7441,7439,Norovirus GII,,NC_029646.1,FALSE,GII.P7,84,,,GII.6,100,,
KM198591|HuGII201222009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198529|HuGIIC2H_272011VNM|NA,17,7413,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198491|HuGII303512009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KM198527|HuGII100742009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198482|HuGII101142009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198483|HuGII103132010VNM|NA|,5,7414,7376,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KM198518|HuGII101822009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
