strain	strain_name	segment	date	host	country	subtype	virus
MK749868	RSVB/Homo_sapiens/NIC/IIIn_16_0049_01NT/2016	NA	2016-09-01	Human	Nicaragua	B	Human_orthopneumovirus
MK749869	RSVB/Homo_sapiens/NIC/IIIn_16_0192_01NT/2016	NA	2016-10-05	Human	Nicaragua	B	Human_orthopneumovirus
MK749870	RSVB/Homo_sapiens/NIC/IIIn_15_0361_01NT/2015	NA	2015-12-22	Human	Nicaragua	B	Human_orthopneumovirus
MK749871	RSVB/Homo_sapiens/NIC/IIIn_15_0261_01NT/2015	NA	2015-11-16	Human	Nicaragua	B	Human_orthopneumovirus
MK749872	RSVB/Homo_sapiens/NIC/IIIn_15_0416_01NT/2016	NA	2016-01-18	Human	Nicaragua	B	Human_orthopneumovirus
MK749873	RSVB/Homo_sapiens/NIC/IIIn_15_0281_01NT/2015	NA	2015-11-20	Human	Nicaragua	B	Human_orthopneumovirus
MK749874	RSVB/Homo_sapiens/NIC/IIIn_15_0347_01NT/2015	NA	2015-12-11	Human	Nicaragua	B	Human_orthopneumovirus
MK749875	RSVB/Homo_sapiens/NIC/IIIn_16_0226_01NT/2016	NA	2016-10-05	Human	Nicaragua	B	Human_orthopneumovirus
MK749876	RSVB/Homo_sapiens/NIC/IIIn_15_0155_01NT/2015	NA	2015-09-25	Human	Nicaragua	B	Human_orthopneumovirus
MK749877	RSVB/Homo_sapiens/NIC/IIIn_15_0233_01NT/2015	NA	2015-11-05	Human	Nicaragua	B	Human_orthopneumovirus
MK749878	RSVB/Homo_sapiens/NIC/IIIn_15_0326_01NT/2015	NA	2015-12-04	Human	Nicaragua	B	Human_orthopneumovirus
MK749879	RSVB/Homo_sapiens/NIC/IIIn_15_0220_01NT/2015	NA	2015-10-29	Human	Nicaragua	B	Human_orthopneumovirus
MK749880	RSVB/Homo_sapiens/NIC/IIIn_15_0181_01NT/2015	NA	2015-10-14	Human	Nicaragua	B	Human_orthopneumovirus
MK749881	RSVB/Homo_sapiens/NIC/IIIn_15_0353_01NT/2015	NA	2015-12-17	Human	Nicaragua	B	Human_orthopneumovirus
MK749882	RSVB/Homo_sapiens/NIC/IIIn_16_0060_01NT/2016	NA	2016-08-31	Human	Nicaragua	B	Human_orthopneumovirus
MK749883	RSVB/Homo_sapiens/NIC/IIIn_15_0344_01NT/2015	NA	2015-12-11	Human	Nicaragua	B	Human_orthopneumovirus
MK749885	RSVB/Homo_sapiens/NIC/IIIn_16_0118_01NT/2016	NA	2016-08-25	Human	Nicaragua	B	Human_orthopneumovirus
MK749887	RSVB/Homo_sapiens/NIC/8700_04/2015	NA	2015-12-26	Human	Nicaragua	B	Human_orthopneumovirus
MK749888	RSVB/Homo_sapiens/NIC/IIIn_15_0335_01NT/2015	NA	2015-12-09	Human	Nicaragua	B	Human_orthopneumovirus
MK749889	RSVB/Homo_sapiens/NIC/IIIn_15_0247_01NT/2015	NA	2015-11-11	Human	Nicaragua	B	Human_orthopneumovirus
MK749891	RSVB/Homo_sapiens/NIC/IIIn_15_0187_01NT/2015	NA	2015-10-19	Human	Nicaragua	B	Human_orthopneumovirus
MK749892	RSVB/Homo_sapiens/NIC/IIIn_15_0267_01NT/2015	NA	2015-11-12	Human	Nicaragua	B	Human_orthopneumovirus
MK749894	RSVB/Homo_sapiens/NIC/IIIn_16_0104_01NT/2016	NA	2016-08-25	Human	Nicaragua	B	Human_orthopneumovirus
MK749896	RSVB/Homo_sapiens/NIC/IIIn_15_0253_01NT/2015	NA	2015-11-13	Human	Nicaragua	B	Human_orthopneumovirus
MK749897	RSVB/Homo_sapiens/NIC/IIIn_15_0441_01NT/2016	NA	2016-01-13	Human	Nicaragua	B	Human_orthopneumovirus
MK749898	RSVB/Homo_sapiens/NIC/IIIn_15_0578_01NT/2015	NA	2015-12-23	Human	Nicaragua	B	Human_orthopneumovirus
MK749899	RSVB/Homo_sapiens/NIC/IIIn_15_0442_01NT/2016	NA	2016-01-12	Human	Nicaragua	B	Human_orthopneumovirus
MK749900	RSVB/Homo_sapiens/NIC/7309_04/2013	NA	2013-11-10	Human	Nicaragua	B	Human_orthopneumovirus
MK749901	RSVB/Homo_sapiens/NIC/IIIn_16_0158_01NT/2016	NA	2016-09-21	Human	Nicaragua	B	Human_orthopneumovirus
MK749902	RSVB/Homo_sapiens/NIC/IIIn_15_0263_01NT/2015	NA	2015-11-13	Human	Nicaragua	B	Human_orthopneumovirus
MK749903	RSVB/Homo_sapiens/NIC/IIIn_15_0349_01NT/2015	NA	2015-12-15	Human	Nicaragua	B	Human_orthopneumovirus
LC474539	RSV/B/Sendai/994/15	NA	2015-XX-XX	Human	Japan	B	Human_orthopneumovirus
MG839545	HRSV/B/BuenosAires/ARG/014/2016	NA	2016-05-03	Human	Argentina	B	Human_orthopneumovirus
MG839547	HRSV/B/BuenosAires/ARG/016/2016	NA	2016-07-12	Human	Argentina	B	Human_orthopneumovirus
LC384997	TB5_CA_14_0368_1	NA	2014-07-30	Human	Philippines	B	Human_orthopneumovirus
LC384998	TB5_CA_15_0741_1	NA	2015-10-19	Human	Philippines	B	Human_orthopneumovirus
LC384999	TB5_CA_14_0377_2	NA	2014-07-31	Human	Philippines	B	Human_orthopneumovirus
LC385000	TB5_CA_15_0711_2	NA	2015-10-12	Human	Philippines	B	Human_orthopneumovirus
LC385001	TB8_KW_14_0284_3	NA	2014-08-06	Human	Philippines	B	Human_orthopneumovirus
LC385002	TB9_KW_15_0377_3	NA	2015-10-13	Human	Philippines	B	Human_orthopneumovirus
LC385003	TB5_CA_15_0849_5	NA	2015-11-16	Human	Philippines	B	Human_orthopneumovirus
LC385005	TB5_CA_14_0525_6	NA	2014-09-08	Human	Philippines	B	Human_orthopneumovirus
LC385006	TB5_CA_16_0946_6	NA	2016-12-19	Human	Philippines	B	Human_orthopneumovirus
LC385007	TB6_CA_15_0412_7	NA	2015-10-16	Human	Philippines	B	Human_orthopneumovirus
LC385008	TB5_CA_16_0893_7	NA	2016-12-05	Human	Philippines	B	Human_orthopneumovirus
LC474522	RSV/B/Sendai/61/10	NA	2010-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474523	RSV/B/Sendai/240/10	NA	2010-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474524	RSV/B/Sendai/1660/10	NA	2010-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474526	RSV/B/Sendai/1010/11	NA	2011-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474527	RSV/B/Sendai/1401/11	NA	2011-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474528	RSV/B/Sendai/1511/11	NA	2011-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474529	RSV/B/Sendai/1571/11	NA	2011-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474530	RSV/B/Sendai/1591/11	NA	2011-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474531	RSV/B/Sendai/631/13	NA	2013-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474532	RSV/B/Sendai/851/13	NA	2013-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474533	RSV/B/Sendai/1080/13	NA	2013-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474534	RSV/B/Sendai/1391/13	NA	2013-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474535	RSV/B/Sendai/411/14	NA	2014-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474536	RSV/B/Sendai/125/15	NA	2015-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474537	RSV/B/Sendai/906/15	NA	2015-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474538	RSV/B/Sendai/913/15	NA	2015-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474540	RSV/B/Sendai/1201/15	NA	2015-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474541	RSV/B/Sendai/1237/15	NA	2015-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474543	RSV/B/Sendai/1004/16	NA	2016-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474544	RSV/B/Sendai/1008/16	NA	2016-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474545	RSV/B/Sendai/1060/16	NA	2016-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474546	RSV/B/Sendai/1077/16	NA	2016-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474547	RSV/B/Sendai/1117/16	NA	2016-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474549	RSV/B/Sendai/1158/16	NA	2016-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474550	RSV/B/Sendai/1171/16	NA	2016-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474551	RSV/B/Sendai/1191/16	NA	2016-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474552	RSV/B/Sendai/442/17	NA	2017-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474553	RSV/B/Sendai/662/17	NA	2017-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474555	RSV/B/Sendai/1007/17	NA	2017-XX-XX	Human	Japan	B	Human_orthopneumovirus
LC474559	RSV/B/NIID/2472/14	NA	2014-04-12	Human	USA	B	Human_orthopneumovirus
LC474560	RSV/B/NIID/2474/14	NA	2014-04-13	Human	USA	B	Human_orthopneumovirus
MF185751	NH1161	NA	2002-XX-XX	Human	USA	B	Human_orthopneumovirus
MF185752	NH1182	NA	2002-XX-XX	Human	USA	B	Human_orthopneumovirus
MF185753	TX11_56	NA	2011-XX-XX	Human	USA	B	Human_orthopneumovirus
MF185754	NH1001	NA	2002-XX-XX	Human	USA	B	Human_orthopneumovirus
MK109764	RSVB/Homo_sapiens/JOR/C2749/2013	NA	2013-03-11	Human	Jordan	B	Human_orthopneumovirus
MK109765	RSVB/Homo_sapiens/JOR/A0107/2011	NA	2011-01-30	Human	Jordan	B	Human_orthopneumovirus
MK109766	RSVB/Homo_sapiens/JOR/A0777/2013	NA	2013-03-25	Human	Jordan	B	Human_orthopneumovirus
MK109767	RSVB/Homo_sapiens/JOR/D3762/2013	NA	2013-03-18	Human	Jordan	B	Human_orthopneumovirus
MK109768	RSVB/Homo_sapiens/JOR/C2692/2013	NA	2013-01-29	Human	Jordan	B	Human_orthopneumovirus
MK109769	RSVB/Homo_sapiens/JOR/C2237/2011	NA	2011-05-02	Human	Jordan	B	Human_orthopneumovirus
MK109770	RSVB/Homo_sapiens/JOR/A0024/2010	NA	2010-04-29	Human	Jordan	B	Human_orthopneumovirus
MK109771	RSVB/Homo_sapiens/JOR/B1830/2013	NA	2013-03-10	Human	Jordan	B	Human_orthopneumovirus
MK109778	RSVB/Homo_sapiens/JOR/A0650/2012	NA	2012-12-20	Human	Jordan	B	Human_orthopneumovirus
MK109779	RSVB/Homo_sapiens/JOR/D3002/2010	NA	2010-03-21	Human	Jordan	B	Human_orthopneumovirus
MK109780	RSVB/Homo_sapiens/JOR/A0733/2013	NA	2013-02-24	Human	Jordan	B	Human_orthopneumovirus
MK109781	RSVB/Homo_sapiens/JOR/D3136/2011	NA	2011-02-27	Human	Jordan	B	Human_orthopneumovirus
MK109782	RSVB/Homo_sapiens/JOR/C2673/2013	NA	2013-01-15	Human	Jordan	B	Human_orthopneumovirus
MK109783	RSVB/Homo_sapiens/JOR/B1748/2013	NA	2013-01-14	Human	Jordan	B	Human_orthopneumovirus
MK109784	RSVB/Homo_sapiens/JOR/A0689/2013	NA	2013-01-17	Human	Jordan	B	Human_orthopneumovirus
MK109788	RSVB/Homo_sapiens/JOR/A0729/2013	NA	2013-02-18	Human	Jordan	B	Human_orthopneumovirus
MK109789	RSVB/Homo_sapiens/JOR/C2195/2011	NA	2011-03-10	Human	Jordan	B	Human_orthopneumovirus
MK749905	RSVB/Homo_sapiens/NIC/IIIn_15_0196_01NT/2015	NA	2015-10-26	Human	Nicaragua	B	Human_orthopneumovirus
MK749906	RSVB/Homo_sapiens/NIC/IIIn_15_0243_01NT/2015	NA	2015-11-18	Human	Nicaragua	B	Human_orthopneumovirus
MK749907	RSVB/Homo_sapiens/NIC/IIIn_15_0289_01NT/2015	NA	2015-11-24	Human	Nicaragua	B	Human_orthopneumovirus
MK749908	RSVB/Homo_sapiens/NIC/IIIn_16_0102_01NT/2016	NA	2016-08-24	Human	Nicaragua	B	Human_orthopneumovirus
MK749910	RSVB/Homo_sapiens/NIC/IIIn_16_0079_01NT/2016	NA	2016-07-11	Human	Nicaragua	B	Human_orthopneumovirus
MK749914	RSVB/Homo_sapiens/NIC/IIIn_15_0224_01NT/2015	NA	2015-10-29	Human	Nicaragua	B	Human_orthopneumovirus
MK749915	RSVB/Homo_sapiens/NIC/IIIn_15_0445_01NT/2016	NA	2016-01-07	Human	Nicaragua	B	Human_orthopneumovirus
MK749916	RSVB/Homo_sapiens/NIC/IIIn_16_0137_01NT/2016	NA	2016-08-29	Human	Nicaragua	B	Human_orthopneumovirus
MK109786	RSVB/Homo_sapiens/JOR/C2642/2012	NA	2012-12-12	Human	Jordan	B	Human_orthopneumovirus
LC495297	take2	NA	2018-08-29	Human	Japan	B	Human_orthopneumovirus
MG813994	B_TX_80171_2010_WGS	NA	2010-12-XX	Human	USA	B	Human_orthopneumovirus
MG813995	B_WaDC_18537_1962-XX-XX_WGS	NA	1962-XX-XX	Human	USA	B	Human_orthopneumovirus
MN163124	HRSV/43/ZJ/CHN/2018	NA	2017-03-XX	Human	China	B	Human_orthopneumovirus
MN163125	HRSV/01/ZJ/CHN/2017	NA	2017-03-XX	Human	China	B	Human_orthopneumovirus
MN163126	HRSV/04/ZJ/CHN/2017	NA	2017-03-XX	Human	China	B	Human_orthopneumovirus
MT040081	RSVB/USA/UAMS_DID_006/2016	NA	2016-01-30	Human	USA	B	Human_orthopneumovirus
MT040084	RSVB/USA/UAMS_DID_014/2016	NA	2016-01-20	Human	USA	B	Human_orthopneumovirus
MT040085	RSVB/USA/UAMS_DID_025/2016	NA	2016-01-21	Human	USA	B	Human_orthopneumovirus
MT040086	RSVB/USA/ACRI_041/2016	NA	2016-02-29	Human	USA	B	Human_orthopneumovirus
MT040087	RSVB/USA/ACRI_042/2016	NA	2016-02-29	Human	USA	B	Human_orthopneumovirus
MT040088	RSVB/USA/ACRI_043/2016	NA	2016-02-29	Human	USA	B	Human_orthopneumovirus
MT040089	RSVB/USA/ACRI_128/2016	NA	2016-06-27	Human	USA	B	Human_orthopneumovirus
MT107528	HRSV/B/Bern/2019-XX-XX	NA	2019-XX-XX	Human	Switzerland	B	Human_orthopneumovirus
MT373703	RSVB/Novosibirsk/242/2019	NA	2019-03-14	Human	Russia	B	Human_orthopneumovirus
MT373704	RSVB/Novosibirsk/293/2019	NA	2019-04-03	Human	Russia	B	Human_orthopneumovirus
MT373705	RSVB/Novosibirsk/5019/2019	NA	2019-01-20	Human	Russia	B	Human_orthopneumovirus
MW020595	hRSV/B/Australia.Vic/VIDRL003/2018	NA	2018-04-29	Human	Australia	B	Human_orthopneumovirus
MW582529	9671	NA	2015-01-12	Human	Germany	B	Human_orthopneumovirus
MW160744	B/WA/PW3543798D/2016	NA	2016-03-05	Human	Australia	B	Human_orthopneumovirus
MW160745	B/WA/PW3557347X/2016	NA	2016-07-26	Human	Australia	B	Human_orthopneumovirus
MW160748	B/WA/PW7259741Y/2016	NA	2016-05-20	Human	Australia	B	Human_orthopneumovirus
MW160750	B/WA/PW9238895B/2016	NA	2016-01-08	Human	Australia	B	Human_orthopneumovirus
MW160751	B/WA/PW3355272F/2016	NA	2016-05-05	Human	Australia	B	Human_orthopneumovirus
MW160752	B/WA/PW3370594R/2016	NA	2016-07-15	Human	Australia	B	Human_orthopneumovirus
MW160755	B/WA/PW7260036G/2016	NA	2016-05-19	Human	Australia	B	Human_orthopneumovirus
MW160757	B/WA/PW2019131R/2016	NA	2016-10-02	Human	Australia	B	Human_orthopneumovirus
MW160760	B/WA/PW3658371J/2016	NA	2016-09-04	Human	Australia	B	Human_orthopneumovirus
MW160763	B/WA/PW7204949Y/2017	NA	2017-01-14	Human	Australia	B	Human_orthopneumovirus
MW160765	B/WA/PW7235509D/2017	NA	2017-03-25	Human	Australia	B	Human_orthopneumovirus
MW160770	B/WA/PW6353220F/2017	NA	2017-01-27	Human	Australia	B	Human_orthopneumovirus
MW160775	B/WA/PW9109931Q/2017	NA	2017-03-04	Human	Australia	B	Human_orthopneumovirus
MW160777	B/WA/PW2554154M/2017	NA	2017-01-21	Human	Australia	B	Human_orthopneumovirus
MW160780	B/WA/PW7221374C/2017	NA	2017-02-21	Human	Australia	B	Human_orthopneumovirus
MW160781	B/WA/PW7224271D/2017	NA	2017-02-27	Human	Australia	B	Human_orthopneumovirus
MW160784	B/WA/PW7265596Y/2017	NA	2017-05-27	Human	Australia	B	Human_orthopneumovirus
MW160786	B/WA/PW9161683K/2017	NA	2017-05-16	Human	Australia	B	Human_orthopneumovirus
MW160788	B/WA/PW2600107S/2016	NA	2016-05-09	Human	Australia	B	Human_orthopneumovirus
MW160789	B/WA/PW3544838G/2016	NA	2016-09-05	Human	Australia	B	Human_orthopneumovirus
MW160790	B/WA/PW3555072N/2016	NA	2016-11-07	Human	Australia	B	Human_orthopneumovirus
MW160791	B/WA/PW3560571K/2016	NA	2016-08-15	Human	Australia	B	Human_orthopneumovirus
MW160792	B/WA/PW7348101Z/2016	NA	2016-12-23	Human	Australia	B	Human_orthopneumovirus
MW160793	B/WA/PW7409249P/2016	NA	2016-12-21	Human	Australia	B	Human_orthopneumovirus
MW160794	B/WA/PW7817624N/2016	NA	2016-12-16	Human	Australia	B	Human_orthopneumovirus
MW160796	B/WA/PW2043901J/2016	NA	2016-10-14	Human	Australia	B	Human_orthopneumovirus
MW160798	B/WA/PW3559149Y/2016	NA	2016-05-08	Human	Australia	B	Human_orthopneumovirus
MW160800	B/WA/PW4347673P/2016	NA	2016-12-16	Human	Australia	B	Human_orthopneumovirus
MW160802	B/WA/PW7406241D/2016	NA	2016-11-13	Human	Australia	B	Human_orthopneumovirus
MW160804	B/WA/PW2553843L/2016	NA	2016-01-08	Human	Australia	B	Human_orthopneumovirus
MW160805	B/WA/PW2600305F/2016	NA	2016-10-17	Human	Australia	B	Human_orthopneumovirus
MW160806	B/WA/PW7406109Y/2016	NA	2016-10-11	Human	Australia	B	Human_orthopneumovirus
MW160808	B/NSW/WM0874626/2017	NA	2017-03-28	Human	Australia	B	Human_orthopneumovirus
MW160810	B/NSW/WM1004048/2017	NA	2017-10-04	Human	Australia	B	Human_orthopneumovirus
MW160811	B/NSW/WM1212307/2017	NA	2017-01-05	Human	Australia	B	Human_orthopneumovirus
MW160812	B/NSW/WM0902630/2017	NA	2017-03-31	Human	Australia	B	Human_orthopneumovirus
MW160813	B/NSW/WM1212921/2017	NA	2017-01-05	Human	Australia	B	Human_orthopneumovirus
MW160815	B/NSW/WM1251251/2017	NA	2017-06-05	Human	Australia	B	Human_orthopneumovirus
MW160816	B/NSW/WM0880182/2017	NA	2017-03-29	Human	Australia	B	Human_orthopneumovirus
MW160817	B/NSW/WM0922157/2017	NA	2017-02-04	Human	Australia	B	Human_orthopneumovirus
MW160818	B/NSW/WM0973949/2017	NA	2017-07-04	Human	Australia	B	Human_orthopneumovirus
MW160821	B/NSW/WM1212262/2017	NA	2017-01-05	Human	Australia	B	Human_orthopneumovirus
MW160823	B/NSW/WM1180577/2017	NA	2017-04-28	Human	Australia	B	Human_orthopneumovirus
MW160826	B/NSW/WM0961858/2017	NA	2017-06-04	Human	Australia	B	Human_orthopneumovirus
MW160829	B/NSW/WM0902635/2017	NA	2017-03-31	Human	Australia	B	Human_orthopneumovirus
MW160831	B/NSW/WM1192316/2017	NA	2017-04-29	Human	Australia	B	Human_orthopneumovirus
MW160832	B/NSW/WM0920402/2017	NA	2017-02-04	Human	Australia	B	Human_orthopneumovirus
MW160833	B/NSW/WM0991565/2017	NA	2017-09-04	Human	Australia	B	Human_orthopneumovirus
MW160834	B/NSW/WM0964826/2017	NA	2017-06-04	Human	Australia	B	Human_orthopneumovirus
MW160835	B/NSW/WM1202538/2017	NA	2017-04-30	Human	Australia	B	Human_orthopneumovirus
MW160836	B/NSW/WM1220412/2017	NA	2017-02-05	Human	Australia	B	Human_orthopneumovirus
MW160837	B/NSW/WM1224230/2017	NA	2017-02-05	Human	Australia	B	Human_orthopneumovirus
MW160838	B/NSW/WM0943035/2017	NA	2017-04-04	Human	Australia	B	Human_orthopneumovirus
MZ515553	OX01A_8711_V02	NA	2019-10-31	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515554	UU02_0022_V01	NA	2017-12-20	Human	Netherlands	B	Human_orthopneumovirus
MZ515557	OX02_8739_V01	NA	2018-11-27	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515558	UU01A_0034_V02	NA	2018-11-20	Human	Netherlands	B	Human_orthopneumovirus
MZ515560	UU02_0076_V01	NA	2019-01-02	Human	Netherlands	B	Human_orthopneumovirus
MZ515561	OX03_0310_V02	NA	2019-02-04	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515562	UU02_0035_D02	NA	2018-01-10	Human	Netherlands	B	Human_orthopneumovirus
MZ515565	UU02_0043_V01	NA	2018-01-25	Human	Netherlands	B	Human_orthopneumovirus
MZ515574	UU02_0071_V01	NA	2018-12-19	Human	Netherlands	B	Human_orthopneumovirus
MZ515578	UU02_0007_V01	NA	2017-11-24	Human	Netherlands	B	Human_orthopneumovirus
MZ515581	UU02_0150_V01	NA	2019-11-08	Human	Netherlands	B	Human_orthopneumovirus
MZ515584	OX02_8327_V01	NA	2018-11-21	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515586	UU02_0056_V01	NA	2018-11-22	Human	Netherlands	B	Human_orthopneumovirus
MZ515587	UU02_0029_D06	NA	2018-01-08	Human	Netherlands	B	Human_orthopneumovirus
MZ515817	UU02_0014_V01	NA	2017-12-12	Human	Netherlands	B	Human_orthopneumovirus
MZ515820	OX02_8304_V01	NA	2018-11-19	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515823	OX02_8903_D02	NA	2019-01-03	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515824	IM02_0003_V01	NA	2018-11-23	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515827	SE02_0016_V01	NA	2019-12-11	Human	Spain	B	Human_orthopneumovirus
MZ515830	OX01A_8315_V02	NA	2019-12-09	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515831	UU02_0033_V01	NA	2018-01-05	Human	Netherlands	B	Human_orthopneumovirus
MZ515832	OX01A_8742_V02	NA	2018-12-05	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515836	UU02_0074_V01	NA	2018-12-21	Human	Netherlands	B	Human_orthopneumovirus
MZ515837	OX01A_8118_V02	NA	2019-11-13	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515839	OX02_8725_V01	NA	2019-11-25	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515843	UU02_0002_V01	NA	2017-11-09	Human	Netherlands	B	Human_orthopneumovirus
MZ515844	OX02_8567_D02	NA	2018-10-25	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515845	UU01A_0024_V02	NA	2018-11-23	Human	Netherlands	B	Human_orthopneumovirus
MZ515846	OX02_8796_V01	NA	2018-11-26	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515849	UU02_0001_D02	NA	2017-11-08	Human	Netherlands	B	Human_orthopneumovirus
MZ515857	OX02_8221_D05	NA	2019-11-13	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515863	SE01A_0117_V02	NA	2019-12-04	Human	Spain	B	Human_orthopneumovirus
MZ515865	UU02_0048_V01	NA	2018-02-08	Human	Netherlands	B	Human_orthopneumovirus
MZ515868	UU02_0050_D04	NA	2018-02-23	Human	Netherlands	B	Human_orthopneumovirus
MZ515869	UU02_0034_V01	NA	2018-01-05	Human	Netherlands	B	Human_orthopneumovirus
MZ515871	OX02_9369_V01	NA	2019-12-19	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515872	SE01A_0178_V02	NA	2020-01-15	Human	Spain	B	Human_orthopneumovirus
MZ515883	UU01A_0031_V02	NA	2018-11-13	Human	Netherlands	B	Human_orthopneumovirus
MZ515886	UU02_0028_D04	NA	2018-01-03	Human	Netherlands	B	Human_orthopneumovirus
MZ515889	UU01A_0114_V02	NA	2019-12-04	Human	Netherlands	B	Human_orthopneumovirus
MZ515890	OX02_8710_D02	NA	2018-10-26	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515892	UU02_0006_D04	NA	2017-11-21	Human	Netherlands	B	Human_orthopneumovirus
MZ515894	OX02_8832_D04	NA	2018-11-01	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515895	OX01A_8757_V02	NA	2019-11-22	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515899	SE02_0017_D05	NA	2019-12-16	Human	Spain	B	Human_orthopneumovirus
MZ515903	OX02_8055_V01	NA	2019-11-29	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515904	OX02_9574_V01	NA	2020-01-13	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515914	OX02_8961_D04	NA	2019-11-12	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515916	OX02_8832_D03	NA	2018-10-31	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515917	OX02_8832_D05	NA	2018-11-02	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515918	UU02_0024_V01	NA	2017-12-21	Human	Netherlands	B	Human_orthopneumovirus
MZ515924	OX01A_8101_V02	NA	2018-10-23	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515925	OX01A_8334_V02	NA	2019-12-04	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515926	UU02_0004_V01	NA	2017-11-14	Human	Netherlands	B	Human_orthopneumovirus
MZ515930	SE02_0017_V01	NA	2019-12-12	Human	Spain	B	Human_orthopneumovirus
MZ515934	OX02_8961_D05	NA	2019-11-13	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515936	OX02_8304_D03	NA	2018-11-21	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515937	OX02_8313_D04	NA	2018-11-23	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515938	SE01A_0101_V02	NA	2019-03-05	Human	Spain	B	Human_orthopneumovirus
MZ515944	UU01A_0040_V02	NA	2018-11-26	Human	Netherlands	B	Human_orthopneumovirus
MZ515946	UU02_0210_V01	NA	2019-12-13	Human	Netherlands	B	Human_orthopneumovirus
MZ515950	UU02_0156_V01	NA	2019-12-14	Human	Netherlands	B	Human_orthopneumovirus
MZ515953	OX02_8915_D02	NA	2019-11-19	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515955	UU02_0039_V01	NA	2018-01-15	Human	Netherlands	B	Human_orthopneumovirus
MZ515970	OX02_8922_V01	NA	2018-12-14	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515972	SE01A_0132_V02	NA	2020-01-28	Human	Spain	B	Human_orthopneumovirus
MZ515974	UU03_0355_V02	NA	2018-12-24	Human	Netherlands	B	Human_orthopneumovirus
MZ515975	UU02_0214_V01	NA	2019-12-14	Human	Netherlands	B	Human_orthopneumovirus
MZ515977	UU02_0035_V01	NA	2018-01-09	Human	Netherlands	B	Human_orthopneumovirus
MZ515978	IM02_0004_D04	NA	2018-11-26	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515979	OX02_8796_D02	NA	2018-11-27	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515981	OX02_8758_D03	NA	2018-12-19	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515988	OX03_0231_V02	NA	2018-11-28	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515990	UU03_0391_V02	NA	2019-02-04	Human	Netherlands	B	Human_orthopneumovirus
