strain	strain_name	date	country	host	genotype	subgenotype
KU963799	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963800	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963801	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963802	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963803	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963804	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963805	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963806	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963807	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963808	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963809	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963810	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963811	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963812	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963813	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963814	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963815	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963816	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963817	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963818	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963819	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963820	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963821	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963822	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963823	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963824	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963825	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963826	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963827	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963828	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963829	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963830	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963831	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963832	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963833	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963834	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963835	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963836	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963837	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963838	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963839	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963840	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963841	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963842	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963843	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963844	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963845	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963846	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963847	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963848	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963849	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963850	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963851	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963852	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963853	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963854	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963855	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963945	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963946	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963947	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963948	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963949	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963950	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963951	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963952	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963953	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963954	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963955	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963956	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963957	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963958	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963959	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963960	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963961	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963962	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963963	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963964	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963965	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963966	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963967	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963968	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963969	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963970	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963971	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963972	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963973	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963974	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963975	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963976	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963977	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963978	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963979	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963980	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963981	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963982	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963983	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963984	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963985	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963986	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963987	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963988	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU963989	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964079	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964080	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964081	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964082	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964083	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964084	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964085	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964086	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964087	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964088	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964089	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964090	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964091	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964092	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964093	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964094	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964095	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964096	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964097	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964098	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964099	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964100	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964101	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964102	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964103	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964104	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964105	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964106	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964107	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964108	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964109	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964110	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964111	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964112	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964113	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964114	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964115	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964116	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964117	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964118	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964119	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964120	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964121	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964122	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964123	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964124	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964125	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964126	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964127	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964128	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964129	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964130	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964131	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964132	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964133	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964134	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964135	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964136	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964137	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964138	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964139	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964140	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964141	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964142	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964143	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964144	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964145	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964146	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964147	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964148	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964149	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964150	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964151	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964152	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964153	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964154	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964155	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964156	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964157	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964158	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964159	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964160	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964161	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964162	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964163	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964164	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964165	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964166	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964167	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964168	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964244	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964245	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964246	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964247	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964248	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964249	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964250	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964251	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964252	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964253	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964254	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964255	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964256	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964257	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964258	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964259	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964260	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964261	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964262	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964263	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964264	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964265	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964266	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964267	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964268	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964269	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964270	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964271	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964272	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964273	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964274	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964275	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964276	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964277	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964278	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964279	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964280	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964282	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964283	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964284	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964285	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964286	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964287	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964288	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964289	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964290	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964291	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964292	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964293	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964294	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964295	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964296	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964297	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964298	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964299	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964300	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964301	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KU964302	None	2012-12-31	China: Shanghai	Homo sapiens	B	None
KX276770	CH031	2014-04-22	Malaysia	Homo sapiens	B	None
KX276771	CH108	2014-08-19	Malaysia	Homo sapiens	B	None
KX276772	CH111	2014-08-19	Malaysia	Homo sapiens	B	None
KX276773	CH088	2014-07-22	Malaysia	Homo sapiens	B	None
KX276774	CH072	2014-07-01	Malaysia	Homo sapiens	B	None
KX276775	CH107	2014-08-19	Malaysia	Homo sapiens	B	None
KX276776	CH013	2014-02-25	Malaysia	Homo sapiens	B	None
KX276777	CH132	2014-09-23	Malaysia	Homo sapiens	B	None
KX276778	CH063	2014-06-24	Malaysia	Homo sapiens	B	None
KX276779	CH052	2014-06-10	Malaysia	Homo sapiens	B	None
KX276780	CH089	2014-07-22	Malaysia	Homo sapiens	B	None
KX276781	CH057	2014-06-17	Malaysia	Homo sapiens	B	None
KX276782	CH094	2014-08-05	Malaysia	Homo sapiens	B	None
KX276783	CH049	2014-06-03	Malaysia	Homo sapiens	B	None
KX276784	CH141	2014-10-07	Malaysia	Homo sapiens	B	None
KX276785	CH046	2014-06-03	Malaysia	Homo sapiens	B	None
KX276786	CH127	2014-09-09	Malaysia	Homo sapiens	B	None
KX276787	CH050	2014-06-10	Malaysia	Homo sapiens	B	None
KX276788	CH106	2014-08-19	Malaysia	Homo sapiens	B	None
KX276789	CH044	2014-06-03	Malaysia	Homo sapiens	B	None
KX276790	CH035	2014-04-29	Malaysia	Homo sapiens	B	None
KX276791	CH043	2014-05-20	Malaysia	Homo sapiens	B	None
KX276792	CH051	2014-06-10	Malaysia	Homo sapiens	B	None
KX276793	CH135	2014-09-23	Malaysia	Homo sapiens	B	None
KX276794	CH048	2014-06-03	Malaysia	Homo sapiens	B	None
KX276795	CH045	2014-06-03	Malaysia	Homo sapiens	B	None
KX276796	CH119	2014-09-02	Malaysia	Homo sapiens	B	None
KX276797	CH074	2014-07-08	Malaysia	Homo sapiens	B	None
KX276798	CH059	2014-06-17	Malaysia	Homo sapiens	B	None
KX276799	CH020	2014-03-18	Malaysia	Homo sapiens	B	None
KX276800	CH056	2014-06-17	Malaysia	Homo sapiens	B	None
KX276801	CH010	2014-02-25	Malaysia	Homo sapiens	B	None
KX276802	CH019	2014-03-11	Malaysia	Homo sapiens	B	None
KX276803	CH041	2014-05-20	Malaysia	Homo sapiens	B	None
KX276804	CH150	2014-10-14	Malaysia	Homo sapiens	B	None
KX276805	CH033	2014-04-22	Malaysia	Homo sapiens	B	None
KX276806	CH078	2014-07-08	Malaysia	Homo sapiens	B	None
KX276807	CH084	2014-07-22	Malaysia	Homo sapiens	B	None
KX276808	CH017	2014-03-04	Malaysia	Homo sapiens	B	None
KX276809	CH075	2014-07-08	Malaysia	Homo sapiens	B	None
KX276810	CH007	2014-02-18	Malaysia	Homo sapiens	B	None
KX276811	CH128	2014-09-09	Malaysia	Homo sapiens	B	None
KX276812	CH009	2014-02-25	Malaysia	Homo sapiens	B	None
KX276813	CH023	2014-03-18	Malaysia	Homo sapiens	B	None
KX276814	CH022	2014-03-18	Malaysia	Homo sapiens	B	None
KX276815	CH030	2014-04-22	Malaysia	Homo sapiens	B	None
KX276816	CH004	2014-02-11	Malaysia	Homo sapiens	B	None
KX276817	CH169	2014-11-25	Malaysia	Homo sapiens	B	None
KX276818	CH068	2014-06-24	Malaysia	Homo sapiens	B	None
KX276819	CH155	2014-10-21	Malaysia	Homo sapiens	B	None
KX276820	CH120	2014-09-02	Malaysia	Homo sapiens	B	None
KX276821	CH095	2014-08-05	Malaysia	Homo sapiens	B	None
KX276822	CH100	2014-08-12	Malaysia	Homo sapiens	B	None
KX276823	CH011	2014-02-25	Malaysia	Homo sapiens	B	None
KX276824	CH032	2014-04-22	Malaysia	Homo sapiens	B	None
KX276825	CH159	2014-10-28	Malaysia	Homo sapiens	B	None
KX276826	CH006	2014-02-11	Malaysia	Homo sapiens	B	None
KX276827	CH053	2014-06-10	Malaysia	Homo sapiens	B	None
KX276828	CH129	2014-09-09	Malaysia	Homo sapiens	B	None
KX276829	CH002	2014-02-11	Malaysia	Homo sapiens	B	None
KX276830	CH028	2014-04-15	Malaysia	Homo sapiens	B	None
KX276858	CH014	2014-03-04	Malaysia	Homo sapiens	B	None
LC036263	None	2001-01-16	Japan:Miyagi	Homo sapiens	B	None
JX661470	None	2010-03-30	China	Homo sapiens	B	None
JX661471	None	2010-08-12	China	Homo sapiens	B	None
JX661472	None	2010-08-26	China	Homo sapiens	B	None
JX661473	None	2010-12-18	China	Homo sapiens	B	None
JX661474	None	2010-08-04	China	Homo sapiens	B	None
JX661475	None	2010-09-20	China	Homo sapiens	B	None
JX661476	None	2010-04-13	China	Homo sapiens	B	None
JX661477	None	2010-08-26	China	Homo sapiens	B	None
JX661478	None	2010-08-03	China	Homo sapiens	B	None
JX661479	None	2010-09-29	China	Homo sapiens	B	None
JX661480	None	2010-08-28	China	Homo sapiens	B	None
JX661481	None	2010-09-14	China	Homo sapiens	B	None
JX661482	None	2010-08-18	China	Homo sapiens	B	None
JX661483	None	2010-08-18	China	Homo sapiens	B	None
JX661484	None	2010-11-24	China	Homo sapiens	B	None
KJ790200	None	2011-08-08	Taiwan	Homo sapiens	B	None
AB981581	None	2012-08-31	Japan:Tokyo	Homo sapiens	B	B2
AB981582	None	2012-12-10	Japan:Tokyo	Homo sapiens	B	B2
AB981583	None	2012-12-14	Japan:Tokyo	Homo sapiens	B	B2
KP341007	None	2013-11-XX	Japan: Saitama	Homo sapiens	B	B1
KP341008	None	2013-11-XX	China	Homo sapiens	B	B2
KP341009	None	2013-11-XX	Indonesia	Homo sapiens	B	B3
KP341010	None	2013-11-XX	Viet Nam	Homo sapiens	B	B4
KP341011	None	2013-11-XX	Canada	Homo sapiens	B	B6
KP341012	None	2013-11-XX	Indonesia	Homo sapiens	B	B7
KP341013	None	2013-11-XX	Indonesia	Homo sapiens	B	B9
KP406161	None	2003-XX-XX	Taiwan	Homo sapiens	B	None
KP406162	None	1997-XX-XX	Taiwan	Homo sapiens	B	None
KP406163	None	1997-XX-XX	Taiwan	Homo sapiens	B	None
KP406164	None	1997-XX-XX	Taiwan	Homo sapiens	B	None
KP406165	None	1997-XX-XX	Taiwan	Homo sapiens	B	None
KP406166	None	1997-XX-XX	Taiwan	Homo sapiens	B	None
KP406167	None	2000-XX-XX	Taiwan	Homo sapiens	B	None
KP406168	None	2000-XX-XX	Taiwan	Homo sapiens	B	None
KP406169	None	2000-XX-XX	Taiwan	Homo sapiens	B	None
KP406170	None	2000-XX-XX	Taiwan	Homo sapiens	B	None
KP406171	None	2000-XX-XX	Taiwan	Homo sapiens	B	None
KP406172	None	2000-XX-XX	Taiwan	Homo sapiens	B	None
KP406173	None	2000-XX-XX	Taiwan	Homo sapiens	B	None
KP406174	None	2000-XX-XX	Taiwan	Homo sapiens	B	None
KP406175	None	2000-XX-XX	Taiwan	Homo sapiens	B	None
KP406176	None	2007-XX-XX	Taiwan	Homo sapiens	B	None
KP406177	None	2007-XX-XX	Taiwan	Homo sapiens	B	None
KP406178	None	2007-XX-XX	Taiwan	Homo sapiens	B	None
KP406179	None	2007-XX-XX	Taiwan	Homo sapiens	B	None
KP406180	None	2007-XX-XX	Taiwan	Homo sapiens	B	None
KP406181	None	2007-XX-XX	Taiwan	Homo sapiens	B	None
KP406182	None	2007-XX-XX	Taiwan	Homo sapiens	B	None
KP406183	None	2007-XX-XX	Taiwan	Homo sapiens	B	None
KP406184	None	2007-XX-XX	Taiwan	Homo sapiens	B	None
KP406185	None	2007-XX-XX	Taiwan	Homo sapiens	B	None
KP406186	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406187	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406188	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406189	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406190	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406191	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406192	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406193	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406194	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406195	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406196	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406197	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406198	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406199	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406200	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406201	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406202	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406203	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406204	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406205	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406206	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406207	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406208	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406209	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406210	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406211	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406212	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406213	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406214	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406215	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406216	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406217	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406218	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406219	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406220	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406221	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406222	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406223	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406224	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406225	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406226	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406227	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406228	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406229	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406230	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406231	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406232	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
KP406233	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
KP406234	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
