strain	strain_name	date	country	host	genotype	subgenotype
KU964358	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964359	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964360	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964361	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964362	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964363	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964364	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964365	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964366	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964367	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964368	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964369	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964370	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964371	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964372	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964373	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964374	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964375	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964376	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964377	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964378	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KU964379	None	2012-12-31	China: Shanghai	Homo sapiens	C	None
KX276831	CH042	2014-05-20	Malaysia	Homo sapiens	C	None
KX276832	CH016	2014-03-04	Malaysia	Homo sapiens	C	None
KX276833	CH066	2014-06-24	Malaysia	Homo sapiens	C	None
KX276834	CH039	2014-05-06	Malaysia	Homo sapiens	C	None
KX276835	CH126	2014-09-09	Malaysia	Homo sapiens	C	None
KX276836	CH065	2014-06-24	Malaysia	Homo sapiens	C	None
KX276837	CH087	2014-07-22	Malaysia	Homo sapiens	C	None
KX276838	CH015	2014-03-04	Malaysia	Homo sapiens	C	None
KX276839	CH086	2014-07-22	Malaysia	Homo sapiens	C	None
KX276840	CH018	2014-03-11	Malaysia	Homo sapiens	C	None
KX276841	CH047	2014-06-03	Malaysia	Homo sapiens	C	None
KX276842	CH079	2014-07-08	Malaysia	Homo sapiens	C	None
KX276843	CH125	2014-09-02	Malaysia	Homo sapiens	C	None
KX276844	CH124	2014-09-02	Malaysia	Homo sapiens	C	None
KX276845	CH133	2014-09-23	Malaysia	Homo sapiens	C	None
KX276846	CH036	2014-05-06	Malaysia	Homo sapiens	C	None
KX276847	CH113	2014-08-26	Malaysia	Homo sapiens	C	None
KX276848	CH001	2014-02-11	Malaysia	Homo sapiens	C	None
KX276849	CH034	2014-04-29	Malaysia	Homo sapiens	C	None
KX276850	CH054	2014-06-10	Malaysia	Homo sapiens	C	None
KX276851	CH080	2014-07-08	Malaysia	Homo sapiens	C	None
KX276852	CH136	2014-09-23	Malaysia	Homo sapiens	C	None
KX276853	CH008	2014-02-18	Malaysia	Homo sapiens	C	None
KX276854	CH021	2014-03-18	Malaysia	Homo sapiens	C	None
KX276855	CH040	2014-05-06	Malaysia	Homo sapiens	C	None
KT991435	None	2007-09-06	China	Homo sapiens	C	None
KP995102	None	2016-03-31	Venezuela	Homo sapiens	C	C2
KT364751	None	2012-08-01	China	Homo sapiens	C	None
KT364752	None	2012-08-01	China	Homo sapiens	C	None
KT284753	None	2014-03-28	China	Homo sapiens	C	None
KT284754	None	2014-03-28	China	Homo sapiens	C	None
KT284755	None	2014-03-28	China	Homo sapiens	C	None
KT284756	None	2014-03-28	China	Homo sapiens	C	None
KT284757	None	2014-03-28	China	Homo sapiens	C	None
KT284758	None	2014-03-28	China	Homo sapiens	C	None
KT284759	None	2014-03-28	China	Homo sapiens	C	None
KT343273	None	2014-03-28	China	Homo sapiens	C	None
KT987423	None	2014-08-15	Myanmar	Homo sapiens	C	None
KT987424	None	2014-08-15	Myanmar	Homo sapiens	C	None
KT987425	None	2014-08-15	Myanmar	Homo sapiens	C	None
KT987426	None	2014-08-15	Myanmar	Homo sapiens	C	None
KU051423	None	2014-08-15	Myanmar	Homo sapiens	C	None
KU051424	None	2014-08-15	Myanmar	Homo sapiens	C	None
KU051425	None	2014-08-15	Myanmar	Homo sapiens	C	None
KU051426	None	2014-08-15	Myanmar	Homo sapiens	C	None
KU051427	None	2014-08-15	Myanmar	Homo sapiens	C	None
KT347089	None	2007-03-19	South Africa	Homo sapiens	C	C1
LC090200	ADR4m	2016-02-26	None	None	C	None
KT003704	None	2011-XX-XX	India: northeast India	Homo sapiens	C	None
KT364718	None	2014-08-15	Myanmar	Homo sapiens	C	None
KT364719	None	2014-08-15	Myanmar	Homo sapiens	C	None
KT364720	None	2014-08-15	Myanmar	Homo sapiens	C	None
KT364721	None	2014-08-15	Myanmar	Homo sapiens	C	None
KR184660	None	2005-08-04	South Korea	Homo sapiens	C	C2
KR184661	None	2005-08-08	South Korea	Homo sapiens	C	C2
KR184662	None	2005-08-08	South Korea	Homo sapiens	C	C2
KR184663	None	2005-08-08	South Korea	Homo sapiens	C	C2
KR184664	None	2005-08-13	South Korea	Homo sapiens	C	C2
KR184665	None	2005-08-15	South Korea	Homo sapiens	C	C2
JX661485	None	2010-08-12	China	Homo sapiens	C	None
JX661486	None	2010-01-25	China	Homo sapiens	C	None
JX661487	None	2010-08-21	China	Homo sapiens	C	None
JX661488	None	2010-08-31	China	Homo sapiens	C	None
JX661489	None	2010-09-25	China	Homo sapiens	C	None
JX661490	None	2010-09-22	China	Homo sapiens	C	None
JX661491	None	2010-04-04	China	Homo sapiens	C	None
JX661492	None	2010-09-14	China	Homo sapiens	C	None
JX661493	None	2010-05-03	China	Homo sapiens	C	None
JX661494	None	2010-08-14	China	Homo sapiens	C	None
JX661495	None	2010-08-07	China	Homo sapiens	C	None
JX661496	None	2010-08-26	China	Homo sapiens	C	None
JX661497	None	2010-04-30	China	Homo sapiens	C	None
JX661498	None	2010-08-05	China	Homo sapiens	C	None
KM392071	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392072	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392073	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392074	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392075	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392076	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392077	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392078	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392079	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392080	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392081	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392082	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392083	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KM392084	None	2000-XX-XX	Taiwan	Homo sapiens	C	None
KT307718	None	2014-08-15	Myanmar	Homo sapiens	C	None
KT307719	None	2014-08-15	Myanmar	Homo sapiens	C	None
KP784761	None	2014-03-28	China	Homo sapiens	C	None
KR013761	258.1b	2010-04-15	China	Homo sapiens	C	None
KR013762	258.20a	2010-04-15	China	Homo sapiens	C	None
KR013763	258.3	2010-04-15	China	Homo sapiens	C	None
KR013764	258.4	2010-04-15	China	Homo sapiens	C	None
KR013765	258.4a	2010-04-15	China	Homo sapiens	C	None
KR013766	258.4b	2010-04-15	China	Homo sapiens	C	None
KR013767	258.6b	2010-04-15	China	Homo sapiens	C	None
KR013768	258.7a	2010-04-15	China	Homo sapiens	C	None
KR013769	258.8a	2010-04-15	China	Homo sapiens	C	None
KR013770	274.19a	2010-03-18	China	Homo sapiens	C	None
KR013771	327.12	2010-04-06	China	Homo sapiens	C	None
KR013772	327.14	2010-04-06	China	Homo sapiens	C	None
KR013773	327.2	2010-04-06	China	Homo sapiens	C	None
KR013774	327.4	2010-04-06	China	Homo sapiens	C	None
KR013775	327.6	2010-04-06	China	Homo sapiens	C	None
KR013776	327.7	2010-04-06	China	Homo sapiens	C	None
KR013777	362.1	2010-05-17	China	Homo sapiens	C	None
KR013778	362.16	2010-05-17	China	Homo sapiens	C	None
KR013779	419.1	2010-05-13	China	Homo sapiens	C	None
KR013780	419.12	2010-05-13	China	Homo sapiens	C	None
KR013781	419.2	2010-05-13	China	Homo sapiens	C	None
KR013782	419.3	2010-05-13	China	Homo sapiens	C	None
KR013783	419.4	2010-05-13	China	Homo sapiens	C	None
KR013784	419.5	2010-05-13	China	Homo sapiens	C	None
KR013785	419.8	2010-05-13	China	Homo sapiens	C	None
KR013786	419.9	2010-05-13	China	Homo sapiens	C	None
KR013787	468.9	2010-05-19	China	Homo sapiens	C	None
KR013788	494.16	2010-06-15	China	Homo sapiens	C	None
KR013789	494.23	2010-06-15	China	Homo sapiens	C	None
KR013790	494.8	2010-06-15	China	Homo sapiens	C	None
KR013791	497.6	2010-04-14	China	Homo sapiens	C	None
KR013792	513.16a	2010-04-15	China	Homo sapiens	C	None
KR013793	513.29a	2010-04-15	China	Homo sapiens	C	None
KR013794	513.30a	2010-04-15	China	Homo sapiens	C	None
KR013795	513.7	2010-04-15	China	Homo sapiens	C	None
KR013796	513.8a	2010-04-15	China	Homo sapiens	C	None
KR013797	544.16	2010-04-07	China	Homo sapiens	C	None
KR013798	544.8	2010-04-07	China	Homo sapiens	C	None
KR013799	551.26	2010-04-06	China	Homo sapiens	C	None
KR013800	551.27	2010-04-06	China	Homo sapiens	C	None
KR013801	551.6	2010-04-06	China	Homo sapiens	C	None
KR013802	574.1	2010-04-14	China	Homo sapiens	C	None
KR013803	574.12	2010-04-14	China	Homo sapiens	C	None
KR013804	574.14	2010-04-14	China	Homo sapiens	C	None
KR013805	574.17	2010-04-14	China	Homo sapiens	C	None
KR013806	574.3	2010-04-14	China	Homo sapiens	C	None
KR013807	574.6	2010-04-14	China	Homo sapiens	C	None
KR013808	574.9	2010-04-14	China	Homo sapiens	C	None
KR013809	580.10a	2010-06-18	China	Homo sapiens	C	None
KR013810	580.11a	2010-06-18	China	Homo sapiens	C	None
KR013811	580.1a	2010-06-18	China	Homo sapiens	C	None
KR013812	580.2	2010-06-18	China	Homo sapiens	C	None
KR013813	580.3a	2010-06-18	China	Homo sapiens	C	None
KR013814	580.4	2010-06-18	China	Homo sapiens	C	None
KR013815	580.5a	2010-06-18	China	Homo sapiens	C	None
KR013816	580.8a	2010-06-18	China	Homo sapiens	C	None
KR013817	593.10	2010-04-23	China	Homo sapiens	C	None
KR013818	593.2	2010-04-23	China	Homo sapiens	C	None
KR013819	593.7	2010-04-23	China	Homo sapiens	C	None
KR013820	951.13a	2011-01-04	China	Homo sapiens	C	None
KR013821	951.14a	2011-01-04	China	Homo sapiens	C	None
KR013822	951.15	2011-01-04	China	Homo sapiens	C	None
KR013823	951.1a	2011-01-04	China	Homo sapiens	C	None
KR013824	951.2	2011-01-04	China	Homo sapiens	C	None
KR013825	951.5a	2011-01-04	China	Homo sapiens	C	None
KR013826	951.8a	2011-01-04	China	Homo sapiens	C	None
KR013827	1130.5a	2010-05-18	China	Homo sapiens	C	None
KR013828	1149.11	2010-05-13	China	Homo sapiens	C	None
KR013829	1149.12	2010-05-13	China	Homo sapiens	C	None
KR013830	1149.13	2010-05-13	China	Homo sapiens	C	None
KR013831	1149.17	2010-05-13	China	Homo sapiens	C	None
KR013832	1149.5	2010-05-13	China	Homo sapiens	C	None
KR013833	1149.8	2010-05-13	China	Homo sapiens	C	None
KR013834	1149.9	2010-05-13	China	Homo sapiens	C	None
KR013835	1240.13	2010-06-07	China	Homo sapiens	C	None
KR013836	1240.1b	2010-06-07	China	Homo sapiens	C	None
KR013837	1240.21a	2010-06-07	China	Homo sapiens	C	None
KR013838	1240.3b	2010-06-07	China	Homo sapiens	C	None
KR013839	1240.5	2010-06-07	China	Homo sapiens	C	None
KR013840	1240.7a	2010-06-07	China	Homo sapiens	C	None
KR013841	1240.9b	2010-06-07	China	Homo sapiens	C	None
KR013842	1263.13	2010-06-26	China	Homo sapiens	C	None
KR013843	1263.14	2010-06-26	China	Homo sapiens	C	None
KR013844	1263.15	2010-06-26	China	Homo sapiens	C	None
KR013845	1263.2	2010-06-26	China	Homo sapiens	C	None
KR013846	1263.3	2010-06-26	China	Homo sapiens	C	None
KR013847	1263.4	2010-06-26	China	Homo sapiens	C	None
KR013848	1263.5	2010-06-26	China	Homo sapiens	C	None
KR013849	1263.9	2010-06-26	China	Homo sapiens	C	None
KR013850	1303.17	2010-05-26	China	Homo sapiens	C	None
KR013851	1303.30	2010-05-26	China	Homo sapiens	C	None
KR013852	1303.32	2010-05-26	China	Homo sapiens	C	None
KR013853	1303.33	2010-05-26	China	Homo sapiens	C	None
KR013854	1346.11	2010-12-03	China	Homo sapiens	C	None
KR013855	1346.21	2010-12-03	China	Homo sapiens	C	None
KR013856	1346.3	2010-12-03	China	Homo sapiens	C	None
KR013857	1346.8	2010-12-03	China	Homo sapiens	C	None
KR013858	1368.1	2010-06-04	China	Homo sapiens	C	None
KR013859	1385.1	2010-04-28	China	Homo sapiens	C	None
KR013860	1385.2	2010-04-28	China	Homo sapiens	C	None
KR013861	1385.8	2010-04-28	China	Homo sapiens	C	None
KR013862	1385.9	2010-04-28	China	Homo sapiens	C	None
KR013863	1456.11a	2010-01-13	China	Homo sapiens	C	None
KR013864	1456.18a	2010-01-13	China	Homo sapiens	C	None
KR013865	1456.25a	2010-01-13	China	Homo sapiens	C	None
KR013866	1456.29a	2010-01-13	China	Homo sapiens	C	None
KR013867	1456.30a	2010-01-13	China	Homo sapiens	C	None
KR013868	1463.31	2010-06-23	China	Homo sapiens	C	None
KR013869	1485.11	2010-05-26	China	Homo sapiens	C	None
KR013870	1485.3a	2010-05-26	China	Homo sapiens	C	None
KR013871	1485.8a	2010-05-26	China	Homo sapiens	C	None
KR013872	#1958.15	2011-01-12	China	Homo sapiens	C	None
KR013873	#1958.16	2011-01-12	China	Homo sapiens	C	None
KR013874	#1958.19	2011-01-12	China	Homo sapiens	C	None
KR013875	#1958.4	2011-01-12	China	Homo sapiens	C	None
KR013876	#1958.6	2011-01-12	China	Homo sapiens	C	None
KR013877	#1958.8	2011-01-12	China	Homo sapiens	C	None
KR013878	99.1	2010-05-13	China	Homo sapiens	C	None
KR013879	99.11	2010-05-13	China	Homo sapiens	C	None
KR013880	99.15	2010-05-13	China	Homo sapiens	C	None
KR013881	99.19	2010-05-13	China	Homo sapiens	C	None
KR013882	99.2	2010-05-13	China	Homo sapiens	C	None
KR013883	99.24	2010-05-13	China	Homo sapiens	C	None
KR013884	99.27	2010-05-13	China	Homo sapiens	C	None
KR013885	99.3	2010-05-13	China	Homo sapiens	C	None
KR013886	99.32	2010-05-13	China	Homo sapiens	C	None
KR013887	99.34	2010-05-13	China	Homo sapiens	C	None
KR013888	99.36	2010-05-13	China	Homo sapiens	C	None
KR013889	99.4	2010-05-13	China	Homo sapiens	C	None
KR013890	99.41	2010-05-13	China	Homo sapiens	C	None
KR013891	99.44	2010-05-13	China	Homo sapiens	C	None
KR013892	99.7	2010-05-13	China	Homo sapiens	C	None
KR013893	258.13a	2010-04-15	China	Homo sapiens	C	None
KR013894	258.14a	2010-04-15	China	Homo sapiens	C	None
KR013896	258.2	2010-04-15	China	Homo sapiens	C	None
KR013897	258.9a	2010-04-15	China	Homo sapiens	C	None
KR013898	274.12a	2010-03-18	China	Homo sapiens	C	None
KR013899	274.15	2010-03-18	China	Homo sapiens	C	None
KR013900	274.16	2010-03-18	China	Homo sapiens	C	None
KR013901	274.16a	2010-03-18	China	Homo sapiens	C	None
KR013902	274.18a	2010-03-18	China	Homo sapiens	C	None
KR013903	274.1a	2010-03-18	China	Homo sapiens	C	None
KR013905	274.7	2010-03-18	China	Homo sapiens	C	None
KR013906	274.9a	2010-03-18	China	Homo sapiens	C	None
KR013907	327.11	2010-04-06	China	Homo sapiens	C	None
KR013908	327.13	2010-04-06	China	Homo sapiens	C	None
KR013909	327.3	2010-04-06	China	Homo sapiens	C	None
KR013910	327.5	2010-04-06	China	Homo sapiens	C	None
KR013911	362.1	2010-05-17	China	Homo sapiens	C	None
KR013912	362.11	2010-05-17	China	Homo sapiens	C	None
KR013913	362.12	2010-05-17	China	Homo sapiens	C	None
KR013914	362.15	2010-05-17	China	Homo sapiens	C	None
KR013915	362.18	2010-05-17	China	Homo sapiens	C	None
KR013916	362.2	2010-05-17	China	Homo sapiens	C	None
KR013917	362.32	2010-05-17	China	Homo sapiens	C	None
KR013918	362.33	2010-05-17	China	Homo sapiens	C	None
KR013919	362.36	2010-05-17	China	Homo sapiens	C	None
KR013920	362.39	2010-05-17	China	Homo sapiens	C	None
KR013921	362.4	2010-05-17	China	Homo sapiens	C	None
KR013922	362.5	2010-05-17	China	Homo sapiens	C	None
KR013923	362.8	2010-05-17	China	Homo sapiens	C	None
KR013924	419.18	2010-05-13	China	Homo sapiens	C	None
KR013925	419.7	2010-05-13	China	Homo sapiens	C	None
KR013926	468.1	2010-05-19	China	Homo sapiens	C	None
KR013927	468.11	2010-05-19	China	Homo sapiens	C	None
KR013928	468.12	2010-05-19	China	Homo sapiens	C	None
KR013929	468.14	2010-05-19	China	Homo sapiens	C	None
KR013930	468.15	2010-05-19	China	Homo sapiens	C	None
KR013931	468.17	2010-05-19	China	Homo sapiens	C	None
KR013932	468.18	2010-05-19	China	Homo sapiens	C	None
KR013933	468.2	2010-05-19	China	Homo sapiens	C	None
KR013934	468.3	2010-05-19	China	Homo sapiens	C	None
KR013935	468.7	2010-05-19	China	Homo sapiens	C	None
KR013936	468.8	2010-05-19	China	Homo sapiens	C	None
KR013938	494.2	2010-06-15	China	Homo sapiens	C	None
KR013939	494.22	2010-06-15	China	Homo sapiens	C	None
KR013940	494.27	2010-06-15	China	Homo sapiens	C	None
KR013941	494.3	2010-06-15	China	Homo sapiens	C	None
KR013942	494.9	2010-06-15	China	Homo sapiens	C	None
KR013943	497.1	2010-04-14	China	Homo sapiens	C	None
KR013944	497.10	2010-04-14	China	Homo sapiens	C	None
KR013945	497.11	2010-04-14	China	Homo sapiens	C	None
KR013946	497.12	2010-04-14	China	Homo sapiens	C	None
KR013947	497.13	2010-04-14	China	Homo sapiens	C	None
KR013948	497.15	2010-04-14	China	Homo sapiens	C	None
KR013949	497.2	2010-04-14	China	Homo sapiens	C	None
KR013950	497.4	2010-04-14	China	Homo sapiens	C	None
KR013951	497.5	2010-04-14	China	Homo sapiens	C	None
KR013952	497.7	2010-04-14	China	Homo sapiens	C	None
KR013953	497.8	2010-04-14	China	Homo sapiens	C	None
KR013954	513.1	2010-04-15	China	Homo sapiens	C	None
KR013955	513.2	2010-04-15	China	Homo sapiens	C	None
KR013956	513.23a	2010-04-15	China	Homo sapiens	C	None
KR013957	513.26a	2010-04-15	China	Homo sapiens	C	None
KR013958	513.27a	2010-04-15	China	Homo sapiens	C	None
KR013959	513.4a	2010-04-15	China	Homo sapiens	C	None
KR013960	544.10a	2010-04-07	China	Homo sapiens	C	None
KR013961	544.11a	2010-04-07	China	Homo sapiens	C	None
KR013962	544.14a	2010-04-07	China	Homo sapiens	C	None
KR013963	544.4	2010-04-07	China	Homo sapiens	C	None
KR013964	544.4a	2010-04-07	China	Homo sapiens	C	None
KR013965	544.5a	2010-04-07	China	Homo sapiens	C	None
KR013966	544.7a	2010-04-07	China	Homo sapiens	C	None
KR013967	544.9a	2010-04-07	China	Homo sapiens	C	None
KR013968	551.1	2010-04-06	China	Homo sapiens	C	None
KR013969	551.1	2010-04-06	China	Homo sapiens	C	None
KR013970	551.11	2010-04-06	China	Homo sapiens	C	None
KR013971	551.12	2010-04-06	China	Homo sapiens	C	None
KR013972	551.15	2010-04-06	China	Homo sapiens	C	None
KR013973	551.16	2010-04-06	China	Homo sapiens	C	None
KR013974	551.25	2010-04-06	China	Homo sapiens	C	None
KR013975	551.31	2010-04-06	China	Homo sapiens	C	None
KR013976	551.32	2010-04-06	China	Homo sapiens	C	None
KR013977	551.33	2010-04-06	China	Homo sapiens	C	None
KR013978	551.5	2010-04-06	China	Homo sapiens	C	None
KR013979	551.8	2010-04-06	China	Homo sapiens	C	None
KR013980	574.1	2010-04-14	China	Homo sapiens	C	None
KR013981	574.13	2010-04-14	China	Homo sapiens	C	None
KR013982	574.15	2010-04-14	China	Homo sapiens	C	None
KR013983	574.2	2010-04-14	China	Homo sapiens	C	None
KR013984	574.4	2010-04-14	China	Homo sapiens	C	None
KR013985	580.1	2010-06-18	China	Homo sapiens	C	None
KR013986	580.7a	2010-06-18	China	Homo sapiens	C	None
KR013987	593.1	2010-04-23	China	Homo sapiens	C	None
KR013988	593.12	2010-04-23	China	Homo sapiens	C	None
KR013989	593.14	2010-04-23	China	Homo sapiens	C	None
KR013990	593.3	2010-04-23	China	Homo sapiens	C	None
KR013991	593.4	2010-04-23	China	Homo sapiens	C	None
KR013992	593.8	2010-04-23	China	Homo sapiens	C	None
KR013993	593.9	2010-04-23	China	Homo sapiens	C	None
KR013994	951.1	2011-01-04	China	Homo sapiens	C	None
KR013995	951.11a	2011-01-04	China	Homo sapiens	C	None
KR013997	951.4a	2011-01-04	China	Homo sapiens	C	None
KR013998	1130.13a	2010-05-18	China	Homo sapiens	C	None
KR013999	1130.17a	2010-05-18	China	Homo sapiens	C	None
KR014000	1130.18a	2010-05-18	China	Homo sapiens	C	None
KR014001	1130.19a	2010-05-18	China	Homo sapiens	C	None
KR014002	1130.2	2010-05-18	China	Homo sapiens	C	None
KR014003	1130.22a	2010-05-18	China	Homo sapiens	C	None
KR014004	1130.24a	2010-05-18	China	Homo sapiens	C	None
KR014005	1130.4	2010-05-18	China	Homo sapiens	C	None
KR014006	1130.6	2010-05-18	China	Homo sapiens	C	None
KR014007	1130.9a	2010-05-18	China	Homo sapiens	C	None
KR014008	1134.12	2010-05-13	China	Homo sapiens	C	None
KR014009	1134.1b	2010-05-13	China	Homo sapiens	C	None
KR014010	1134.2	2010-05-13	China	Homo sapiens	C	None
KR014011	1134.20a	2010-05-13	China	Homo sapiens	C	None
KR014012	1134.21a	2010-05-13	China	Homo sapiens	C	None
KR014015	1134.26a	2010-05-13	China	Homo sapiens	C	None
KR014016	1134.4b	2010-05-13	China	Homo sapiens	C	None
KR014017	1134.7	2010-05-13	China	Homo sapiens	C	None
KR014018	1134.8	2010-05-13	China	Homo sapiens	C	None
KR014019	1149.1	2010-05-13	China	Homo sapiens	C	None
KR014020	1149.3	2010-05-13	China	Homo sapiens	C	None
KR014021	1240.17a	2010-06-07	China	Homo sapiens	C	None
KR014022	1240.1a	2010-06-07	China	Homo sapiens	C	None
KR014023	1240.4b	2010-06-07	China	Homo sapiens	C	None
KR014024	1240.6	2010-06-07	China	Homo sapiens	C	None
KR014025	1263.17	2010-06-26	China	Homo sapiens	C	None
KR014026	1263.6	2010-06-26	China	Homo sapiens	C	None
KR014027	1303.14	2010-05-26	China	Homo sapiens	C	None
KR014028	1303.2	2010-05-26	China	Homo sapiens	C	None
KR014029	1303.23	2010-05-26	China	Homo sapiens	C	None
KR014030	1303.29	2010-05-26	China	Homo sapiens	C	None
KR014031	1303.3	2010-05-26	China	Homo sapiens	C	None
KR014032	1303.31	2010-05-26	China	Homo sapiens	C	None
KR014033	1303.6	2010-05-26	China	Homo sapiens	C	None
KR014034	1303.7	2010-05-26	China	Homo sapiens	C	None
KR014035	1346.15	2010-12-03	China	Homo sapiens	C	None
KR014036	1346.22	2010-12-03	China	Homo sapiens	C	None
KR014037	1346.24	2010-12-03	China	Homo sapiens	C	None
KR014038	1346.29	2010-12-03	China	Homo sapiens	C	None
KR014039	1346.30	2010-12-03	China	Homo sapiens	C	None
KR014040	1346.7	2010-12-03	China	Homo sapiens	C	None
KR014042	1368.13	2010-06-04	China	Homo sapiens	C	None
KR014043	1368.14	2010-06-04	China	Homo sapiens	C	None
KR014044	1368.2	2010-06-04	China	Homo sapiens	C	None
KR014045	1368.27	2010-06-04	China	Homo sapiens	C	None
KR014046	1368.3	2010-06-04	China	Homo sapiens	C	None
KR014048	1368.33	2010-06-04	China	Homo sapiens	C	None
KR014049	1368.37	2010-06-04	China	Homo sapiens	C	None
KR014050	1368.44	2010-06-04	China	Homo sapiens	C	None
KR014051	1368.45	2010-06-04	China	Homo sapiens	C	None
KR014052	1368.46	2010-06-04	China	Homo sapiens	C	None
KR014053	1368.48	2010-06-04	China	Homo sapiens	C	None
KR014054	1368.5	2010-06-04	China	Homo sapiens	C	None
KR014055	1385.10	2010-04-28	China	Homo sapiens	C	None
KR014056	1385.3	2010-04-28	China	Homo sapiens	C	None
KR014057	1385.4	2010-04-28	China	Homo sapiens	C	None
KR014058	1385.5	2010-04-28	China	Homo sapiens	C	None
KR014059	1385.6	2010-04-28	China	Homo sapiens	C	None
KR014060	1385.7	2010-04-28	China	Homo sapiens	C	None
KR014061	1456.14	2010-01-13	China	Homo sapiens	C	None
KR014062	1456.14a	2010-01-13	China	Homo sapiens	C	None
KR014064	1456.27a	2010-01-13	China	Homo sapiens	C	None
KR014065	1456.5	2010-01-13	China	Homo sapiens	C	None
KR014066	1456.6	2010-01-13	China	Homo sapiens	C	None
KR014067	1463.13	2010-06-23	China	Homo sapiens	C	None
KR014068	1463.15	2010-06-23	China	Homo sapiens	C	None
KR014069	1463.16	2010-06-23	China	Homo sapiens	C	None
KR014070	1463.19	2010-06-23	China	Homo sapiens	C	None
KR014071	1463.21	2010-06-23	China	Homo sapiens	C	None
KR014072	1463.22	2010-06-23	China	Homo sapiens	C	None
KR014073	1463.25	2010-06-23	China	Homo sapiens	C	None
KR014074	1463.39	2010-06-23	China	Homo sapiens	C	None
KR014075	1463.42	2010-06-23	China	Homo sapiens	C	None
KR014076	1463.9	2010-06-23	China	Homo sapiens	C	None
KR014077	1485.10a	2010-05-26	China	Homo sapiens	C	None
KR014078	1485.11a	2010-05-26	China	Homo sapiens	C	None
KR014080	1485.18	2010-05-26	China	Homo sapiens	C	None
KR014081	1485.2a	2010-05-26	China	Homo sapiens	C	None
KR014082	1485.4a	2010-05-26	China	Homo sapiens	C	None
KR014083	1485.7a	2010-05-26	China	Homo sapiens	C	None
KR014084	1491.1	2010-06-04	China	Homo sapiens	C	None
KR014085	1491.11	2010-06-04	China	Homo sapiens	C	None
KR014086	1491.13	2010-06-04	China	Homo sapiens	C	None
KR014087	1491.15	2010-06-04	China	Homo sapiens	C	None
KR014088	1491.16	2010-06-04	China	Homo sapiens	C	None
KR014089	1491.17	2010-06-04	China	Homo sapiens	C	None
KR014090	1491.19	2010-06-04	China	Homo sapiens	C	None
KR014091	1491.22	2010-06-04	China	Homo sapiens	C	None
KR014092	1491.24	2010-06-04	China	Homo sapiens	C	None
KR014093	1491.26	2010-06-04	China	Homo sapiens	C	None
KR014094	1491.28	2010-06-04	China	Homo sapiens	C	None
KR014097	#1958.21	2011-01-12	China	Homo sapiens	C	None
KJ790199	None	2011-08-08	Taiwan	Homo sapiens	C	None
KF214651	None	1963-XX-XX	India	Homo sapiens	C	None
KF214652	None	1963-XX-XX	India	Homo sapiens	C	None
KF214653	None	1963-XX-XX	India	Homo sapiens	C	None
KF214654	None	1963-XX-XX	India	Homo sapiens	C	None
KF214655	None	1963-XX-XX	India	Homo sapiens	C	None
KF214667	None	1963-XX-XX	India	Homo sapiens	C	None
KF214668	None	1963-XX-XX	India	Homo sapiens	C	None
KF214669	None	1963-XX-XX	India	Homo sapiens	C	None
KF214670	None	1963-XX-XX	India	Homo sapiens	C	None
KF214671	None	1963-XX-XX	India	Homo sapiens	C	None
KF214672	None	1963-XX-XX	India	Homo sapiens	C	None
KF214673	None	1963-XX-XX	India	Homo sapiens	C	None
