Accession	Virus	Strain	Author	Publication_Title	Journal	Database
FJ410223	Dengue (denv2)	DENV_2/VN/BID_V1869/2007	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482466	Dengue (denv2)	DENV_2/VN/BID_V920/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569721	Dengue (denv2)	DENV_2/VN/BID_V1006/2006	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ373299	Dengue (denv2)	DENV_2/VN/BID_V1699/2007	Henn et al	Direct Submission	Submitted (07-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482704	Dengue (denv2)	DENV_2/VN/BID_V778/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU677137	Dengue (denv2)	DENV_2/VN/BID_V1517/2007	Henn et al	Direct Submission	Submitted (24-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU677148	Dengue (denv2)	DENV_2/VN/BID_V1519/2007	Henn et al	Direct Submission	Submitted (25-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410233	Dengue (denv2)	DENV_2/VN/BID_V1895/2008	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410200	Dengue (denv2)	DENV_2/VN/BID_V1801/2007	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390384	Dengue (denv2)	DENV_2/VN/BID_V1679/2007	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410219	Dengue (denv2)	DENV_2/VN/BID_V1857/2007	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390387	Dengue (denv2)	DENV_2/VN/BID_V1696/2007	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482652	Dengue (denv2)	DENV_2/VN/BID_V715/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482543	Dengue (denv2)	DENV_2/VN/BID_V999/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
DQ181801	Dengue (denv2)	ThD2_0284_90	Zhang et al	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	Genbank
FJ639698	Dengue (denv2)	DENV_2/KH/BID_V2021/2002	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639700	Dengue (denv2)	DENV_2/KH/BID_V2023/2002	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639701	Dengue (denv2)	DENV_2/KH/BID_V2024/2002	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639699	Dengue (denv2)	DENV_2/KH/BID_V2022/2002	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JX649148	Dengue (denv2)	CNS36	Carney et al	Changes in the 3'-untranslated region of Dengue-2 virus isolated from a case with neurological manifestations associated with enhanced growth in primary human cells of the central nervous system	Unpublished	Genbank
FJ639697	Dengue (denv2)	DENV_2/KH/BID_V2020/2001	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF730044	Dengue (denv2)	DENV_2/KH/BID_V2019/2001	Henn et al	Direct Submission	Submitted (11-MAR-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF921931	Dengue (denv2)	DENV_2/KH/BID_V2032/2003	Zody et al	Direct Submission	Submitted (02-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ639703	Dengue (denv2)	DENV_2/KH/BID_V2033/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639702	Dengue (denv2)	DENV_2/KH/BID_V2030/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KY670633	Dengue (denv2)	D2/Taiwan/407TC9509a	Yang et al	Molecular epidemiology of dengue virus in Taiwan	Unpublished	Genbank
FM210204	Dengue (denv2)	MD903	?			Genbank
FM210227	Dengue (denv2)	MD863	?			Genbank
FM210218	Dengue (denv2)	DF593	?			Genbank
FM210220	Dengue (denv2)	DF674	?			Genbank
FM210202	Dengue (denv2)	DF768	Hang et al	Dengue virus serotype and genotype shifts in southern Vietnam revealed by whole genome sequencing	Unpublished	Genbank
EU482664	Dengue (denv2)	DENV_2/VN/BID_V727/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FM210224	Dengue (denv2)	MD518	?			Genbank
FM210225	Dengue (denv2)	MD594	?			Genbank
FM210221	Dengue (denv2)	DF699	?			Genbank
FM210241	Dengue (denv2)	MD1275	?			Genbank
EU482449	Dengue (denv2)	DENV_2/VN/BID_V1004/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482648	Dengue (denv2)	DENV_2/VN/BID_V711/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FM210237	Dengue (denv2)	DF657	?			Genbank
FM210213	Dengue (denv2)	MD1504	?			Genbank
FM210222	Dengue (denv2)	DF755	Hang et al	Dengue virus serotype and genotype shifts in southern Vietnam revealed by whole genome sequencing	Unpublished	Genbank
FM210234	Dengue (denv2)	MD1366	?			Genbank
AB479042	Dengue (denv2)	VNHCM18_K/02	Kinoshita et al	Isolation and characterization of two phenotypically distinct dengue type-2 virus isolates from the same dengue hemorrhagic Fever patient	Jpn. J. Infect. Dis. 62 (5), 343-350 (2009)	Genbank
AB479041	Dengue (denv2)	VNHCM18_C/02	Kinoshita et al	Isolation and characterization of two phenotypically distinct dengue type-2 virus isolates from the same dengue hemorrhagic Fever patient	Jpn. J. Infect. Dis. 62 (5), 343-350 (2009)	Genbank
EU482778	Dengue (denv2)	DENV_2/VN/BID_V756/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FM210217	Dengue (denv2)	DF404	?			Genbank
FM210244	Dengue (denv2)	MD1284	Hang et al	Dengue virus serotype and genotype shifts in southern Vietnam revealed by whole genome sequencing	Unpublished	Genbank
FM210228	Dengue (denv2)	MD917	?			Genbank
FM210226	Dengue (denv2)	MD861	?			Genbank
FM210243	Dengue (denv2)	MD1280	?			Genbank
FM210238	Dengue (denv2)	MD510	?			Genbank
EU482783	Dengue (denv2)	DENV_2/VN/BID_V761/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482788	Dengue (denv2)	DENV_2/VN/BID_V766/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FM210235	Dengue (denv2)	MD1515	?			Genbank
FM210212	Dengue (denv2)	MD902	?			Genbank
FM210230	Dengue (denv2)	MD944	?			Genbank
FM210229	Dengue (denv2)	MD919	?			Genbank
FM210208	Dengue (denv2)	DF707	?			Genbank
EU482779	Dengue (denv2)	DENV_2/VN/BID_V757/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FM210203	Dengue (denv2)	DF900	?			Genbank
FM210223	Dengue (denv2)	DF897	Hang et al	Dengue virus serotype and genotype shifts in southern Vietnam revealed by whole genome sequencing	Unpublished	Genbank
FM210210	Dengue (denv2)	DF727	Hang et al	Dengue virus serotype and genotype shifts in southern Vietnam revealed by whole genome sequencing	Unpublished	Genbank
EU482785	Dengue (denv2)	DENV_2/VN/BID_V763/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482780	Dengue (denv2)	DENV_2/VN/BID_V758/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482781	Dengue (denv2)	DENV_2/VN/BID_V759/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FM210232	Dengue (denv2)	MD1270	Hang et al	Dengue virus serotype and genotype shifts in southern Vietnam revealed by whole genome sequencing	Unpublished	Genbank
FM210239	Dengue (denv2)	MD1244	?			Genbank
FM210219	Dengue (denv2)	DF670	?			Genbank
FM210236	Dengue (denv2)	CSF381	?			Genbank
FM210209	Dengue (denv2)	DF726	?			Genbank
EU482787	Dengue (denv2)	DENV_2/VN/BID_V765/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JN819418	Dengue (denv2)	DENV_2/VN/BID_V2947/1988	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482572	Dengue (denv2)	DENV_2/US/BID_V1168/1987	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482570	Dengue (denv2)	DENV_2/US/BID_V1166/1987	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955363	Dengue (denv2)	DENV_2/PR/BID_V856/1986	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ398284	Dengue (denv2)	DENV_2/PR/36DN/1994	?			Genbank
EU529701	Dengue (denv2)	DENV_2/US/BID_V1087/1991	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482580	Dengue (denv2)	DENV_2/US/BID_V1177/1989	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569704	Dengue (denv2)	DENV_2/US/BID_V1163/1986	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482568	Dengue (denv2)	DENV_2/US/BID_V1164/1986	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482577	Dengue (denv2)	DENV_2/US/BID_V1174/1987	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482576	Dengue (denv2)	DENV_2/US/BID_V1172/1987	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482575	Dengue (denv2)	DENV_2/US/BID_V1171/1987	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482571	Dengue (denv2)	DENV_2/US/BID_V1167/1987	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482573	Dengue (denv2)	DENV_2/US/BID_V1169/1987	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482574	Dengue (denv2)	DENV_2/US/BID_V1170/1987	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482569	Dengue (denv2)	DENV_2/US/BID_V1165/1987	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482590	Dengue (denv2)	DENV_2/US/BID_V851/1990	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482744	Dengue (denv2)	DENV_2/US/BID_V687/1989	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482584	Dengue (denv2)	DENV_2/US/BID_V1181/1989	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482583	Dengue (denv2)	DENV_2/US/BID_V1180/1989	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482588	Dengue (denv2)	DENV_2/US/BID_V1189/1990	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ398285	Dengue (denv2)	DENV_2/PR/12DN/1994	?			Genbank
EU482589	Dengue (denv2)	DENV_2/US/BID_V1360/1993	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482579	Dengue (denv2)	DENV_2/US/BID_V1176/1988	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482742	Dengue (denv2)	DENV_2/US/BID_V685/1988	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482747	Dengue (denv2)	DENV_2/US/BID_V690/1988	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ398290	Dengue (denv2)	DENV_2/PR/31DN/1994	?			Genbank
GQ398291	Dengue (denv2)	DENV_2/PR/29DN/1994	?			Genbank
GQ398289	Dengue (denv2)	DENV_2/PR/30DN/1994	?			Genbank
GQ398288	Dengue (denv2)	DENV_2/PR/10DN/1994	?			Genbank
GQ398287	Dengue (denv2)	DENV_2/PR/46DN/1994	?			Genbank
EU482578	Dengue (denv2)	DENV_2/US/BID_V1175/1988	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482740	Dengue (denv2)	DENV_2/US/BID_V683/1994	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482582	Dengue (denv2)	DENV_2/US/BID_V1179/1989	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482562	Dengue (denv2)	DENV_2/US/BID_V1060/1989	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482743	Dengue (denv2)	DENV_2/US/BID_V686/1989	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482581	Dengue (denv2)	DENV_2/US/BID_V1178/1989	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482586	Dengue (denv2)	DENV_2/US/BID_V1183/1990	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482746	Dengue (denv2)	DENV_2/US/BID_V689/1989	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482745	Dengue (denv2)	DENV_2/US/BID_V688/1989	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU660398	Dengue (denv2)	DENV_2/US/BID_V1061/1989	Henn et al	Direct Submission	Submitted (17-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482587	Dengue (denv2)	DENV_2/US/BID_V1188/1990	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482585	Dengue (denv2)	DENV_2/US/BID_V1182/1989	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482594	Dengue (denv2)	DENV_2/US/BID_V855/1992	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955370	Dengue (denv2)	DENV_2/PR/BID_V1361/1993	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ398313	Dengue (denv2)	DENV_2/PR/11DN/1994	?			Genbank
EU660399	Dengue (denv2)	DENV_2/US/BID_V1372/1995	Henn et al	Direct Submission	Submitted (17-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ398306	Dengue (denv2)	DENV_2/PR/22DN/1994	?			Genbank
GQ398307	Dengue (denv2)	DENV_2/PR/19DN/1994	?			Genbank
GQ398312	Dengue (denv2)	DENV_2/PR/28DN/1994	?			Genbank
GQ398310	Dengue (denv2)	DENV_2/PR/48DN/1994	?			Genbank
GQ398309	Dengue (denv2)	DENV_2/PR/1DN/1994	?			Genbank
GQ398308	Dengue (denv2)	DENV_2/PR/3DN/1994	?			Genbank
EU569707	Dengue (denv2)	DENV_2/US/BID_V1368/1995	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ398293	Dengue (denv2)	DENV_2/PR/43DN/1994	?			Genbank
GQ398292	Dengue (denv2)	DENV_2/PR/6DN/1994	?			Genbank
EU529694	Dengue (denv2)	DENV_2/US/BID_V1057/1994	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ398294	Dengue (denv2)	DENV_2/PR/45DN/1994	?			Genbank
GQ398296	Dengue (denv2)	DENV_2/PR/44DN/1994	?			Genbank
GQ398295	Dengue (denv2)	DENV_2/PR/14DN/1994	?			Genbank
EU569705	Dengue (denv2)	DENV_2/US/BID_V1356/1993	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ398301	Dengue (denv2)	DENV_2/PR/17DN/1995	?			Genbank
GQ398303	Dengue (denv2)	DENV_2/PR/34DN/1994	?			Genbank
GQ398302	Dengue (denv2)	DENV_2/PR/47DN/1994	?			Genbank
EU482736	Dengue (denv2)	DENV_2/US/BID_V679/1994	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ398300	Dengue (denv2)	DENV_2/PR/9DN/1994	?			Genbank
GQ398299	Dengue (denv2)	DENV_2/PR/25DN/1994	?			Genbank
GQ398298	Dengue (denv2)	DENV_2/PR/16DN/1995	?			Genbank
EU482561	Dengue (denv2)	DENV_2/US/BID_V1054/1996	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868540	Dengue (denv2)	DENV_2/VE/BID_V3496/1990	?			Genbank
GQ868596	Dengue (denv2)	DENV_2/VE/BID_V3363/1991	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868598	Dengue (denv2)	DENV_2/VE/BID_V3365/1991	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868595	Dengue (denv2)	DENV_2/VE/BID_V3362/1991	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868597	Dengue (denv2)	DENV_2/VE/BID_V3364/1991	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868541	Dengue (denv2)	DENV_2/VE/BID_V3497/1991	?			Genbank
GQ868552	Dengue (denv2)	DENV_2/CO/BID_V3368/1998	?			Genbank
KF955350	Dengue (denv2)	DENV_2/NI/BID_V2925/1999	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ898465	Dengue (denv2)	DENV_2/VE/BID_V2941/1998	?			Genbank
EU687220	Dengue (denv2)	DENV_2/VE/BID_V1456/1996	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569708	Dengue (denv2)	DENV_2/US/BID_V1373/1995	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ012534	Dengue (denv2)	BR42727/RJ/91	Faria et al	Twenty Years of DENV-2 Activity in Brazil: Molecular Characterization and Phylogeny of Strains Isolated from 1990 to 2010	PLoS Negl Trop Dis 7 (3), E2095 (2013)	Genbank
HQ012533	Dengue (denv2)	BR41768/RJ/90	Faria et al	Twenty Years of DENV-2 Activity in Brazil: Molecular Characterization and Phylogeny of Strains Isolated from 1990 to 2010	PLoS Negl Trop Dis 7 (3), E2095 (2013)	Genbank
HQ012538	Dengue (denv2)	BR39145/RJ/90	Faria et al	Twenty Years of DENV-2 Activity in Brazil: Molecular Characterization and Phylogeny of Strains Isolated from 1990 to 2010	PLoS Negl Trop Dis 7 (3), E2095 (2013)	Genbank
HQ012535	Dengue (denv2)	BR48622/CE/94	Faria et al	Twenty Years of DENV-2 Activity in Brazil: Molecular Characterization and Phylogeny of Strains Isolated from 1990 to 2010	PLoS Negl Trop Dis 7 (3), E2095 (2013)	Genbank
HQ012537	Dengue (denv2)	BR64905/RJ/99	Faria et al	Twenty Years of DENV-2 Activity in Brazil: Molecular Characterization and Phylogeny of Strains Isolated from 1990 to 2010	PLoS Negl Trop Dis 7 (3), E2095 (2013)	Genbank
JX669488	Dengue (denv2)	87086/BR_PE/02	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	Genbank
JX669487	Dengue (denv2)	72144/BR_PE/00	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	Genbank
JX669483	Dengue (denv2)	37473/BR_PE/97	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	Genbank
JX669482	Dengue (denv2)	3337/BR_PE/95	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	Genbank
JX669480	Dengue (denv2)	3275/BR_PE/95	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	Genbank
JX669481	Dengue (denv2)	3311/BR_PE/95	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	Genbank
JX669486	Dengue (denv2)	57135/BR_PE/99	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	Genbank
FJ850072	Dengue (denv2)	DENV_2/BR/BID_V2376/2000	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KC294222	Dengue (denv2)	DENV_2/PE/NFI_52/2002	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294216	Dengue (denv2)	DENV_2/PE/FSL699/2002	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
JX669484	Dengue (denv2)	47913/BR_PE/98	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	Genbank
HQ012536	Dengue (denv2)	BR61310/RJ/98	Faria et al	Twenty Years of DENV-2 Activity in Brazil: Molecular Characterization and Phylogeny of Strains Isolated from 1990 to 2010	PLoS Negl Trop Dis 7 (3), E2095 (2013)	Genbank
JX669485	Dengue (denv2)	51347/BR_PE/98	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco-Brazil:epidemiological implications	Unpublished	Genbank
KC294200	Dengue (denv2)	DENV_2/PE/FMD1337/2007	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294201	Dengue (denv2)	DENV_2/PE/FMD2303/2009	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
GQ398282	Dengue (denv2)	DENV_2/PR/35DN/1994	?			Genbank
GQ398274	Dengue (denv2)	DENV_2/PR/23DN/1994	?			Genbank
GQ398273	Dengue (denv2)	DENV_2/PR/8DN/1994	?			Genbank
GQ398275	Dengue (denv2)	DENV_2/PR/33DN/1994	?			Genbank
