strain	strain_name	segment	date	host	country	subtype	virus
KU950546	RSVA/Homo_sapiens/USA/TH_10409/2012	NA	2012-09-14	Human	USA	A	Human_orthopneumovirus
KU950698	RSVA/Homo_sapiens/USA/TH_10454/2013	NA	2013-11-20	Human	USA	A	Human_orthopneumovirus
KU950475	RSVA/Homo_sapiens/USA/TH_10085/2012	NA	2012-09-21	Human	USA	A	Human_orthopneumovirus
KU950472	RSVA/Homo_sapiens/USA/TH_10482/2013	NA	2013-07-18	Human	USA	A	Human_orthopneumovirus
KU950661	RSVA/Homo_sapiens/USA/TH_10183/2012	NA	2012-12-26	Human	USA	A	Human_orthopneumovirus
KU950498	RSVA/Homo_sapiens/USA/TH_11187/2012	NA	2012-10-04	Human	USA	A	Human_orthopneumovirus
KU950642	RSVA/Homo_sapiens/USA/TH_10128/2012	NA	2012-10-10	Human	USA	A	Human_orthopneumovirus
KU950566	RSVA/Homo_sapiens/USA/TH_10433/2013	NA	2013-11-26	Human	USA	A	Human_orthopneumovirus
KU839630	RSVA/Homo_sapiens/USA/TH_28/2014	NA	2014-01-07	Human	USA	A	Human_orthopneumovirus
KU950464	RSVA/Homo_sapiens/USA/TH_10654/2014	NA	2014-02-19	Human	USA	A	Human_orthopneumovirus
KU950511	RSVA/Homo_sapiens/USA/TH_10218/2012	NA	2012-09-27	Human	USA	A	Human_orthopneumovirus
KU950696	RSVA/Homo_sapiens/USA/TH_10283/2012	NA	2012-12-19	Human	USA	A	Human_orthopneumovirus
KU950519	RSVA/Homo_sapiens/USA/TH_10629/2013	NA	2013-10-29	Human	USA	A	Human_orthopneumovirus
KU316139	RSVA/Homo_sapiens/USA/94I_091A_01_01/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
KU950641	RSVA/Homo_sapiens/USA/TH_10366/2013	NA	2013-11-18	Human	USA	A	Human_orthopneumovirus
KU950474	RSVA/Homo_sapiens/USA/TH_10098/2012	NA	2012-10-16	Human	USA	A	Human_orthopneumovirus
KU950518	RSVA/Homo_sapiens/USA/TH_10536/2013	NA	2013-10-09	Human	USA	A	Human_orthopneumovirus
KU950655	RSVA/Homo_sapiens/USA/TH_10293/2012	NA	2012-12-27	Human	USA	A	Human_orthopneumovirus
KU950483	RSVA/Homo_sapiens/USA/TH_10534/2013	NA	2013-08-20	Human	USA	A	Human_orthopneumovirus
KU950677	RSVA/Homo_sapiens/USA/TH_10148/2012	NA	2012-09-11	Human	USA	A	Human_orthopneumovirus
KU950456	RSVA/Homo_sapiens/USA/TH_10594/2013	NA	2013-08-07	Human	USA	A	Human_orthopneumovirus
KU316138	RSVA/Homo_sapiens/USA/87E_083_01/1987-XX-XX	NA	1987-XX-XX	Human	USA	A	Human_orthopneumovirus
KU316092	RSVA/Homo_sapiens/USA/91E_610_01/1991-XX-XX	NA	1991-XX-XX	Human	USA	A	Human_orthopneumovirus
KU950653	RSVA/Homo_sapiens/USA/TH_10204/2012	NA	2012-12-06	Human	USA	A	Human_orthopneumovirus
KU950615	RSVA/Homo_sapiens/USA/TH_10150/2012	NA	2012-12-17	Human	USA	A	Human_orthopneumovirus
KU950541	RSVA/Homo_sapiens/USA/TH_10318/2013	NA	2013-01-04	Human	USA	A	Human_orthopneumovirus
KU950469	RSVA/Homo_sapiens/USA/TH_10067/2012	NA	2012-09-11	Human	USA	A	Human_orthopneumovirus
KU950480	RSVA/Homo_sapiens/USA/TH_10272/2012	NA	2012-12-10	Human	USA	A	Human_orthopneumovirus
KU950680	RSVA/Homo_sapiens/USA/TH_10195/2012	NA	2012-11-29	Human	USA	A	Human_orthopneumovirus
KU950666	RSVA/Homo_sapiens/USA/TH_10657/2013	NA	2013-11-04	Human	USA	A	Human_orthopneumovirus
KU950487	RSVA/Homo_sapiens/USA/TH_10334/2012	NA	2012-11-07	Human	USA	A	Human_orthopneumovirus
KU950617	RSVA/Homo_sapiens/USA/TH_10229/2012	NA	2012-12-19	Human	USA	A	Human_orthopneumovirus
KU950540	RSVA/Homo_sapiens/USA/TH_10323/2013	NA	2013-11-26	Human	USA	A	Human_orthopneumovirus
KU839639	RSVA/Homo_sapiens/USA/TH_61/2013	NA	2013-12-17	Human	USA	A	Human_orthopneumovirus
KU950493	RSVA/Homo_sapiens/USA/TH_10126/2012	NA	2012-09-12	Human	USA	A	Human_orthopneumovirus
KU950499	RSVA/Homo_sapiens/USA/TH_10470/2013	NA	2013-10-04	Human	USA	A	Human_orthopneumovirus
KU950671	RSVA/Homo_sapiens/USA/TH_10344/2012	NA	2012-11-08	Human	USA	A	Human_orthopneumovirus
KU950572	RSVA/Homo_sapiens/USA/TH_10209/2012	NA	2012-09-28	Human	USA	A	Human_orthopneumovirus
KU950627	RSVA/Homo_sapiens/USA/TH_10569/2013	NA	2013-10-25	Human	USA	A	Human_orthopneumovirus
KU950639	RSVA/Homo_sapiens/USA/TH_10398/2013	NA	2013-10-17	Human	USA	A	Human_orthopneumovirus
KU950651	RSVA/Homo_sapiens/USA/TH_10147/2012	NA	2012-11-12	Human	USA	A	Human_orthopneumovirus
KU950624	RSVA/Homo_sapiens/USA/TH_10337/2013	NA	2013-01-23	Human	USA	A	Human_orthopneumovirus
KU950507	RSVA/Homo_sapiens/USA/TH_10481/2012	NA	2012-08-27	Human	USA	A	Human_orthopneumovirus
KU950564	RSVA/Homo_sapiens/USA/TH_10234/2012	NA	2012-09-12	Human	USA	A	Human_orthopneumovirus
KU950468	RSVB/Homo_sapiens/USA/TH_10632/2013	NA	2013-11-05	Human	USA	A	Human_orthopneumovirus
KU316125	RSVA/Homo_sapiens/USA/84I_266A_01_01/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
KU950585	RSVB/Homo_sapiens/USA/TH_10613/2013	NA	2013-06-20	Human	USA	A	Human_orthopneumovirus
KU950634	RSVA/Homo_sapiens/USA/TH_10291/2012	NA	2012-09-17	Human	USA	A	Human_orthopneumovirus
KU950563	RSVA/Homo_sapiens/USA/TH_10175/2012	NA	2012-10-29	Human	USA	A	Human_orthopneumovirus
KU316133	RSVA/Homo_sapiens/USA/90E_035_01/1990-XX-XX	NA	1990-XX-XX	Human	USA	A	Human_orthopneumovirus
KU950523	RSVA/Homo_sapiens/USA/TH_10656/2014	NA	2014-03-26	Human	USA	A	Human_orthopneumovirus
KU950521	RSVA/Homo_sapiens/USA/TH_10149/2012	NA	2012-08-15	Human	USA	A	Human_orthopneumovirus
KU950528	RSVA/Homo_sapiens/USA/TH_10217/2013	NA	2013-01-14	Human	USA	A	Human_orthopneumovirus
KU950646	RSVA/Homo_sapiens/USA/TH_10080/2012	NA	2012-11-21	Human	USA	A	Human_orthopneumovirus
KU950670	RSVA/Homo_sapiens/USA/TH_10220/2012	NA	2012-11-19	Human	USA	A	Human_orthopneumovirus
KU950694	RSVA/Homo_sapiens/USA/TH_10233/2012	NA	2012-10-22	Human	USA	A	Human_orthopneumovirus
KU950612	RSVA/Homo_sapiens/USA/TH_10281/2012	NA	2012-10-11	Human	USA	A	Human_orthopneumovirus
KU950455	RSVA/Homo_sapiens/USA/TH_10477/2013	NA	2013-09-24	Human	USA	A	Human_orthopneumovirus
KU839624	RSVA/Homo_sapiens/USA/TH_27/2013	NA	2013-11-11	Human	USA	A	Human_orthopneumovirus
KU950664	RSVA/Homo_sapiens/USA/TH_10110/2012	NA	2012-10-29	Human	USA	A	Human_orthopneumovirus
KU950620	RSVA/Homo_sapiens/USA/TH_10196/2012	NA	2012-10-04	Human	USA	A	Human_orthopneumovirus
KU950460	RSVA/Homo_sapiens/USA/TH_10473/2013	NA	2013-12-05	Human	USA	A	Human_orthopneumovirus
KU950579	RSVA/Homo_sapiens/USA/TH_10103/2012	NA	2012-10-09	Human	USA	A	Human_orthopneumovirus
KU950529	RSVA/Homo_sapiens/USA/TH_10116/2012	NA	2012-09-28	Human	USA	A	Human_orthopneumovirus
KU950560	RSVA/Homo_sapiens/USA/TH_10631/2013	NA	2013-11-05	Human	USA	A	Human_orthopneumovirus
KU950509	RSVA/Homo_sapiens/USA/TH_10221/2012	NA	2012-12-11	Human	USA	A	Human_orthopneumovirus
KU950501	RSVA/Homo_sapiens/USA/TH_10212/2013	NA	2013-01-10	Human	USA	A	Human_orthopneumovirus
KU950486	RSVA/Homo_sapiens/USA/TH_10280/2012	NA	2012-11-20	Human	USA	A	Human_orthopneumovirus
KU950573	RSVA/Homo_sapiens/USA/TH_10681/2006	NA	2006-01-07	Human	USA	A	Human_orthopneumovirus
KU950685	RSVA/Homo_sapiens/USA/TH_10509/2013	NA	2013-09-27	Human	USA	A	Human_orthopneumovirus
KU950595	RSVA/Homo_sapiens/USA/TH_10313/2012	NA	2012-12-21	Human	USA	A	Human_orthopneumovirus
KU950538	RSVA/Homo_sapiens/USA/TH_10201/2012	NA	2012-10-25	Human	USA	A	Human_orthopneumovirus
KU950544	RSVA/Homo_sapiens/USA/TH_10438/2013	NA	2013-12-17	Human	USA	A	Human_orthopneumovirus
KU950667	RSVA/Homo_sapiens/USA/TH_10104/2012	NA	2012-10-05	Human	USA	A	Human_orthopneumovirus
KU950652	RSVA/Homo_sapiens/USA/TH_10144/2012	NA	2012-09-10	Human	USA	A	Human_orthopneumovirus
KU950554	RSVA/Homo_sapiens/USA/TH_10143/2012	NA	2012-11-02	Human	USA	A	Human_orthopneumovirus
KU950556	RSVA/Homo_sapiens/USA/TH_10305/2012	NA	2012-12-04	Human	USA	A	Human_orthopneumovirus
KU950623	RSVA/Homo_sapiens/USA/TH_10606/2013	NA	2013-08-14	Human	USA	A	Human_orthopneumovirus
KU950608	RSVA/Homo_sapiens/USA/TH_10508/2013	NA	2013-10-15	Human	USA	A	Human_orthopneumovirus
KU950537	RSVA/Homo_sapiens/USA/TH_10505/2014	NA	2014-01-08	Human	USA	A	Human_orthopneumovirus
KU950520	RSVA/Homo_sapiens/USA/TH_10531/2013	NA	2013-06-20	Human	USA	A	Human_orthopneumovirus
KU950522	RSVA/Homo_sapiens/USA/TH_10117/2012	NA	2012-11-13	Human	USA	A	Human_orthopneumovirus
KU950649	RSVA/Homo_sapiens/USA/TH_11186/2012	NA	2012-08-16	Human	USA	A	Human_orthopneumovirus
KU950686	RSVA/Homo_sapiens/USA/TH_10506/2014	NA	2014-01-10	Human	USA	A	Human_orthopneumovirus
KU950673	RSVA/Homo_sapiens/USA/TH_10236/2012	NA	2012-09-12	Human	USA	A	Human_orthopneumovirus
KU950536	RSVA/Homo_sapiens/USA/TH_10141/2012	NA	2012-08-16	Human	USA	A	Human_orthopneumovirus
KU950616	RSVA/Homo_sapiens/USA/TH_10226/2012	NA	2012-09-24	Human	USA	A	Human_orthopneumovirus
KU950502	RSVA/Homo_sapiens/USA/TH_10155/2012	NA	2012-09-24	Human	USA	A	Human_orthopneumovirus
KU950692	RSVA/Homo_sapiens/USA/TH_10327/2012	NA	2012-09-26	Human	USA	A	Human_orthopneumovirus
KU950610	RSVA/Homo_sapiens/USA/TH_10260/2013	NA	2013-01-07	Human	USA	A	Human_orthopneumovirus
KU950631	RSVA/Homo_sapiens/USA/TH_10093/2012	NA	2012-09-21	Human	USA	A	Human_orthopneumovirus
KU950609	RSVA/Homo_sapiens/USA/TH_10095/2012	NA	2012-10-22	Human	USA	A	Human_orthopneumovirus
KU950598	RSVA/Homo_sapiens/USA/TH_10618/2013	NA	2013-10-07	Human	USA	A	Human_orthopneumovirus
KU950632	RSVA/Homo_sapiens/USA/TH_10156/2012	NA	2012-10-19	Human	USA	A	Human_orthopneumovirus
KU950626	RSVA/Homo_sapiens/USA/TH_10207/2013	NA	2013-01-28	Human	USA	A	Human_orthopneumovirus
KU950570	RSVA/Homo_sapiens/USA/TH_10130/2012	NA	2012-08-08	Human	USA	A	Human_orthopneumovirus
KU950550	RSVA/Homo_sapiens/USA/TH_10287/2012	NA	2012-10-02	Human	USA	A	Human_orthopneumovirus
KU839626	RSVA/Homo_sapiens/USA/TH_32/2013	NA	2013-11-05	Human	USA	A	Human_orthopneumovirus
KU950583	RSVA/Homo_sapiens/USA/TH_10507/2013	NA	2013-07-12	Human	USA	A	Human_orthopneumovirus
KU950658	RSVA/Homo_sapiens/USA/TH_10146/2012	NA	2012-09-12	Human	USA	A	Human_orthopneumovirus
KU950549	RSVA/Homo_sapiens/USA/TH_10630/2013	NA	2013-11-05	Human	USA	A	Human_orthopneumovirus
KU950674	RSVA/Homo_sapiens/USA/TH_10311/2012	NA	2012-10-31	Human	USA	A	Human_orthopneumovirus
KU950470	RSVA/Homo_sapiens/USA/TH_10464/2013	NA	2013-10-09	Human	USA	A	Human_orthopneumovirus
KU950527	RSVA/Homo_sapiens/USA/TH_10533/2013	NA	2013-08-26	Human	USA	A	Human_orthopneumovirus
KU950561	RSVB/Homo_sapiens/USA/TH_10667/2006	NA	2006-01-05	Human	USA	A	Human_orthopneumovirus
KU950596	RSVA/Homo_sapiens/USA/TH_10603/2013	NA	2013-11-25	Human	USA	A	Human_orthopneumovirus
KU950638	RSVA/Homo_sapiens/USA/TH_10552/2013	NA	2013-11-26	Human	USA	A	Human_orthopneumovirus
KU950459	RSVA/Homo_sapiens/USA/TH_10487/2013	NA	2013-12-19	Human	USA	A	Human_orthopneumovirus
KU950645	RSVA/Homo_sapiens/USA/TH_10202/2013	NA	2013-01-17	Human	USA	A	Human_orthopneumovirus
KU950650	RSVA/Homo_sapiens/USA/TH_10367/2013	NA	2013-09-23	Human	USA	A	Human_orthopneumovirus
KU950581	RSVA/Homo_sapiens/USA/TH_10159/2012	NA	2012-11-08	Human	USA	A	Human_orthopneumovirus
MN306045	SC0850	NA	2019-XX-XX	Human	USA	A	Human_orthopneumovirus
MN306048	SC0885	NA	2019-XX-XX	Human	USA	A	Human_orthopneumovirus
MN306050	SC1053	NA	2019-XX-XX	Human	USA	A	Human_orthopneumovirus
MN306054	SC9450	NA	2019-XX-XX	Human	USA	A	Human_orthopneumovirus
MN310477	SC0276	NA	2018-XX-XX	Human	USA	A	Human_orthopneumovirus
MN306017	SC0135	NA	2018-XX-XX	Human	USA	A	Human_orthopneumovirus
MN306021	SC0237	NA	2018-XX-XX	Human	USA	A	Human_orthopneumovirus
MN306029	SC0398	NA	2019-XX-XX	Human	USA	A	Human_orthopneumovirus
MN306030	SC0410	NA	2019-XX-XX	Human	USA	A	Human_orthopneumovirus
MN306031	SC0460	NA	2019-XX-XX	Human	USA	A	Human_orthopneumovirus
KX765920	RSVA/Homo_sapiens/NZL/LJRSV66/2012	NA	2012-08-28	Human	New_Zealand	A	Human_orthopneumovirus
MH383066	JF204	NA	2014-11-28	Human	Lebanon	A	Human_orthopneumovirus
KX655615	RSVA/Homo_sapiens/JOR/A0430/2012	NA	2012-02-21	Human	Jordan	A	Human_orthopneumovirus
KX655616	RSVA/Homo_sapiens/JOR/A0444/2012	NA	2012-02-27	Human	Jordan	A	Human_orthopneumovirus
KX655617	RSVA/Homo_sapiens/JOR/A0154/2011	NA	2011-02-21	Human	Jordan	A	Human_orthopneumovirus
KX655618	RSVA/Homo_sapiens/JOR/A0429/2012	NA	2012-02-21	Human	Jordan	A	Human_orthopneumovirus
KX655619	RSVA/Homo_sapiens/JOR/C2358/2012	NA	2012-01-26	Human	Jordan	A	Human_orthopneumovirus
KX655620	RSVA/Homo_sapiens/JOR/D3491/2012	NA	2012-04-12	Human	Jordan	A	Human_orthopneumovirus
KX655621	RSVA/Homo_sapiens/JOR/B1554/2012	NA	2012-04-04	Human	Jordan	A	Human_orthopneumovirus
KX655622	RSVA/Homo_sapiens/JOR/D3145/2011	NA	2011-03-02	Human	Jordan	A	Human_orthopneumovirus
KX655623	RSVA/Homo_sapiens/JOR/B1148/2011	NA	2011-02-02	Human	Jordan	A	Human_orthopneumovirus
KX655626	RSVA/Homo_sapiens/JOR/D3721/2013	NA	2013-02-17	Human	Jordan	A	Human_orthopneumovirus
KX655627	RSVA/Homo_sapiens/JOR/C2347/2012	NA	2012-01-17	Human	Jordan	A	Human_orthopneumovirus
KX655628	RSVA/Homo_sapiens/JOR/A0080/2011	NA	2011-01-24	Human	Jordan	A	Human_orthopneumovirus
KX655630	RSVA/Homo_sapiens/JOR/B1429/2012	NA	2012-01-30	Human	Jordan	A	Human_orthopneumovirus
KX655631	RSVA/Homo_sapiens/JOR/C2186/2011	NA	2011-03-08	Human	Jordan	A	Human_orthopneumovirus
KX655632	RSVA/Homo_sapiens/JOR/B1543/2012	NA	2012-03-29	Human	Jordan	A	Human_orthopneumovirus
KX655634	RSVA/Homo_sapiens/JOR/D3424/2012	NA	2012-02-28	Human	Jordan	A	Human_orthopneumovirus
KX655635	RSVA/Homo_sapiens/JOR/A0384/2012	NA	2012-01-22	Human	Jordan	A	Human_orthopneumovirus
KX655636	RSVA/Homo_sapiens/JOR/B1191/2011	NA	2011-02-27	Human	Jordan	A	Human_orthopneumovirus
KX655637	RSVA/Homo_sapiens/JOR/C2109/2011	NA	2011-01-24	Human	Jordan	A	Human_orthopneumovirus
KX655638	RSVA/Homo_sapiens/JOR/A0398/2012	NA	2012-01-31	Human	Jordan	A	Human_orthopneumovirus
KX655639	RSVA/Homo_sapiens/JOR/A0125/2011	NA	2011-02-08	Human	Jordan	A	Human_orthopneumovirus
KX655640	RSVA/Homo_sapiens/JOR/D3681/2013	NA	2013-01-16	Human	Jordan	A	Human_orthopneumovirus
KX655643	RSVA/Homo_sapiens/JOR/D3156/2011	NA	2011-03-14	Human	Jordan	A	Human_orthopneumovirus
KX655644	RSVA/Homo_sapiens/JOR/A0614/2012	NA	2012-10-23	Human	Jordan	A	Human_orthopneumovirus
KX655647	RSVA/Homo_sapiens/JOR/A0400/2012	NA	2012-01-31	Human	Jordan	A	Human_orthopneumovirus
KX655650	RSVA/Homo_sapiens/JOR/C2147/2011	NA	2011-02-09	Human	Jordan	A	Human_orthopneumovirus
KX655651	RSVA/Homo_sapiens/JOR/D3370/2012	NA	2012-02-05	Human	Jordan	A	Human_orthopneumovirus
KX655652	RSVA/Homo_sapiens/JOR/B1525/2012	NA	2012-03-19	Human	Jordan	A	Human_orthopneumovirus
KX655656	RSVA/Homo_sapiens/JOR/D3007/2010	NA	2010-03-22	Human	Jordan	A	Human_orthopneumovirus
KX655657	RSVA/Homo_sapiens/JOR/D3040/2010	NA	2010-06-15	Human	Jordan	A	Human_orthopneumovirus
KX655658	RSVA/Homo_sapiens/JOR/C2659/2012	NA	2012-12-31	Human	Jordan	A	Human_orthopneumovirus
KX655659	RSVA/Homo_sapiens/JOR/D3090/2011	NA	2011-01-19	Human	Jordan	A	Human_orthopneumovirus
KX655662	RSVA/Homo_sapiens/JOR/D3317/2011	NA	2011-12-19	Human	Jordan	A	Human_orthopneumovirus
KX655663	RSVA/Homo_sapiens/JOR/D3416/2012	NA	2012-02-28	Human	Jordan	A	Human_orthopneumovirus
KX655665	RSVA/Homo_sapiens/JOR/C2769/2013	NA	2013-03-26	Human	Jordan	A	Human_orthopneumovirus
KX655666	RSVA/Homo_sapiens/JOR/D3141/2011	NA	2011-03-01	Human	Jordan	A	Human_orthopneumovirus
KX655667	RSVA/Homo_sapiens/JOR/C2408/2012	NA	2012-02-20	Human	Jordan	A	Human_orthopneumovirus
KX655670	RSVA/Homo_sapiens/JOR/B1464/2012	NA	2012-02-12	Human	Jordan	A	Human_orthopneumovirus
KX655672	RSVA/Homo_sapiens/JOR/C2356/2012	NA	2012-01-26	Human	Jordan	A	Human_orthopneumovirus
KX655673	RSVA/Homo_sapiens/JOR/C2201/2011	NA	2011-03-20	Human	Jordan	A	Human_orthopneumovirus
KX655675	RSVA/Homo_sapiens/JOR/D3431/2012	NA	2012-03-06	Human	Jordan	A	Human_orthopneumovirus
KX655676	RSVA/Homo_sapiens/JOR/B1432/2012	NA	2012-01-30	Human	Jordan	A	Human_orthopneumovirus
KX655677	RSVA/Homo_sapiens/JOR/B1391/2012	NA	2012-01-08	Human	Jordan	A	Human_orthopneumovirus
KX655678	RSVA/Homo_sapiens/JOR/A0108/2011	NA	2011-02-06	Human	Jordan	A	Human_orthopneumovirus
KX655679	RSVA/Homo_sapiens/JOR/B1035/2010	NA	2010-05-05	Human	Jordan	A	Human_orthopneumovirus
KX655680	RSVA/Homo_sapiens/JOR/B1442/2012	NA	2012-02-09	Human	Jordan	A	Human_orthopneumovirus
KX655682	RSVA/Homo_sapiens/JOR/B1515/2012	NA	2012-03-13	Human	Jordan	A	Human_orthopneumovirus
KX655687	RSVA/Homo_sapiens/JOR/B1185/2011	NA	2011-02-20	Human	Jordan	A	Human_orthopneumovirus
KX655689	RSVA/Homo_sapiens/JOR/B1454/2012	NA	2012-02-12	Human	Jordan	A	Human_orthopneumovirus
KX655691	RSVA/Homo_sapiens/JOR/D3371/2012	NA	2012-02-05	Human	Jordan	A	Human_orthopneumovirus
KX655692	RSVA/Homo_sapiens/JOR/C2196/2011	NA	2011-03-20	Human	Jordan	A	Human_orthopneumovirus
KX655694	RSVA/Homo_sapiens/JOR/A0215/2011	NA	2011-04-18	Human	Jordan	A	Human_orthopneumovirus
KX655695	RSVA/Homo_sapiens/JOR/C2354/2012	NA	2012-01-23	Human	Jordan	A	Human_orthopneumovirus
KX655696	RSVA/Homo_sapiens/JOR/C2121/2011	NA	2011-01-26	Human	Jordan	A	Human_orthopneumovirus
KX655697	RSVA/Homo_sapiens/JOR/A0417/2012	NA	2012-02-16	Human	Jordan	A	Human_orthopneumovirus
KX655699	RSVA/Homo_sapiens/JOR/D3332/2012	NA	2012-01-09	Human	Jordan	A	Human_orthopneumovirus
KX765886	RSVA/Homo_sapiens/NZL/LJRSV01/2015	NA	2015-06-18	Human	New_Zealand	A	Human_orthopneumovirus
KX765887	RSVA/Homo_sapiens/NZL/LJRSV05/2015	NA	2015-06-28	Human	New_Zealand	A	Human_orthopneumovirus
KX765891	RSVA/Homo_sapiens/NZL/LJRSV44/2013	NA	2013-08-01	Human	New_Zealand	A	Human_orthopneumovirus
KX765894	RSVA/Homo_sapiens/NZL/LJRSV84/2011	NA	2011-09-18	Human	New_Zealand	A	Human_orthopneumovirus
KX765896	RSVA/Homo_sapiens/NZL/LJRSV81/2011	NA	2011-09-16	Human	New_Zealand	A	Human_orthopneumovirus
KX765898	RSVA/Homo_sapiens/NZL/LJRSV12/2015	NA	2015-07-08	Human	New_Zealand	A	Human_orthopneumovirus
KX765901	RSVA/Homo_sapiens/NZL/LJRSV54/2012	NA	2012-07-23	Human	New_Zealand	A	Human_orthopneumovirus
KX765902	RSVA/Homo_sapiens/NZL/LJRSV33/2014	NA	2014-07-30	Human	New_Zealand	A	Human_orthopneumovirus
KX765904	RSVA/Homo_sapiens/NZL/LJRSV39/2013	NA	2013-06-18	Human	New_Zealand	A	Human_orthopneumovirus
KX765910	RSVA/Homo_sapiens/NZL/LJRSV69/2011	NA	2011-06-23	Human	New_Zealand	A	Human_orthopneumovirus
KX765911	RSVA/Homo_sapiens/NZL/LJRSV75/2011	NA	2011-07-17	Human	New_Zealand	A	Human_orthopneumovirus
KX765913	RSVA/Homo_sapiens/NZL/LJRSV55/2012	NA	2012-07-29	Human	New_Zealand	A	Human_orthopneumovirus
KX765914	RSVA/Homo_sapiens/NZL/LJRSV03/2015	NA	2015-06-22	Human	New_Zealand	A	Human_orthopneumovirus
KX765915	RSVA/Homo_sapiens/NZL/LJRSV27/2014	NA	2014-06-11	Human	New_Zealand	A	Human_orthopneumovirus
KX765916	RSVA/Homo_sapiens/NZL/LJRSV02/2015	NA	2015-06-19	Human	New_Zealand	A	Human_orthopneumovirus
KX765917	RSVA/Homo_sapiens/NZL/LJRSV28/2014	NA	2014-06-16	Human	New_Zealand	A	Human_orthopneumovirus
KX765918	RSVA/Homo_sapiens/NZL/LJRSV77/2011	NA	2011-07-09	Human	New_Zealand	A	Human_orthopneumovirus
KX765919	RSVA/Homo_sapiens/NZL/LJRSV37/2013	NA	2013-06-09	Human	New_Zealand	A	Human_orthopneumovirus
MG642063	RSVA/Homo_sapiens/USA/MCRSV_226/1982-XX-XX	NA	1982-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642070	RSVA/Homo_sapiens/USA/MCRSV_247/1986-XX-XX	NA	1986-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642071	RSVA/Homo_sapiens/USA/MCRSV_238/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642074	RSVA/Homo_sapiens/USA/MCRSV_209/1980-XX-XX	NA	1980-XX-XX	Human	USA	A	Human_orthopneumovirus
KY782635	LZ01/09	NA	2009-09-01	Human	China	A	Human_orthopneumovirus
KY967362	SC2892	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
KY967363	SC2745	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
KY982516	RSVA/Homo_sapiens/USA/LA2_76/2013	NA	2013-01-24	Human	USA	A	Human_orthopneumovirus
KY982517	RSVA/Homo_sapiens/USA/LA2_03/2013	NA	2013-01-03	Human	USA	A	Human_orthopneumovirus
KY460517	TW_00026_2010	NA	2010-10-01	Human	Taiwan	A	Human_orthopneumovirus
KX765925	RSVA/Homo_sapiens/NZL/LJRSV13/2015	NA	2015-07-09	Human	New_Zealand	A	Human_orthopneumovirus
KX765926	RSVA/Homo_sapiens/NZL/LJRSV59/2012	NA	2012-08-05	Human	New_Zealand	A	Human_orthopneumovirus
KX765928	RSVA/Homo_sapiens/NZL/LJRSV83/2011	NA	2011-09-18	Human	New_Zealand	A	Human_orthopneumovirus
KX765931	RSVA/Homo_sapiens/NZL/LJRSV70/2011	NA	2011-06-23	Human	New_Zealand	A	Human_orthopneumovirus
KX765932	RSVA/Homo_sapiens/NZL/LJRSV06/2015	NA	2015-06-28	Human	New_Zealand	A	Human_orthopneumovirus
KX765933	RSVA/Homo_sapiens/NZL/LJRSV58/2012	NA	2012-08-01	Human	New_Zealand	A	Human_orthopneumovirus
KX765934	RSVA/Homo_sapiens/NZL/LJRSV65/2012	NA	2012-08-23	Human	New_Zealand	A	Human_orthopneumovirus
KX765936	RSVA/Homo_sapiens/NZL/LJRSV62/2012	NA	2012-08-07	Human	New_Zealand	A	Human_orthopneumovirus
KX765971	RSVA/Homo_sapiens/NZL/LJRSV45/2013	NA	2013-08-01	Human	New_Zealand	A	Human_orthopneumovirus
KX765972	RSVA/Homo_sapiens/NZL/LJRSV41/2013	NA	2013-07-01	Human	New_Zealand	A	Human_orthopneumovirus
KX765974	RSVA/Homo_sapiens/NZL/LJRSV35/2013	NA	2013-04-30	Human	New_Zealand	A	Human_orthopneumovirus
KX765977	RSVA/Homo_sapiens/NZL/LJRSV18/2014	NA	2014-02-12	Human	New_Zealand	A	Human_orthopneumovirus
MG642030	RSVA/Homo_sapiens/USA/MCRSV_256/1988-XX-XX	NA	1988-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642031	RSVA/Homo_sapiens/USA/MCRSV_236/1982-XX-XX	NA	1982-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642032	RSVA/Homo_sapiens/USA/MCRSV_221/1980-XX-XX	NA	1980-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642033	RSVA/Homo_sapiens/USA/MCRSV_265/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642034	RSVA/Homo_sapiens/USA/MCRSV_244/1985-XX-XX	NA	1985-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642035	RSVA/Homo_sapiens/USA/MCRSV_240/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642040	RSVA/Homo_sapiens/USA/MCRSV_214/1980-XX-XX	NA	1980-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642048	RSVA/Homo_sapiens/USA/MCRSV_258/1990-XX-XX	NA	1990-XX-XX	Human	USA	A	Human_orthopneumovirus
