strain	strain_name	segment	date	host	country	subtype	virus
KJ939937	VN_134_8/09	NA	2009-08-12	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939935	VN_119_7/09	NA	2009-07-21	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939940	VN_217_12/09	NA	2009-12-01	Human	Viet_Nam	NA	Human_orthopneumovirus
JX015494	08_001411	NA	2008-01-14	Human	Netherlands	A	Human_orthopneumovirus
KJ627267	RSVA/Homo_sapiens/PER/FLE7947/2010	NA	2010-02-08	Human	Peru	NA	Human_orthopneumovirus
KJ627275	RSVA/Homo_sapiens/PER/FLE9863/2010	NA	2010-05-24	Human	Peru	NA	Human_orthopneumovirus
KF530261	RSVA/Homo_sapiens/DEU/106/2008	NA	2008-05-01	Human	Germany	NA	Human_orthopneumovirus
KJ939965	VN_820_8/10	NA	2010-08-24	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ627316	RSVA/Homo_sapiens/PER/FLE9593/2010	NA	2010-04-21	Human	Peru	NA	Human_orthopneumovirus
KX655643	RSVA/Homo_sapiens/JOR/D3156/2011	NA	2011-03-14	Human	Jordan	NA	Human_orthopneumovirus
KX655656	RSVA/Homo_sapiens/JOR/D3007/2010	NA	2010-03-22	Human	Jordan	NA	Human_orthopneumovirus
KX655657	RSVA/Homo_sapiens/JOR/D3040/2010	NA	2010-06-15	Human	Jordan	NA	Human_orthopneumovirus
KX655679	RSVA/Homo_sapiens/JOR/B1035/2010	NA	2010-05-05	Human	Jordan	NA	Human_orthopneumovirus
JX015496	08_042735	NA	2008-11-26	Human	Netherlands	A	Human_orthopneumovirus
JX015483	08_047045	NA	2008-12-29	Human	Netherlands	A	Human_orthopneumovirus
KJ627325	RSVA/Homo_sapiens/PER/FLE8626/2010	NA	2010-03-30	Human	Peru	NA	Human_orthopneumovirus
KJ627270	RSVA/Homo_sapiens/PER/FLE8614/2010	NA	2010-03-28	Human	Peru	NA	Human_orthopneumovirus
KJ627298	RSVA/Homo_sapiens/PER/FLE9214/2010	NA	2010-04-14	Human	Peru	NA	Human_orthopneumovirus
KJ627313	RSVA/Homo_sapiens/PER/FLE9103/2010	NA	2010-04-22	Human	Peru	NA	Human_orthopneumovirus
KJ627329	RSVA/Homo_sapiens/PER/FLE9309/2010	NA	2010-04-28	Human	Peru	NA	Human_orthopneumovirus
KJ627269	RSVA/Homo_sapiens/PER/FLE7930/2010	NA	2010-01-30	Human	Peru	NA	Human_orthopneumovirus
KJ627292	RSVA/Homo_sapiens/PER/FLE9226/2010	NA	2010-04-19	Human	Peru	NA	Human_orthopneumovirus
KJ627371	RSVA/Homo_sapiens/PER/FLE9518/2010	NA	2010-05-01	Human	Peru	NA	Human_orthopneumovirus
KJ627357	RSVA/Homo_sapiens/PER/CFI0314/2010	NA	2010-04-30	Human	Peru	NA	Human_orthopneumovirus
KJ627345	RSVA/Homo_sapiens/PER/FLE8509/2010	NA	2010-03-19	Human	Peru	NA	Human_orthopneumovirus
KJ627296	RSVA/Homo_sapiens/PER/FLE9488/2010	NA	2010-04-24	Human	Peru	NA	Human_orthopneumovirus
KJ627273	RSVA/Homo_sapiens/PER/FLE8490/2010	NA	2010-03-16	Human	Peru	NA	Human_orthopneumovirus
KJ627334	RSVA/Homo_sapiens/PER/FLI2436/2010	NA	2010-08-06	Human	Peru	NA	Human_orthopneumovirus
KJ627263	RSVA/Homo_sapiens/PER/FLI2219/2010	NA	2010-08-01	Human	Peru	NA	Human_orthopneumovirus
KJ627307	RSVA/Homo_sapiens/PER/FLE9867/2010	NA	2010-05-25	Human	Peru	NA	Human_orthopneumovirus
KJ627358	RSVA/Homo_sapiens/PER/FLE8435/2010	NA	2010-03-05	Human	Peru	NA	Human_orthopneumovirus
KJ627258	RSVA/Homo_sapiens/PER/FLE9486/2010	NA	2010-04-24	Human	Peru	NA	Human_orthopneumovirus
KJ627333	RSVA/Homo_sapiens/PER/FLE8485/2010	NA	2010-03-11	Human	Peru	NA	Human_orthopneumovirus
KX655617	RSVA/Homo_sapiens/JOR/A0154/2011	NA	2011-02-21	Human	Jordan	NA	Human_orthopneumovirus
KX655622	RSVA/Homo_sapiens/JOR/D3145/2011	NA	2011-03-02	Human	Jordan	NA	Human_orthopneumovirus
KX655628	RSVA/Homo_sapiens/JOR/A0080/2011	NA	2011-01-24	Human	Jordan	NA	Human_orthopneumovirus
KX655637	RSVA/Homo_sapiens/JOR/C2109/2011	NA	2011-01-24	Human	Jordan	NA	Human_orthopneumovirus
KX655678	RSVA/Homo_sapiens/JOR/A0108/2011	NA	2011-02-06	Human	Jordan	NA	Human_orthopneumovirus
MK109785	RSVA/Homo_sapiens/JOR/D3055/2010	NA	2010-09-19	Human	Jordan	NA	Human_orthopneumovirus
MK109774	RSVA/Homo_sapiens/JOR/C2101/2011	NA	2011-01-13	Human	Jordan	NA	Human_orthopneumovirus
KX655650	RSVA/Homo_sapiens/JOR/C2147/2011	NA	2011-02-09	Human	Jordan	NA	Human_orthopneumovirus
KX655673	RSVA/Homo_sapiens/JOR/C2201/2011	NA	2011-03-20	Human	Jordan	NA	Human_orthopneumovirus
KX655636	RSVA/Homo_sapiens/JOR/B1191/2011	NA	2011-02-27	Human	Jordan	NA	Human_orthopneumovirus
KX655694	RSVA/Homo_sapiens/JOR/A0215/2011	NA	2011-04-18	Human	Jordan	NA	Human_orthopneumovirus
MK109776	RSVA/Homo_sapiens/JOR/D3159/2011	NA	2011-03-16	Human	Jordan	NA	Human_orthopneumovirus
MF001052	8P9	NA	2015-XX-XX	Human	USA	NA	Human_orthopneumovirus
MK109787	RSVA/Homo_sapiens/JOR/C2152/2011	NA	2011-02-10	Human	Jordan	NA	Human_orthopneumovirus
KF826855	RSVA/Homo_sapiens/ITA/123/2009	NA	2009-03-26	Human	Italy	NA	Human_orthopneumovirus
OK649636	HRSV/A/Brazil/38256/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	NA	Human_orthopneumovirus
KF826833	RSVA/Homo_sapiens/ITA/121/2009	NA	2009-03-19	Human	Italy	NA	Human_orthopneumovirus
KX655618	RSVA/Homo_sapiens/JOR/A0429/2012	NA	2012-02-21	Human	Jordan	NA	Human_orthopneumovirus
KX655697	RSVA/Homo_sapiens/JOR/A0417/2012	NA	2012-02-16	Human	Jordan	NA	Human_orthopneumovirus
KX655634	RSVA/Homo_sapiens/JOR/D3424/2012	NA	2012-02-28	Human	Jordan	NA	Human_orthopneumovirus
KX655651	RSVA/Homo_sapiens/JOR/D3370/2012	NA	2012-02-05	Human	Jordan	NA	Human_orthopneumovirus
KX655667	RSVA/Homo_sapiens/JOR/C2408/2012	NA	2012-02-20	Human	Jordan	NA	Human_orthopneumovirus
KX655635	RSVA/Homo_sapiens/JOR/A0384/2012	NA	2012-01-22	Human	Jordan	NA	Human_orthopneumovirus
KX655619	RSVA/Homo_sapiens/JOR/C2358/2012	NA	2012-01-26	Human	Jordan	NA	Human_orthopneumovirus
KX655672	RSVA/Homo_sapiens/JOR/C2356/2012	NA	2012-01-26	Human	Jordan	NA	Human_orthopneumovirus
KX655623	RSVA/Homo_sapiens/JOR/B1148/2011	NA	2011-02-02	Human	Jordan	NA	Human_orthopneumovirus
KX655696	RSVA/Homo_sapiens/JOR/C2121/2011	NA	2011-01-26	Human	Jordan	NA	Human_orthopneumovirus
MK109773	RSVA/Homo_sapiens/JOR/D3140/2011	NA	2011-02-28	Human	Jordan	NA	Human_orthopneumovirus
OK649652	HRSV/A/Brazil/38631/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	NA	Human_orthopneumovirus
KX655691	RSVA/Homo_sapiens/JOR/D3371/2012	NA	2012-02-05	Human	Jordan	NA	Human_orthopneumovirus
KJ627268	RSVA/Homo_sapiens/PER/FLI1313/2010	NA	2010-04-22	Human	Peru	NA	Human_orthopneumovirus
KJ627301	RSVA/Homo_sapiens/PER/FLE9262/2010	NA	2010-04-14	Human	Peru	NA	Human_orthopneumovirus
KJ627245	RSVA/Homo_sapiens/PER/FLI1323/2010	NA	2010-04-29	Human	Peru	NA	Human_orthopneumovirus
KJ627309	RSVA/Homo_sapiens/PER/FLE9263/2010	NA	2010-04-15	Human	Peru	NA	Human_orthopneumovirus
KJ627261	RSVA/Homo_sapiens/PER/FLI1325/2010	NA	2010-04-21	Human	Peru	NA	Human_orthopneumovirus
KJ627365	RSVA/Homo_sapiens/PER/FLE8601/2010	NA	2010-03-23	Human	Peru	NA	Human_orthopneumovirus
KJ627256	RSVA/Homo_sapiens/PER/FLE2322/2009	NA	2009-08-16	Human	Peru	NA	Human_orthopneumovirus
KJ627372	RSVA/Homo_sapiens/PER/FLE8161/2010	NA	2010-02-27	Human	Peru	NA	Human_orthopneumovirus
KJ627253	RSVA/Homo_sapiens/PER/FLE3832/2009	NA	2009-09-25	Human	Peru	NA	Human_orthopneumovirus
KJ627367	RSVA/Homo_sapiens/PER/FLE9951/2010	NA	2010-05-06	Human	Peru	NA	Human_orthopneumovirus
KJ627279	RSVA/Homo_sapiens/PER/FLE9753/2010	NA	2010-05-18	Human	Peru	NA	Human_orthopneumovirus
KJ627287	RSVA/Homo_sapiens/PER/FLE8797/2010	NA	2010-04-08	Human	Peru	NA	Human_orthopneumovirus
KJ627326	RSVA/Homo_sapiens/PER/FLE8134/2010	NA	2010-02-23	Human	Peru	NA	Human_orthopneumovirus
KJ627346	RSVA/Homo_sapiens/PER/FLE8269/2010	NA	2010-02-28	Human	Peru	NA	Human_orthopneumovirus
KJ627295	RSVA/Homo_sapiens/PER/FLE8150/2010	NA	2010-02-24	Human	Peru	NA	Human_orthopneumovirus
KJ627355	RSVA/Homo_sapiens/PER/FLE8228/2010	NA	2010-02-17	Human	Peru	NA	Human_orthopneumovirus
KJ627283	RSVA/Homo_sapiens/PER/FLE9981/2010	NA	2010-05-15	Human	Peru	NA	Human_orthopneumovirus
KJ627297	RSVA/Homo_sapiens/PER/FLE9956/2010	NA	2010-05-07	Human	Peru	NA	Human_orthopneumovirus
KJ627252	RSVA/Homo_sapiens/PER/FLE7874/2010	NA	2010-01-19	Human	Peru	NA	Human_orthopneumovirus
KJ627351	RSVA/Homo_sapiens/PER/FPP00421/2011	NA	2011-04-13	Human	Peru	NA	Human_orthopneumovirus
KJ627312	RSVA/Homo_sapiens/PER/FLE9996/2010	NA	2010-05-20	Human	Peru	NA	Human_orthopneumovirus
KJ627320	RSVA/Homo_sapiens/PER/FLE9490/2010	NA	2010-04-24	Human	Peru	NA	Human_orthopneumovirus
KJ627250	RSVA/Homo_sapiens/PER/FLI1381/2010	NA	2010-06-08	Human	Peru	NA	Human_orthopneumovirus
KJ627370	RSVA/Homo_sapiens/PER/FPP00538/2011	NA	2011-05-16	Human	Peru	NA	Human_orthopneumovirus
KJ627306	RSVA/Homo_sapiens/PER/FLA7443/2009	NA	2009-05-11	Human	Peru	NA	Human_orthopneumovirus
KJ627360	RSVA/Homo_sapiens/PER/FLA7449/2009	NA	2009-05-14	Human	Peru	NA	Human_orthopneumovirus
KJ627315	RSVA/Homo_sapiens/PER/FLA7756/2009	NA	2009-05-22	Human	Peru	NA	Human_orthopneumovirus
KJ627318	RSVA/Homo_sapiens/PER/FLA6745/2009	NA	2009-04-17	Human	Peru	NA	Human_orthopneumovirus
KJ627373	RSVA/Homo_sapiens/PER/FLA7446/2009	NA	2009-05-13	Human	Peru	NA	Human_orthopneumovirus
KJ627291	RSVA/Homo_sapiens/PER/FLA7422/2009	NA	2009-05-02	Human	Peru	NA	Human_orthopneumovirus
KJ627272	RSVA/Homo_sapiens/PER/FLA6795/2009	NA	2009-04-27	Human	Peru	NA	Human_orthopneumovirus
KJ627350	RSVA/Homo_sapiens/PER/FLA6714/2009	NA	2009-04-05	Human	Peru	NA	Human_orthopneumovirus
KJ627286	RSVA/Homo_sapiens/PER/FLA6646/2009	NA	2009-04-18	Human	Peru	NA	Human_orthopneumovirus
KJ627294	RSVA/Homo_sapiens/PER/FLE9761/2010	NA	2010-05-20	Human	Peru	NA	Human_orthopneumovirus
KJ627319	RSVA/Homo_sapiens/PER/FLA6912/2009	NA	2009-04-21	Human	Peru	NA	Human_orthopneumovirus
KJ627344	RSVA/Homo_sapiens/PER/FLA6900/2009	NA	2009-04-23	Human	Peru	NA	Human_orthopneumovirus
MG431254	STA836	NA	2010-03-31	Human	Brazil	NA	Human_orthopneumovirus
KJ939955	VN_778_4/10	NA	2010-04-29	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939970	VN_844_11/10	NA	2010-11-29	Human	Viet_Nam	NA	Human_orthopneumovirus
KX655647	RSVA/Homo_sapiens/JOR/A0400/2012	NA	2012-01-31	Human	Jordan	NA	Human_orthopneumovirus
KX765918	RSVA/Homo_sapiens/NZL/LJRSV77/2011	NA	2011-07-09	Human	New_Zealand	NA	Human_orthopneumovirus
KX765942	RSVA/Homo_sapiens/NZL/LJRSV80/2011	NA	2011-09-05	Human	New_Zealand	NA	Human_orthopneumovirus
KF826831	RSVA/Homo_sapiens/DEU/108/2009	NA	2009-12-01	Human	Germany	NA	Human_orthopneumovirus
JX015489	07_039193	NA	2007-12-03	Human	Netherlands	A	Human_orthopneumovirus
JX015491	RSV607	NA	2007-11-23	Human	Netherlands	A	Human_orthopneumovirus
JX015492	07_041785	NA	2007-12-24	Human	Netherlands	A	Human_orthopneumovirus
JX015484	RSV572	NA	2007-11-06	Human	Netherlands	A	Human_orthopneumovirus
JX015493	08_000507	NA	2008-01-07	Human	Netherlands	A	Human_orthopneumovirus
JX015490	RSV597	NA	2007-11-19	Human	Netherlands	A	Human_orthopneumovirus
OK649623	HRSV/A/Brazil/37894/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	NA	Human_orthopneumovirus
JX015482	BE06_6650	NA	2006-11-22	Human	Belgium	A	Human_orthopneumovirus
OK649663	HRSV/A/Kenya/58541/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	NA	Human_orthopneumovirus
OK649667	HRSV/A/Kenya/59234/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	NA	Human_orthopneumovirus
KJ627349	RSVA/Homo_sapiens/PER/FLE4190/2009	NA	2009-09-17	Human	Peru	NA	Human_orthopneumovirus
KJ627322	RSVA/Homo_sapiens/PER/FLA6536/2009	NA	2009-04-03	Human	Peru	NA	Human_orthopneumovirus
KJ627300	RSVA/Homo_sapiens/PER/FLA7447/2009	NA	2009-05-13	Human	Peru	NA	Human_orthopneumovirus
KJ627246	RSVA/Homo_sapiens/PER/FLA6790/2009	NA	2009-04-23	Human	Peru	NA	Human_orthopneumovirus
KJ627304	RSVA/Homo_sapiens/PER/FLA6734/2009	NA	2009-04-15	Human	Peru	NA	Human_orthopneumovirus
KJ627356	RSVA/Homo_sapiens/PER/FLI1294/2010	NA	2010-04-22	Human	Peru	NA	Human_orthopneumovirus
KJ627303	RSVA/Homo_sapiens/PER/FLE9106/2010	NA	2010-04-20	Human	Peru	NA	Human_orthopneumovirus
KJ627308	RSVA/Homo_sapiens/PER/FLE8972/2010	NA	2010-04-13	Human	Peru	NA	Human_orthopneumovirus
KJ627343	RSVA/Homo_sapiens/PER/CFI0295/2010	NA	2010-03-30	Human	Peru	NA	Human_orthopneumovirus
OK649643	HRSV/A/Brazil/38597/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	NA	Human_orthopneumovirus
OK649644	HRSV/A/Brazil/38598/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	NA	Human_orthopneumovirus
OK649650	HRSV/A/Brazil/38614/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	NA	Human_orthopneumovirus
KX655616	RSVA/Homo_sapiens/JOR/A0444/2012	NA	2012-02-27	Human	Jordan	NA	Human_orthopneumovirus
KX655627	RSVA/Homo_sapiens/JOR/C2347/2012	NA	2012-01-17	Human	Jordan	NA	Human_orthopneumovirus
KX655676	RSVA/Homo_sapiens/JOR/B1432/2012	NA	2012-01-30	Human	Jordan	NA	Human_orthopneumovirus
KX655662	RSVA/Homo_sapiens/JOR/D3317/2011	NA	2011-12-19	Human	Jordan	NA	Human_orthopneumovirus
MK109775	RSVA/Homo_sapiens/JOR/B1318/2011	NA	2011-09-14	Human	Jordan	NA	Human_orthopneumovirus
KX765946	RSVA/Homo_sapiens/NZL/LJRSV57/2012	NA	2012-07-30	Human	New_Zealand	NA	Human_orthopneumovirus
KX765958	RSVA/Homo_sapiens/NZL/LJRSV68/2012	NA	2012-09-11	Human	New_Zealand	NA	Human_orthopneumovirus
KX655692	RSVA/Homo_sapiens/JOR/C2196/2011	NA	2011-03-20	Human	Jordan	NA	Human_orthopneumovirus
KX655670	RSVA/Homo_sapiens/JOR/B1464/2012	NA	2012-02-12	Human	Jordan	NA	Human_orthopneumovirus
KF826856	RSVA/Homo_sapiens/ITA/125/2009	NA	2009-04-23	Human	Italy	NA	Human_orthopneumovirus
MG431255	STA839	NA	2010-03-31	Human	Brazil	NA	Human_orthopneumovirus
OK649648	HRSV/A/Brazil/38608/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	NA	Human_orthopneumovirus
OK649641	HRSV/A/Brazil/38467/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	NA	Human_orthopneumovirus
OK649651	HRSV/A/Brazil/38623/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	NA	Human_orthopneumovirus
OK649645	HRSV/A/Brazil/38601/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	NA	Human_orthopneumovirus
OK649655	HRSV/A/Brazil/38709/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	NA	Human_orthopneumovirus
JF920054	A/WI/629_Q0282/10	NA	2010-02-16	Human	USA	NA	Human_orthopneumovirus
KM578843	A/GZ/12_110	NA	2012-01-10	Human	China	NA	Human_orthopneumovirus
KX765910	RSVA/Homo_sapiens/NZL/LJRSV69/2011	NA	2011-06-23	Human	New_Zealand	NA	Human_orthopneumovirus
KJ627259	RSVA/Homo_sapiens/PER/FPI01734/2011	NA	2011-04-08	Human	Peru	NA	Human_orthopneumovirus
JX015481	09_000457	NA	2009-01-07	Human	Netherlands	A	Human_orthopneumovirus
JX015497	08_044640	NA	2008-12-06	Human	Netherlands	A	Human_orthopneumovirus
JX015495	08_042544	NA	2008-11-21	Human	Netherlands	A	Human_orthopneumovirus
KJ627271	RSVA/Homo_sapiens/PER/FLE0433/2009	NA	2009-05-29	Human	Peru	NA	Human_orthopneumovirus
KY782635	LZ01/09	NA	2009-09-01	Human	China	NA	Human_orthopneumovirus
KJ627328	RSVA/Homo_sapiens/PER/FLI1310/2010	NA	2010-05-20	Human	Peru	NA	Human_orthopneumovirus
MF001041	6A5	NA	2015-XX-XX	Human	USA	NA	Human_orthopneumovirus
KJ939941	VN_331_4/10	NA	2010-04-21	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939945	VN_372_6/10	NA	2010-06-23	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939958	VN_789_6/10	NA	2010-06-15	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939951	VN_733_10/09	NA	2009-10-28	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939968	VN_833_9/10	NA	2010-09-15	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939960	VN_793_7/10	NA	2010-07-09	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939950	VN_587_7/10	NA	2010-07-02	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939962	VN_795_7/10	NA	2010-07-13	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939964	VN_816_8/10	NA	2010-08-12	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939959	VN_790_6/10	NA	2010-06-30	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939957	VN_784_5/10	NA	2010-05-17	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939956	VN_780_5/10	NA	2010-05-05	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939949	VN_525_3/10	NA	2010-03-26	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939944	VN_369_6/10	NA	2010-06-22	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939963	VN_808_8/10	NA	2010-08-09	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939953	VN_767_3/10	NA	2010-03-18	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939946	VN_378_7/10	NA	2010-07-05	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939969	VN_834_9/10	NA	2010-09-23	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939967	VN_832_9/10	NA	2010-09-15	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939942	VN_356_6/10	NA	2010-06-04	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939952	VN_743_11/09	NA	2009-11-11	Human	Viet_Nam	NA	Human_orthopneumovirus
JX015479	11_000271	NA	2011-01-03	Human	Netherlands	A	Human_orthopneumovirus
KM517572	A/GZ/11_224	NA	2011-02-24	Human	China	NA	Human_orthopneumovirus
KX655615	RSVA/Homo_sapiens/JOR/A0430/2012	NA	2012-02-21	Human	Jordan	NA	Human_orthopneumovirus
KX655630	RSVA/Homo_sapiens/JOR/B1429/2012	NA	2012-01-30	Human	Jordan	NA	Human_orthopneumovirus
KJ939971	VN_848_12/10	NA	2010-12-06	Human	Viet_Nam	NA	Human_orthopneumovirus
KJ939961	VN_794_7/10	NA	2010-07-09	Human	Viet_Nam	NA	Human_orthopneumovirus
KX655620	RSVA/Homo_sapiens/JOR/D3491/2012	NA	2012-04-12	Human	Jordan	NA	Human_orthopneumovirus
KX655695	RSVA/Homo_sapiens/JOR/C2354/2012	NA	2012-01-23	Human	Jordan	NA	Human_orthopneumovirus
KX655699	RSVA/Homo_sapiens/JOR/D3332/2012	NA	2012-01-09	Human	Jordan	NA	Human_orthopneumovirus
KX655638	RSVA/Homo_sapiens/JOR/A0398/2012	NA	2012-01-31	Human	Jordan	NA	Human_orthopneumovirus
KX655665	RSVA/Homo_sapiens/JOR/C2769/2013	NA	2013-03-26	Human	Jordan	NA	Human_orthopneumovirus
KX655621	RSVA/Homo_sapiens/JOR/B1554/2012	NA	2012-04-04	Human	Jordan	NA	Human_orthopneumovirus
KX655680	RSVA/Homo_sapiens/JOR/B1442/2012	NA	2012-02-09	Human	Jordan	NA	Human_orthopneumovirus
KX655689	RSVA/Homo_sapiens/JOR/B1454/2012	NA	2012-02-12	Human	Jordan	NA	Human_orthopneumovirus
KX655663	RSVA/Homo_sapiens/JOR/D3416/2012	NA	2012-02-28	Human	Jordan	NA	Human_orthopneumovirus
KX655631	RSVA/Homo_sapiens/JOR/C2186/2011	NA	2011-03-08	Human	Jordan	NA	Human_orthopneumovirus
MK109772	RSVA/Homo_sapiens/JOR/B1199/2011	NA	2011-03-02	Human	Jordan	NA	Human_orthopneumovirus
KX655659	RSVA/Homo_sapiens/JOR/D3090/2011	NA	2011-01-19	Human	Jordan	NA	Human_orthopneumovirus
MK109777	RSVA/Homo_sapiens/JOR/D3120/2011	NA	2011-02-10	Human	Jordan	NA	Human_orthopneumovirus
KX655687	RSVA/Homo_sapiens/JOR/B1185/2011	NA	2011-02-20	Human	Jordan	NA	Human_orthopneumovirus
MK109763	RSVA/Homo_sapiens/JOR/A0101/2011	NA	2011-01-27	Human	Jordan	NA	Human_orthopneumovirus
KX655682	RSVA/Homo_sapiens/JOR/B1515/2012	NA	2012-03-13	Human	Jordan	NA	Human_orthopneumovirus
KX765928	RSVA/Homo_sapiens/NZL/LJRSV83/2011	NA	2011-09-18	Human	New_Zealand	NA	Human_orthopneumovirus
KX655632	RSVA/Homo_sapiens/JOR/B1543/2012	NA	2012-03-29	Human	Jordan	NA	Human_orthopneumovirus
MF001054	8Q3	NA	2015-XX-XX	Human	USA	NA	Human_orthopneumovirus
MF001047	6O1	NA	2015-XX-XX	Human	USA	NA	Human_orthopneumovirus
MN306021	SC0237	NA	2018-XX-XX	Human	USA	NA	Human_orthopneumovirus
MZ516019	OX02_8575_D02	NA	2018-01-19	Human	United_Kingdom	NA	Human_orthopneumovirus
MN251607	GH100344/USA/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_orthopneumovirus
MT506703	BJ0901	NA	2017-12-28	Human	China	NA	Human_orthopneumovirus
KU316154	RSVA/Homo_sapiens/USA/85P_405_01/1985-XX-XX	NA	1985-XX-XX	Human	USA	NA	Human_orthopneumovirus
KU316152	RSVA/Homo_sapiens/USA/85P_399_01/1985-XX-XX	NA	1985-XX-XX	Human	USA	NA	Human_orthopneumovirus
KU316169	RSVA/Homo_sapiens/USA/86I_037A_01_01/1985-XX-XX	NA	1985-XX-XX	Human	USA	NA	Human_orthopneumovirus
KU316120	RSVA/Homo_sapiens/USA/86I_024A_01_01/1985-XX-XX	NA	1985-XX-XX	Human	USA	NA	Human_orthopneumovirus
MG642075	RSVA/Homo_sapiens/USA/MCRSV_248/1986-XX-XX	NA	1986-XX-XX	Human	USA	NA	Human_orthopneumovirus
MG642069	RSVA/Homo_sapiens/USA/MCRSV_245/1985-XX-XX	NA	1985-XX-XX	Human	USA	NA	Human_orthopneumovirus
KJ723461	RSVA/Homo_sapiens/USA/86I_029A_01/1986-XX-XX	NA	1986-XX-XX	Human	USA	NA	Human_orthopneumovirus
KJ723467	RSVA/Homo_sapiens/USA/86I_044A_01/1986-XX-XX	NA	1986-XX-XX	Human	USA	NA	Human_orthopneumovirus
MG642038	RSVA/Homo_sapiens/USA/MCRSV_246/1985-XX-XX	NA	1985-XX-XX	Human	USA	NA	Human_orthopneumovirus
KJ723475	RSVA/Homo_sapiens/USA/86I_139A_01/1986-XX-XX	NA	1986-XX-XX	Human	USA	NA	Human_orthopneumovirus
KU316160	RSVA/Homo_sapiens/USA/86E_018_01/1986-XX-XX	NA	1986-XX-XX	Human	USA	NA	Human_orthopneumovirus
KU316168	RSVA/Homo_sapiens/USA/78I_026A_01_01/1977-XX-XX	NA	1977-XX-XX	Human	USA	NA	Human_orthopneumovirus
KU316155	RSVA/Homo_sapiens/USA/78G_104_01/1978-XX-XX	NA	1978-XX-XX	Human	USA	NA	Human_orthopneumovirus
KU316140	RSVA/Homo_sapiens/USA/78I_046A_01_01/1978-XX-XX	NA	1978-XX-XX	Human	USA	NA	Human_orthopneumovirus
KU316106	RSVA/Homo_sapiens/USA/78I_004A_01_01/1977-XX-XX	NA	1977-XX-XX	Human	USA	NA	Human_orthopneumovirus
KJ723478	RSVA/Homo_sapiens/USA/82I_158A_01/1982-XX-XX	NA	1982-XX-XX	Human	USA	NA	Human_orthopneumovirus
KU316146	RSVA/Homo_sapiens/USA/83G_002_01/1983-XX-XX	NA	1983-XX-XX	Human	USA	NA	Human_orthopneumovirus
KU316103	RSVA/Homo_sapiens/USA/83G_012_01/1983-XX-XX	NA	1983-XX-XX	Human	USA	NA	Human_orthopneumovirus
KP258741	RSVA/Homo_sapiens/USA/90E_112_01/1990-XX-XX	NA	1990-XX-XX	Human	USA	NA	Human_orthopneumovirus
KP258729	RSVA/Homo_sapiens/USA/90P_147_01/1990-XX-XX	NA	1990-XX-XX	Human	USA	NA	Human_orthopneumovirus
KP258719	RSVA/Homo_sapiens/USA/88E_082_01/1988-XX-XX	NA	1988-XX-XX	Human	USA	NA	Human_orthopneumovirus
KP258730	RSVA/Homo_sapiens/USA/87P_615_01/1987-XX-XX	NA	1987-XX-XX	Human	USA	NA	Human_orthopneumovirus
KU316162	RSVA/Homo_sapiens/USA/88E_033_01/1988-XX-XX	NA	1988-XX-XX	Human	USA	NA	Human_orthopneumovirus
MG642067	RSVA/Homo_sapiens/USA/MCRSV_254/1987-XX-XX	NA	1987-XX-XX	Human	USA	NA	Human_orthopneumovirus
